,Tag,FIPS,YYYY,DrugReports
2312,0.0,51193,2010,2
2313,0.0,51193,2011,4
2314,0.0,51193,2012,4
2315,0.0,51193,2014,5
2316,0.0,51193,2015,5
2317,0.0,51193,2016,14
2318,0.0,51193,2017,18
2319,0.0,51195,2010,17
2320,0.0,51195,2011,12
2321,0.0,51195,2012,14
2322,0.0,51195,2013,14
2323,0.0,51195,2014,6
2324,0.0,51195,2015,6
2325,0.0,51195,2016,3
2326,0.0,51195,2017,9
2327,0.0,51197,2010,6
2328,0.0,51197,2011,9
2329,0.0,51197,2012,16
2330,0.0,51197,2013,17
2331,0.0,51197,2014,13
2332,0.0,51197,2015,10
2333,0.0,51197,2016,11
2334,0.0,51197,2017,13
2335,0.0,51199,2010,1
2336,0.0,51199,2011,1
2337,0.0,51199,2012,5
2338,0.0,51199,2013,3
2339,0.0,51199,2014,7
2340,0.0,51199,2015,2
2341,0.0,51199,2016,11
2342,0.0,51199,2017,33
2343,0.0,51510,2010,2
2344,0.0,51510,2013,1
2345,0.0,51510,2016,10
2346,0.0,51510,2017,5
2347,0.0,51520,2010,7
2348,0.0,51520,2013,2
2349,0.0,51520,2017,1
2350,0.0,51530,2010,1
2351,0.0,51530,2013,1
2352,0.0,51530,2016,1
2353,0.0,51540,2010,1
2354,0.0,51540,2013,5
2355,0.0,51540,2014,2
2356,0.0,51540,2016,1
2357,0.0,51540,2017,7
2358,0.0,51550,2010,8
2359,0.0,51550,2011,1
2360,0.0,51550,2013,13
2361,0.0,51550,2014,4
2362,0.0,51550,2016,17
2363,0.0,51550,2017,19
2364,0.0,51570,2010,3
2365,0.0,51570,2013,2
2366,0.0,51570,2016,1
2367,0.0,51570,2017,4
2368,0.0,51590,2010,11
2369,0.0,51590,2013,7
2370,0.0,51590,2017,1
2371,0.0,51600,2010,3
2372,0.0,51600,2012,1
2373,0.0,51600,2013,1
2374,0.0,51600,2016,4
2375,0.0,51600,2017,4
2376,0.0,51610,2010,1
2377,0.0,51620,2014,2
2378,0.0,51620,2016,1
2379,0.0,51630,2010,5
2380,0.0,51630,2013,7
2381,0.0,51630,2016,1
2382,0.0,51630,2017,4
2383,0.0,51640,2010,1
2384,0.0,51650,2010,7
2385,0.0,51650,2013,9
2386,0.0,51650,2015,2
2387,0.0,51650,2016,3
2388,0.0,51650,2017,14
2389,0.0,51660,2010,1
2390,0.0,51660,2013,2
2391,0.0,51660,2017,2
2392,0.0,51670,2014,1
2393,0.0,51680,2010,2
2394,0.0,51680,2013,6
2395,0.0,51680,2016,1
2396,0.0,51680,2017,1
2397,0.0,51683,2015,1
2398,0.0,51683,2016,1
2399,0.0,51690,2010,1
2400,0.0,51690,2013,3
2401,0.0,51690,2017,2
2402,0.0,51700,2010,16
2403,0.0,51700,2012,2
2404,0.0,51700,2013,19
2405,0.0,51700,2014,3
2406,0.0,51700,2016,10
2407,0.0,51700,2017,8
2408,0.0,51710,2010,3
2409,0.0,51710,2013,24
2410,0.0,51710,2014,1
2411,0.0,51710,2015,4
2412,0.0,51710,2016,16
2413,0.0,51710,2017,22
2414,0.0,51730,2010,2
2415,0.0,51730,2013,2
2416,0.0,51735,2010,1
2417,0.0,51740,2010,2
2418,0.0,51740,2012,1
2419,0.0,51740,2013,5
2420,0.0,51740,2014,1
2421,0.0,51740,2015,5
2422,0.0,51740,2016,14
2423,0.0,51740,2017,13
2424,0.0,51750,2010,2
2425,0.0,51750,2013,5
2426,0.0,51750,2014,2
2427,0.0,51750,2017,2
2428,0.0,51760,2010,42
2429,0.0,51760,2012,2
2430,0.0,51760,2013,28
2431,0.0,51760,2014,4
2432,0.0,51760,2016,12
2433,0.0,51760,2017,23
2434,0.0,51770,2010,30
2435,0.0,51770,2011,19
2436,0.0,51770,2012,8
2437,0.0,51770,2013,17
2438,0.0,51770,2014,9
2439,0.0,51770,2015,10
2440,0.0,51770,2016,27
2441,0.0,51770,2017,49
2442,0.0,51775,2010,4
2443,0.0,51775,2013,7
2444,0.0,51775,2017,4
2445,0.0,51790,2010,2
2446,0.0,51790,2013,3
2447,0.0,51800,2010,4
2448,0.0,51800,2013,13
2449,0.0,51800,2014,2
2450,0.0,51800,2015,3
2451,0.0,51800,2016,10
2452,0.0,51800,2017,7
2453,0.0,51810,2010,16
2454,0.0,51810,2011,1
2455,0.0,51810,2013,25
2456,0.0,51810,2014,3
2457,0.0,51810,2016,6
2458,0.0,51810,2017,14
2459,0.0,51820,2010,4
2460,0.0,51820,2013,1
2461,0.0,51820,2017,1
2462,0.0,51830,2014,1
2463,0.0,51840,2010,8
2464,0.0,51840,2012,1
2465,0.0,51840,2013,12
2466,0.0,51840,2014,4
2467,0.0,51840,2016,4
2468,0.0,51840,2017,8
2469,0.0,54001,2016,2
2470,0.0,54003,2010,2
2471,0.0,54003,2011,15
2472,0.0,54003,2012,14
2473,0.0,54003,2013,4
2474,0.0,54003,2014,10
2475,0.0,54003,2015,14
2476,0.0,54003,2016,41
2477,0.0,54003,2017,32
2478,0.0,54005,2010,1
2479,0.0,54007,2011,2
2480,0.0,54007,2014,2
2481,0.0,54007,2016,3
2482,0.0,54009,2012,2
2483,0.0,54011,2011,1
2484,0.0,54011,2012,1
2485,0.0,54011,2013,3
2486,0.0,54011,2014,8
2487,0.0,54011,2015,5
2488,0.0,54011,2016,13
2489,0.0,54011,2017,31
2490,0.0,54013,2012,1
2491,0.0,54017,2012,1
2492,0.0,54017,2015,1
2493,0.0,54019,2010,2
2494,0.0,54019,2015,1
2495,0.0,54019,2016,1
2496,0.0,54021,2011,2
2497,0.0,54021,2015,1
2498,0.0,54021,2016,1
2499,0.0,54023,2016,2
2500,0.0,54025,2015,1
2501,0.0,54025,2016,2
2502,0.0,54025,2017,1
2503,0.0,54027,2012,1
2504,0.0,54027,2013,1
2505,0.0,54027,2015,3
2506,0.0,54027,2016,2
2507,0.0,54027,2017,3
2508,0.0,54029,2010,2
2509,0.0,54029,2011,4
2510,0.0,54029,2013,3
2511,0.0,54029,2015,1
2512,0.0,54029,2016,6
2513,0.0,54029,2017,8
2514,0.0,54031,2010,2
2515,0.0,54031,2012,2
2516,0.0,54031,2015,3
2517,0.0,54033,2010,1
2518,0.0,54033,2012,1
2519,0.0,54033,2014,2
2520,0.0,54033,2015,26
2521,0.0,54033,2016,19
2522,0.0,54033,2017,13
2523,0.0,54035,2010,1
2524,0.0,54035,2014,1
2525,0.0,54035,2015,21
2526,0.0,54035,2017,1
2527,0.0,54037,2014,4
2528,0.0,54037,2016,12
2529,0.0,54037,2017,7
2530,0.0,54039,2010,4
2531,0.0,54039,2011,9
2532,0.0,54039,2012,1
2533,0.0,54039,2013,2
2534,0.0,54039,2014,7
2535,0.0,54039,2015,31
2536,0.0,54039,2016,68
2537,0.0,54039,2017,93
2538,0.0,54041,2011,1
2539,0.0,54041,2012,1
2540,0.0,54041,2014,1
2541,0.0,54041,2015,9
2542,0.0,54045,2010,1
2543,0.0,54045,2012,1
2544,0.0,54045,2013,1
2545,0.0,54045,2014,3
2546,0.0,54045,2016,5
2547,0.0,54045,2017,7
2548,0.0,54047,2010,1
2549,0.0,54047,2012,1
2550,0.0,54047,2014,3
2551,0.0,54047,2015,1
2552,0.0,54047,2016,3
2553,0.0,54049,2011,1
2554,0.0,54049,2012,1
2555,0.0,54049,2013,1
2556,0.0,54049,2014,4
2557,0.0,54049,2015,4
2558,0.0,54049,2016,6
2559,0.0,54049,2017,3
2560,0.0,54051,2010,1
2561,0.0,54051,2011,2
2562,0.0,54051,2012,1
2563,0.0,54051,2013,1
2564,0.0,54051,2014,4
2565,0.0,54051,2016,1
2566,0.0,54051,2017,2
2567,0.0,54053,2011,1
2568,0.0,54053,2016,2
2569,0.0,54055,2010,5
2570,0.0,54055,2011,3
2571,0.0,54055,2012,6
2572,0.0,54055,2013,2
2573,0.0,54055,2014,3
2574,0.0,54055,2015,2
2575,0.0,54055,2016,4
2576,0.0,54055,2017,5
2577,0.0,54057,2010,1
2578,0.0,54057,2011,3
2579,0.0,54057,2016,8
2580,0.0,54057,2017,6
2581,0.0,54059,2010,1
2582,0.0,54059,2012,1
2583,0.0,54059,2013,1
2584,0.0,54063,2011,1
2585,0.0,54063,2016,1
2586,0.0,54065,2011,1
2587,0.0,54065,2012,8
2588,0.0,54065,2014,3
2589,0.0,54065,2016,2
2590,0.0,54065,2017,6
2591,0.0,54067,2010,1
2592,0.0,54067,2014,1
2593,0.0,54067,2015,7
2594,0.0,54067,2016,15
2595,0.0,54067,2017,13
2596,0.0,54069,2010,11
2597,0.0,54069,2012,5
2598,0.0,54069,2013,4
2599,0.0,54069,2014,2
2600,0.0,54069,2015,4
2601,0.0,54069,2016,7
2602,0.0,54069,2017,9
2603,0.0,54071,2011,2
2604,0.0,54075,2010,2
2605,0.0,54075,2011,1
2606,0.0,54077,2010,1
2607,0.0,54077,2015,3
2608,0.0,54079,2016,1
2609,0.0,54079,2017,1
2610,0.0,54081,2010,2
2611,0.0,54081,2011,5
2612,0.0,54081,2012,2
2613,0.0,54081,2014,5
2614,0.0,54081,2015,17
2615,0.0,54081,2016,17
2616,0.0,54081,2017,13
2617,0.0,54083,2016,1
2618,0.0,54087,2010,1
2619,0.0,54087,2011,3
2620,0.0,54087,2012,1
2621,0.0,54093,2014,1
2622,0.0,54097,2010,2
2623,0.0,54097,2011,1
2624,0.0,54097,2013,2
2625,0.0,54097,2014,1
2626,0.0,54099,2010,1
2627,0.0,54099,2013,1
2628,0.0,54099,2016,3
2629,0.0,54099,2017,2
2630,0.0,54101,2013,1
2631,0.0,54107,2010,2
2632,0.0,54107,2011,3
2633,0.0,54107,2012,1
2634,0.0,54107,2013,1
2635,0.0,54107,2014,15
2636,0.0,54107,2015,23
2637,0.0,54107,2016,23
2638,0.0,54107,2017,85
2639,1.0,21001,2010,6
2640,1.0,21001,2011,18
2641,1.0,21001,2012,22
2642,1.0,21001,2013,15
2643,1.0,21001,2014,45
2644,1.0,21001,2015,15
2645,1.0,21001,2016,20
2646,1.0,21001,2017,15
2647,1.0,21003,2010,26
2648,1.0,21003,2011,17
2649,1.0,21003,2012,86
2650,1.0,21003,2013,23
2651,1.0,21003,2014,27
2652,1.0,21003,2015,12
2653,1.0,21003,2016,23
2654,1.0,21003,2017,20
2655,1.0,21005,2010,32
2656,1.0,21005,2011,33
2657,1.0,21005,2012,6
2658,1.0,21005,2013,6
2659,1.0,21005,2014,4
2660,1.0,21005,2015,3
2661,1.0,21005,2016,3
2662,1.0,21005,2017,1
2663,1.0,21007,2010,1
2664,1.0,21007,2011,1
2665,1.0,21007,2012,1
2666,1.0,21007,2013,2
2667,1.0,21009,2010,57
2668,1.0,21009,2011,93
2669,1.0,21009,2012,70
2670,1.0,21009,2013,58
2671,1.0,21009,2014,47
2672,1.0,21009,2015,37
2673,1.0,21009,2016,36
2674,1.0,21009,2017,41
2675,1.0,21011,2010,51
2676,1.0,21011,2011,63
2677,1.0,21011,2012,48
2678,1.0,21011,2013,37
2679,1.0,21011,2014,30
2680,1.0,21011,2015,65
2681,1.0,21011,2016,8
2682,1.0,21011,2017,15
2683,1.0,21013,2010,251
2684,1.0,21013,2011,117
2685,1.0,21013,2012,158
2686,1.0,21013,2013,138
2687,1.0,21013,2014,467
2688,1.0,21013,2015,315
2689,1.0,21013,2016,201
2690,1.0,21013,2017,166
2691,1.0,21015,2010,90
2692,1.0,21015,2011,72
2693,1.0,21015,2012,69
2694,1.0,21015,2013,68
2695,1.0,21015,2014,27
2696,1.0,21015,2015,54
2697,1.0,21015,2016,28
2698,1.0,21015,2017,27
2699,1.0,21017,2010,46
2700,1.0,21017,2011,25
2701,1.0,21017,2012,45
2702,1.0,21017,2013,45
2703,1.0,21017,2014,20
2704,1.0,21017,2015,11
2705,1.0,21017,2016,14
2706,1.0,21017,2017,9
2707,1.0,21019,2010,295
2708,1.0,21019,2011,307
2709,1.0,21019,2012,177
2710,1.0,21019,2013,155
2711,1.0,21019,2014,134
2712,1.0,21019,2015,142
2713,1.0,21019,2016,54
2714,1.0,21019,2017,41
2715,1.0,21021,2010,59
2716,1.0,21021,2011,37
2717,1.0,21021,2012,39
2718,1.0,21021,2013,37
2719,1.0,21021,2014,25
2720,1.0,21021,2015,14
2721,1.0,21021,2016,40
2722,1.0,21021,2017,24
2723,1.0,21023,2010,9
2724,1.0,21023,2011,20
2725,1.0,21023,2012,15
2726,1.0,21023,2013,8
2727,1.0,21023,2014,10
2728,1.0,21023,2016,4
2729,1.0,21025,2010,87
2730,1.0,21025,2011,8
2731,1.0,21025,2012,55
2732,1.0,21025,2013,68
2733,1.0,21025,2014,15
2734,1.0,21025,2015,25
2735,1.0,21025,2016,19
2736,1.0,21025,2017,6
2737,1.0,21027,2010,13
2738,1.0,21027,2011,3
2739,1.0,21027,2012,8
2740,1.0,21027,2013,6
2741,1.0,21027,2014,11
2742,1.0,21027,2015,1
2743,1.0,21027,2016,3
2744,1.0,21027,2017,2
2745,1.0,21029,2010,117
2746,1.0,21029,2011,128
2747,1.0,21029,2012,86
2748,1.0,21029,2013,48
2749,1.0,21029,2014,42
2750,1.0,21029,2015,31
2751,1.0,21029,2016,15
2752,1.0,21029,2017,12
2753,1.0,21031,2010,4
2754,1.0,21031,2011,1
2755,1.0,21031,2012,12
2756,1.0,21031,2013,5
2757,1.0,21031,2014,6
2758,1.0,21031,2015,11
2759,1.0,21031,2016,14
2760,1.0,21031,2017,6
2761,1.0,21033,2010,11
2762,1.0,21033,2011,7
2763,1.0,21033,2012,39
2764,1.0,21033,2013,17
2765,1.0,21033,2014,18
2766,1.0,21033,2015,16
2767,1.0,21033,2016,11
2768,1.0,21033,2017,7
2769,1.0,21035,2010,4
2770,1.0,21035,2011,23
2771,1.0,21035,2012,18
2772,1.0,21035,2013,15
2773,1.0,21035,2014,12
2774,1.0,21035,2015,17
2775,1.0,21035,2016,30
2776,1.0,21035,2017,9
2777,1.0,21037,2010,117
2778,1.0,21037,2011,136
2779,1.0,21037,2012,119
2780,1.0,21037,2013,94
2781,1.0,21037,2014,93
2782,1.0,21037,2015,78
2783,1.0,21037,2016,95
2784,1.0,21037,2017,61
2785,1.0,21039,2010,4
2786,1.0,21039,2012,2
2787,1.0,21039,2014,1
2788,1.0,21039,2015,1
2789,1.0,21041,2010,44
2790,1.0,21041,2011,64
2791,1.0,21041,2012,58
2792,1.0,21041,2013,31
2793,1.0,21041,2014,40
2794,1.0,21041,2015,21
2795,1.0,21041,2016,13
2796,1.0,21041,2017,19
2797,1.0,21043,2010,235
2798,1.0,21043,2011,147
2799,1.0,21043,2012,172
2800,1.0,21043,2013,72
2801,1.0,21043,2014,91
2802,1.0,21043,2015,65
2803,1.0,21043,2016,34
2804,1.0,21043,2017,14
2805,1.0,21045,2010,54
2806,1.0,21045,2011,21
2807,1.0,21045,2012,26
2808,1.0,21045,2013,24
2809,1.0,21045,2014,36
2810,1.0,21045,2015,32
2811,1.0,21045,2016,18
2812,1.0,21045,2017,7
2813,1.0,21047,2010,49
2814,1.0,21047,2011,53
2815,1.0,21047,2012,24
2816,1.0,21047,2013,45
2817,1.0,21047,2014,84
2818,1.0,21047,2015,35
2819,1.0,21047,2016,35
2820,1.0,21047,2017,20
2821,1.0,21049,2010,151
2822,1.0,21049,2011,169
2823,1.0,21049,2012,50
2824,1.0,21049,2013,77
2825,1.0,21049,2014,111
2826,1.0,21049,2015,65
2827,1.0,21049,2016,78
2828,1.0,21049,2017,39
2829,1.0,21051,2010,79
2830,1.0,21051,2011,156
2831,1.0,21051,2012,93
2832,1.0,21051,2013,109
2833,1.0,21051,2014,70
2834,1.0,21051,2015,61
2835,1.0,21051,2016,60
2836,1.0,21051,2017,3
2837,1.0,21053,2010,23
2838,1.0,21053,2011,5
2839,1.0,21053,2012,6
2840,1.0,21053,2013,10
2841,1.0,21053,2014,25
2842,1.0,21053,2015,20
2843,1.0,21053,2016,21
2844,1.0,21053,2017,16
2845,1.0,21055,2010,10
2846,1.0,21055,2011,7
2847,1.0,21055,2012,9
2848,1.0,21055,2013,12
2849,1.0,21055,2014,11
2850,1.0,21055,2015,4
2851,1.0,21055,2016,9
2852,1.0,21057,2010,7
2853,1.0,21057,2011,8
2854,1.0,21057,2012,1
2855,1.0,21057,2013,7
2856,1.0,21057,2014,13
2857,1.0,21057,2015,5
2858,1.0,21057,2016,20
2859,1.0,21057,2017,9
2860,1.0,21059,2010,37
2861,1.0,21059,2011,54
2862,1.0,21059,2012,39
2863,1.0,21059,2013,47
2864,1.0,21059,2014,51
2865,1.0,21059,2015,43
2866,1.0,21059,2016,35
2867,1.0,21059,2017,14
2868,1.0,21061,2010,9
2869,1.0,21061,2011,26
2870,1.0,21061,2012,14
2871,1.0,21061,2013,12
2872,1.0,21061,2014,3
2873,1.0,21061,2015,9
2874,1.0,21061,2016,8
2875,1.0,21061,2017,16
2876,1.0,21063,2010,85
2877,1.0,21063,2011,45
2878,1.0,21063,2012,9
2879,1.0,21063,2013,4
2880,1.0,21063,2014,33
2881,1.0,21063,2015,7
2882,1.0,21063,2016,7
2883,1.0,21063,2017,3
2884,1.0,21065,2010,39
2885,1.0,21065,2011,10
2886,1.0,21065,2012,44
2887,1.0,21065,2013,4
2888,1.0,21065,2014,57
2889,1.0,21065,2015,11
2890,1.0,21065,2016,32
2891,1.0,21065,2017,24
2892,1.0,21067,2010,476
2893,1.0,21067,2011,399
2894,1.0,21067,2012,408
2895,1.0,21067,2013,406
2896,1.0,21067,2014,208
2897,1.0,21067,2015,192
2898,1.0,21067,2016,81
2899,1.0,21067,2017,93
2900,1.0,21069,2010,46
2901,1.0,21069,2011,39
2902,1.0,21069,2012,42
2903,1.0,21069,2013,12
2904,1.0,21069,2014,8
2905,1.0,21069,2015,29
2906,1.0,21069,2016,13
2907,1.0,21069,2017,25
2908,1.0,21071,2010,167
2909,1.0,21071,2011,143
2910,1.0,21071,2012,65
2911,1.0,21071,2013,64
2912,1.0,21071,2014,93
2913,1.0,21071,2015,156
2914,1.0,21071,2016,154
2915,1.0,21071,2017,139
2916,1.0,21073,2010,87
2917,1.0,21073,2011,104
2918,1.0,21073,2012,99
2919,1.0,21073,2013,117
2920,1.0,21073,2014,38
2921,1.0,21073,2015,51
2922,1.0,21073,2016,51
2923,1.0,21073,2017,25
2924,1.0,21075,2010,21
2925,1.0,21075,2011,11
2926,1.0,21075,2012,16
2927,1.0,21075,2013,3
2928,1.0,21075,2014,11
2929,1.0,21075,2015,8
2930,1.0,21075,2016,6
2931,1.0,21075,2017,12
2932,1.0,21077,2010,7
2933,1.0,21077,2011,9
2934,1.0,21077,2012,21
2935,1.0,21077,2013,10
2936,1.0,21077,2014,8
2937,1.0,21077,2015,7
2938,1.0,21077,2016,1
2939,1.0,21077,2017,1
2940,1.0,21079,2010,25
2941,1.0,21079,2011,30
2942,1.0,21079,2012,25
2943,1.0,21079,2013,10
2944,1.0,21079,2014,14
2945,1.0,21079,2015,5
2946,1.0,21079,2016,2
2947,1.0,21079,2017,5
2948,1.0,21081,2010,34
2949,1.0,21081,2011,27
2950,1.0,21081,2012,43
2951,1.0,21081,2013,16
2952,1.0,21081,2014,39
2953,1.0,21081,2015,23
2954,1.0,21081,2016,28
2955,1.0,21081,2017,14
2956,1.0,21083,2010,14
2957,1.0,21083,2011,45
2958,1.0,21083,2012,36
2959,1.0,21083,2013,35
2960,1.0,21083,2014,41
2961,1.0,21083,2015,39
2962,1.0,21083,2016,29
2963,1.0,21083,2017,23
2964,1.0,21085,2010,46
2965,1.0,21085,2011,31
2966,1.0,21085,2012,31
2967,1.0,21085,2013,23
2968,1.0,21085,2014,33
2969,1.0,21085,2015,20
2970,1.0,21085,2016,7
2971,1.0,21085,2017,6
2972,1.0,21087,2010,8
2973,1.0,21087,2011,7
2974,1.0,21087,2012,10
2975,1.0,21087,2013,12
2976,1.0,21087,2014,1
2977,1.0,21087,2015,1
2978,1.0,21087,2016,1
2979,1.0,21087,2017,8
2980,1.0,21089,2010,71
2981,1.0,21089,2011,65
2982,1.0,21089,2012,99
2983,1.0,21089,2013,74
2984,1.0,21089,2014,52
2985,1.0,21089,2015,50
2986,1.0,21089,2016,41
2987,1.0,21089,2017,20
2988,1.0,21091,2014,1
2989,1.0,21091,2017,3
2990,1.0,21093,2010,48
2991,1.0,21093,2011,106
2992,1.0,21093,2012,97
2993,1.0,21093,2013,43
2994,1.0,21093,2014,62
2995,1.0,21093,2015,43
2996,1.0,21093,2016,30
2997,1.0,21093,2017,27
2998,1.0,21095,2010,272
2999,1.0,21095,2011,296
3000,1.0,21095,2012,421
3001,1.0,21095,2013,216
3002,1.0,21095,2014,252
3003,1.0,21095,2015,187
3004,1.0,21095,2016,155
3005,1.0,21095,2017,84
3006,1.0,21097,2010,60
3007,1.0,21097,2011,19
3008,1.0,21097,2012,45
3009,1.0,21097,2013,62
3010,1.0,21097,2014,27
3011,1.0,21097,2015,19
3012,1.0,21097,2016,12
3013,1.0,21097,2017,14
3014,1.0,21099,2010,2
3015,1.0,21099,2011,15
3016,1.0,21099,2012,12
3017,1.0,21099,2013,4
3018,1.0,21099,2014,9
3019,1.0,21099,2015,2
3020,1.0,21099,2016,8
3021,1.0,21099,2017,3
3022,1.0,21101,2010,8
3023,1.0,21101,2011,8
3024,1.0,21101,2012,3
3025,1.0,21101,2013,11
3026,1.0,21101,2014,11
3027,1.0,21101,2015,10
3028,1.0,21101,2016,19
3029,1.0,21101,2017,9
3030,1.0,21103,2010,10
3031,1.0,21103,2011,5
3032,1.0,21103,2012,7
3033,1.0,21103,2013,10
3034,1.0,21103,2014,9
3035,1.0,21103,2015,10
3036,1.0,21103,2016,11
3037,1.0,21103,2017,8
3038,1.0,21105,2011,2
3039,1.0,21105,2012,1
3040,1.0,21105,2013,4
3041,1.0,21105,2014,2
3042,1.0,21105,2015,1
3043,1.0,21105,2016,1
3044,1.0,21107,2010,69
3045,1.0,21107,2011,72
3046,1.0,21107,2012,66
3047,1.0,21107,2013,92
3048,1.0,21107,2014,59
3049,1.0,21107,2015,51
3050,1.0,21107,2016,27
3051,1.0,21107,2017,32
3052,1.0,21109,2010,47
3053,1.0,21109,2011,105
3054,1.0,21109,2012,60
3055,1.0,21109,2013,13
3056,1.0,21109,2014,40
3057,1.0,21109,2015,8
3058,1.0,21109,2016,31
3059,1.0,21109,2017,17
3060,1.0,21111,2010,1049
3061,1.0,21111,2011,1441
3062,1.0,21111,2012,994
3063,1.0,21111,2013,703
3064,1.0,21111,2014,490
3065,1.0,21111,2015,288
3066,1.0,21111,2016,241
3067,1.0,21111,2017,245
3068,1.0,21113,2010,190
3069,1.0,21113,2011,222
3070,1.0,21113,2012,115
3071,1.0,21113,2013,80
3072,1.0,21113,2014,144
3073,1.0,21113,2015,51
3074,1.0,21113,2016,60
3075,1.0,21113,2017,25
3076,1.0,21115,2010,138
3077,1.0,21115,2011,103
3078,1.0,21115,2012,66
3079,1.0,21115,2013,88
3080,1.0,21115,2014,69
3081,1.0,21115,2015,89
3082,1.0,21115,2016,19
3083,1.0,21115,2017,32
3084,1.0,21117,2010,265
3085,1.0,21117,2011,179
3086,1.0,21117,2012,132
3087,1.0,21117,2013,145
3088,1.0,21117,2014,124
3089,1.0,21117,2015,100
3090,1.0,21117,2016,93
3091,1.0,21117,2017,101
3092,1.0,21119,2010,148
3093,1.0,21119,2011,49
3094,1.0,21119,2012,71
3095,1.0,21119,2013,57
3096,1.0,21119,2014,24
3097,1.0,21119,2015,16
3098,1.0,21119,2016,93
3099,1.0,21119,2017,38
3100,1.0,21121,2010,207
3101,1.0,21121,2011,115
3102,1.0,21121,2012,152
3103,1.0,21121,2013,138
3104,1.0,21121,2014,134
3105,1.0,21121,2015,206
3106,1.0,21121,2016,97
3107,1.0,21121,2017,87
3108,1.0,21123,2010,7
3109,1.0,21123,2011,3
3110,1.0,21123,2012,1
3111,1.0,21123,2014,2
3112,1.0,21123,2015,2
3113,1.0,21123,2016,5
3114,1.0,21123,2017,3
3115,1.0,21125,2010,213
3116,1.0,21125,2011,318
3117,1.0,21125,2012,164
3118,1.0,21125,2013,222
3119,1.0,21125,2014,232
3120,1.0,21125,2015,92
3121,1.0,21125,2016,93
3122,1.0,21125,2017,142
3123,1.0,21127,2010,65
3124,1.0,21127,2011,21
3125,1.0,21127,2012,22
3126,1.0,21127,2013,28
3127,1.0,21127,2014,9
3128,1.0,21127,2015,21
3129,1.0,21127,2016,26
3130,1.0,21127,2017,12
3131,1.0,21129,2010,25
3132,1.0,21129,2011,89
3133,1.0,21129,2012,57
3134,1.0,21129,2013,40
3135,1.0,21129,2014,20
3136,1.0,21129,2015,16
3137,1.0,21129,2016,12
3138,1.0,21129,2017,12
3139,1.0,21131,2010,47
3140,1.0,21131,2011,33
3141,1.0,21131,2012,48
3142,1.0,21131,2013,38
3143,1.0,21131,2014,19
3144,1.0,21131,2015,8
3145,1.0,21131,2016,13
3146,1.0,21131,2017,6
3147,1.0,21133,2010,151
3148,1.0,21133,2011,140
3149,1.0,21133,2012,51
3150,1.0,21133,2013,41
3151,1.0,21133,2014,42
3152,1.0,21133,2015,38
3153,1.0,21133,2016,39
3154,1.0,21133,2017,16
3155,1.0,21135,2010,38
3156,1.0,21135,2011,41
3157,1.0,21135,2012,27
3158,1.0,21135,2013,35
3159,1.0,21135,2014,32
3160,1.0,21135,2015,49
3161,1.0,21135,2016,4
3162,1.0,21135,2017,44
3163,1.0,21137,2010,12
3164,1.0,21137,2011,31
3165,1.0,21137,2012,14
3166,1.0,21137,2013,22
3167,1.0,21137,2014,20
3168,1.0,21137,2015,10
3169,1.0,21137,2016,5
3170,1.0,21137,2017,2
3171,1.0,21139,2010,4
3172,1.0,21139,2011,3
3173,1.0,21139,2012,6
3174,1.0,21139,2013,11
3175,1.0,21139,2014,5
3176,1.0,21139,2015,2
3177,1.0,21139,2016,7
3178,1.0,21139,2017,2
3179,1.0,21141,2010,6
3180,1.0,21141,2011,17
3181,1.0,21141,2012,20
3182,1.0,21141,2013,18
3183,1.0,21141,2014,27
3184,1.0,21141,2015,22
3185,1.0,21141,2016,31
3186,1.0,21141,2017,29
3187,1.0,21143,2010,13
3188,1.0,21143,2011,5
3189,1.0,21143,2012,8
3190,1.0,21143,2013,18
3191,1.0,21143,2014,22
3192,1.0,21143,2015,32
3193,1.0,21143,2016,32
3194,1.0,21143,2017,25
3195,1.0,21145,2010,44
3196,1.0,21145,2011,41
3197,1.0,21145,2012,55
3198,1.0,21145,2013,54
3199,1.0,21145,2014,69
3200,1.0,21145,2015,47
3201,1.0,21145,2016,26
3202,1.0,21145,2017,30
3203,1.0,21147,2010,57
3204,1.0,21147,2011,36
3205,1.0,21147,2012,42
3206,1.0,21147,2013,70
3207,1.0,21147,2014,80
3208,1.0,21147,2015,27
3209,1.0,21147,2016,21
3210,1.0,21147,2017,38
3211,1.0,21149,2010,8
3212,1.0,21149,2011,4
3213,1.0,21149,2013,1
3214,1.0,21149,2014,2
3215,1.0,21149,2015,3
3216,1.0,21149,2016,2
3217,1.0,21149,2017,3
3218,1.0,21151,2010,242
3219,1.0,21151,2011,142
3220,1.0,21151,2012,302
3221,1.0,21151,2013,294
3222,1.0,21151,2014,233
3223,1.0,21151,2015,159
3224,1.0,21151,2016,98
3225,1.0,21151,2017,103
3226,1.0,21153,2010,41
3227,1.0,21153,2011,56
3228,1.0,21153,2012,30
3229,1.0,21153,2013,77
3230,1.0,21153,2014,14
3231,1.0,21153,2015,27
3232,1.0,21153,2016,6
3233,1.0,21153,2017,23
3234,1.0,21155,2010,24
3235,1.0,21155,2011,18
3236,1.0,21155,2012,25
3237,1.0,21155,2013,11
3238,1.0,21155,2014,15
3239,1.0,21155,2015,24
3240,1.0,21155,2016,30
3241,1.0,21155,2017,32
3242,1.0,21157,2010,11
