Tag,FIPS,YYYY,DrugReports
0.0,39143,2017,9
0.0,39145,2010,2
0.0,39145,2011,2
0.0,39145,2012,1
0.0,39145,2014,3
0.0,39145,2015,4
0.0,39145,2016,6
0.0,39145,2017,10
0.0,39147,2010,2
0.0,39147,2011,1
0.0,39147,2012,2
0.0,39147,2013,2
0.0,39147,2014,2
0.0,39147,2015,5
0.0,39147,2016,6
0.0,39147,2017,8
0.0,39149,2010,2
0.0,39149,2011,3
0.0,39149,2012,1
0.0,39149,2013,1
0.0,39149,2014,4
0.0,39149,2015,2
0.0,39149,2016,6
0.0,39149,2017,5
0.0,39151,2010,5
0.0,39151,2011,3
0.0,39151,2012,2
0.0,39151,2014,5
0.0,39151,2015,4
0.0,39151,2016,7
0.0,39151,2017,11
0.0,39153,2010,5
0.0,39153,2011,4
0.0,39153,2012,2
0.0,39153,2013,3
0.0,39153,2014,4
0.0,39153,2015,4
0.0,39153,2016,9
0.0,39153,2017,18
0.0,39155,2010,3
0.0,39155,2011,3
0.0,39155,2012,2
0.0,39155,2013,2
0.0,39155,2014,4
0.0,39155,2015,4
0.0,39155,2016,7
0.0,39155,2017,12
0.0,39157,2010,3
0.0,39157,2011,1
0.0,39157,2012,1
0.0,39157,2014,3
0.0,39157,2015,3
0.0,39157,2016,5
0.0,39157,2017,7
0.0,39159,2010,3
0.0,39159,2012,2
0.0,39159,2014,2
0.0,39159,2015,2
0.0,39159,2016,2
0.0,39159,2017,9
0.0,39161,2010,2
0.0,39161,2011,1
0.0,39161,2012,2
0.0,39161,2014,1
0.0,39161,2015,1
0.0,39161,2016,5
0.0,39161,2017,8
0.0,39163,2011,1
0.0,39163,2012,1
0.0,39163,2013,2
0.0,39163,2014,1
0.0,39163,2015,1
0.0,39163,2016,1
0.0,39163,2017,2
0.0,39165,2010,3
0.0,39165,2011,3
0.0,39165,2012,4
0.0,39165,2013,3
0.0,39165,2014,3
0.0,39165,2015,4
0.0,39165,2016,6
0.0,39165,2017,15
0.0,39167,2010,3
0.0,39167,2011,3
0.0,39167,2012,1
0.0,39167,2013,2
0.0,39167,2014,3
0.0,39167,2015,3
0.0,39167,2016,3
0.0,39167,2017,7
0.0,39169,2010,2
0.0,39169,2011,4
0.0,39169,2012,1
0.0,39169,2013,1
0.0,39169,2014,3
0.0,39169,2015,3
0.0,39169,2016,6
0.0,39169,2017,11
0.0,39171,2011,1
0.0,39171,2012,1
0.0,39171,2015,1
0.0,39171,2016,1
0.0,39173,2010,2
0.0,39173,2011,2
0.0,39173,2012,1
0.0,39173,2013,1
0.0,39173,2014,2
0.0,39173,2015,6
0.0,39173,2016,7
0.0,39173,2017,9
0.0,39175,2010,1
0.0,39175,2014,2
0.0,39175,2015,3
0.0,39175,2016,1
0.0,39175,2017,5
0.0,42001,2010,2
0.0,42001,2011,3
0.0,42001,2012,1
0.0,42001,2013,2
0.0,42001,2014,2
0.0,42001,2015,3
0.0,42001,2016,5
0.0,42001,2017,6
0.0,42003,2010,6
0.0,42003,2011,4
0.0,42003,2012,5
0.0,42003,2013,4
0.0,42003,2014,5
0.0,42003,2015,6
0.0,42003,2016,15
0.0,42003,2017,18
0.0,42005,2010,2
0.0,42005,2011,2
0.0,42005,2012,1
0.0,42005,2013,1
0.0,42005,2014,1
0.0,42005,2015,3
0.0,42005,2016,2
0.0,42005,2017,8
0.0,42007,2010,2
0.0,42007,2011,1
0.0,42007,2012,3
0.0,42007,2013,1
0.0,42007,2014,3
0.0,42007,2015,5
0.0,42007,2016,6
0.0,42007,2017,11
0.0,42009,2013,3
0.0,42009,2015,3
0.0,42009,2016,1
0.0,42009,2017,2
0.0,42011,2010,1
0.0,42011,2011,3
0.0,42011,2012,3
0.0,42011,2013,3
0.0,42011,2014,3
0.0,42011,2015,3
0.0,42011,2016,8
0.0,42011,2017,8
0.0,42013,2010,3
0.0,42013,2011,3
0.0,42013,2012,3
0.0,42013,2013,3
0.0,42013,2014,3
0.0,42013,2015,4
0.0,42013,2016,8
0.0,42013,2017,10
0.0,42015,2011,2
0.0,42015,2012,3
0.0,42015,2013,1
0.0,42015,2014,3
0.0,42015,2015,2
0.0,42015,2016,3
0.0,42015,2017,5
0.0,42017,2010,5
0.0,42017,2011,4
0.0,42017,2012,5
0.0,42017,2013,2
0.0,42017,2014,3
0.0,42017,2015,4
0.0,42017,2016,3
0.0,42017,2017,5
0.0,42019,2010,1
0.0,42019,2011,3
0.0,42019,2012,1
0.0,42019,2013,1
0.0,42019,2014,1
0.0,42019,2015,3
0.0,42019,2016,4
0.0,42019,2017,8
0.0,42021,2010,3
0.0,42021,2011,2
0.0,42021,2012,1
0.0,42021,2013,2
0.0,42021,2014,3
0.0,42021,2015,4
0.0,42021,2016,10
0.0,42021,2017,6
0.0,42023,2013,1
0.0,42025,2010,2
0.0,42025,2011,2
0.0,42025,2012,1
0.0,42025,2013,1
0.0,42025,2014,1
0.0,42025,2015,2
0.0,42025,2016,4
0.0,42025,2017,4
0.0,42027,2010,1
0.0,42027,2011,3
0.0,42027,2012,1
0.0,42027,2013,2
0.0,42027,2015,3
0.0,42027,2016,4
0.0,42027,2017,7
0.0,42029,2010,1
0.0,42029,2011,2
0.0,42029,2012,4
0.0,42029,2013,3
0.0,42029,2014,3
0.0,42029,2015,5
0.0,42029,2016,6
0.0,42029,2017,12
0.0,42031,2011,1
0.0,42031,2012,1
0.0,42031,2015,1
0.0,42031,2016,1
0.0,42031,2017,4
0.0,42033,2010,3
0.0,42033,2012,3
0.0,42033,2013,1
0.0,42033,2014,1
0.0,42033,2015,2
0.0,42033,2016,1
0.0,42033,2017,4
0.0,42035,2010,2
0.0,42035,2011,1
0.0,42035,2012,1
0.0,42035,2013,1
0.0,42035,2014,2
0.0,42035,2015,1
0.0,42035,2016,5
0.0,42035,2017,1
0.0,42037,2010,1
0.0,42037,2011,1
0.0,42037,2012,1
0.0,42037,2013,2
0.0,42037,2014,3
0.0,42037,2015,3
0.0,42037,2016,1
0.0,42037,2017,3
0.0,42039,2010,5
0.0,42039,2011,3
0.0,42039,2012,2
0.0,42039,2013,4
0.0,42039,2014,2
0.0,42039,2015,3
0.0,42039,2016,4
0.0,42039,2017,4
0.0,42041,2010,1
0.0,42041,2011,1
0.0,42041,2012,1
0.0,42041,2014,1
0.0,42041,2015,1
0.0,42041,2016,2
0.0,42041,2017,2
0.0,42043,2010,2
0.0,42043,2011,3
0.0,42043,2012,5
0.0,42043,2013,3
0.0,42043,2014,4
0.0,42043,2015,5
0.0,42043,2016,6
0.0,42043,2017,11
0.0,42045,2010,6
0.0,42045,2011,6
0.0,42045,2012,4
0.0,42045,2013,5
0.0,42045,2014,4
0.0,42045,2015,6
0.0,42045,2016,7
0.0,42045,2017,15
0.0,42047,2010,1
0.0,42047,2013,2
0.0,42047,2014,1
0.0,42047,2016,2
0.0,42047,2017,4
0.0,42049,2010,3
0.0,42049,2011,3
0.0,42049,2012,3
0.0,42049,2013,3
0.0,42049,2014,3
0.0,42049,2015,3
0.0,42049,2016,5
0.0,42049,2017,12
0.0,42051,2010,4
0.0,42051,2011,3
0.0,42051,2012,3
0.0,42051,2013,2
0.0,42051,2014,2
0.0,42051,2015,3
0.0,42051,2016,6
0.0,42051,2017,12
0.0,42053,2011,1
0.0,42053,2017,1
0.0,42055,2010,2
0.0,42055,2011,4
0.0,42055,2012,3
0.0,42055,2013,4
0.0,42055,2014,3
0.0,42055,2015,4
0.0,42055,2016,7
0.0,42055,2017,6
0.0,42057,2010,1
0.0,42057,2013,1
0.0,42057,2015,1
0.0,42057,2017,1
0.0,42059,2010,1
0.0,42059,2013,1
0.0,42059,2014,1
0.0,42059,2015,2
0.0,42059,2016,2
0.0,42059,2017,3
0.0,42061,2011,1
0.0,42061,2015,2
0.0,42061,2016,1
0.0,42061,2017,6
0.0,42063,2011,3
0.0,42063,2012,1
0.0,42063,2014,1
0.0,42063,2015,1
0.0,42063,2016,3
0.0,42063,2017,8
0.0,42065,2010,1
0.0,42065,2011,2
0.0,42065,2012,3
0.0,42065,2013,1
0.0,42065,2014,1
0.0,42065,2015,1
0.0,42065,2016,1
0.0,42065,2017,5
0.0,42067,2011,1
0.0,42067,2012,1
0.0,42067,2013,2
0.0,42067,2017,5
0.0,42069,2010,3
0.0,42069,2011,3
0.0,42069,2013,2
0.0,42069,2014,3
0.0,42069,2015,4
0.0,42069,2016,7
0.0,42069,2017,7
0.0,42071,2010,3
0.0,42071,2011,2
0.0,42071,2012,3
0.0,42071,2013,3
0.0,42071,2014,3
0.0,42071,2015,5
0.0,42071,2016,6
0.0,42071,2017,14
0.0,42073,2010,2
0.0,42073,2011,3
0.0,42073,2012,2
0.0,42073,2013,3
0.0,42073,2014,2
0.0,42073,2015,4
0.0,42073,2016,2
0.0,42073,2017,5
0.0,42075,2010,1
0.0,42075,2011,2
0.0,42075,2012,2
0.0,42075,2013,3
0.0,42075,2014,3
0.0,42075,2015,4
0.0,42075,2016,6
0.0,42075,2017,12
0.0,42077,2010,2
0.0,42077,2011,3
0.0,42077,2012,2
0.0,42077,2013,3
0.0,42077,2014,3
0.0,42077,2015,3
0.0,42077,2016,5
0.0,42077,2017,6
0.0,42079,2010,3
0.0,42079,2011,4
0.0,42079,2012,2
0.0,42079,2013,3
0.0,42079,2014,3
0.0,42079,2015,4
0.0,42079,2016,11
0.0,42079,2017,15
0.0,42081,2010,2
0.0,42081,2011,3
0.0,42081,2012,1
0.0,42081,2013,3
0.0,42081,2014,3
0.0,42081,2015,2
0.0,42081,2016,6
0.0,42081,2017,9
0.0,42083,2010,3
0.0,42083,2011,2
0.0,42083,2012,1
0.0,42083,2013,2
0.0,42083,2014,2
0.0,42083,2015,3
0.0,42083,2016,6
0.0,42083,2017,1
0.0,42085,2010,1
0.0,42085,2011,2
0.0,42085,2012,2
0.0,42085,2013,5
0.0,42085,2014,4
0.0,42085,2015,4
0.0,42085,2016,3
0.0,42085,2017,7
0.0,42087,2010,1
0.0,42087,2011,1
0.0,42087,2012,2
0.0,42087,2013,2
0.0,42087,2014,1
0.0,42087,2015,2
0.0,42087,2016,2
0.0,42087,2017,4
0.0,42089,2010,3
0.0,42089,2011,2
0.0,42089,2012,3
0.0,42089,2013,2
0.0,42089,2014,4
0.0,42089,2015,4
0.0,42089,2016,4
0.0,42089,2017,5
0.0,42091,2010,2
0.0,42091,2011,2
0.0,42091,2012,2
0.0,42091,2013,3
0.0,42091,2015,2
0.0,42091,2016,1
0.0,42091,2017,3
0.0,42093,2010,1
0.0,42093,2013,1
0.0,42093,2016,2
0.0,42093,2017,2
0.0,42095,2010,1
0.0,42095,2011,2
0.0,42095,2012,2
0.0,42095,2013,1
0.0,42095,2015,3
0.0,42095,2016,5
0.0,42095,2017,5
0.0,42097,2010,2
0.0,42097,2011,2
0.0,42097,2012,4
0.0,42097,2013,2
0.0,42097,2014,2
0.0,42097,2015,4
0.0,42097,2016,2
0.0,42097,2017,4
0.0,42099,2010,1
0.0,42099,2011,2
0.0,42099,2012,1
0.0,42099,2013,2
0.0,42099,2014,1
0.0,42099,2015,2
0.0,42099,2016,6
0.0,42099,2017,2
0.0,42101,2010,5
0.0,42101,2011,6
0.0,42101,2012,3
0.0,42101,2013,5
0.0,42101,2014,7
0.0,42101,2015,3
0.0,42101,2016,11
0.0,42101,2017,14
0.0,42103,2010,1
0.0,42103,2011,1
0.0,42103,2013,1
0.0,42103,2016,1
0.0,42103,2017,3
0.0,42105,2010,3
0.0,42105,2011,1
0.0,42105,2012,1
0.0,42105,2013,2
0.0,42105,2014,1
0.0,42105,2015,1
0.0,42105,2016,1
0.0,42105,2017,3
0.0,42107,2010,4
0.0,42107,2011,3
0.0,42107,2012,4
0.0,42107,2013,3
0.0,42107,2014,3
0.0,42107,2015,6
0.0,42107,2016,9
0.0,42107,2017,7
0.0,42109,2010,1
0.0,42109,2011,1
0.0,42109,2013,2
0.0,42109,2014,1
0.0,42109,2015,1
0.0,42109,2016,3
0.0,42109,2017,5
0.0,42111,2010,1
0.0,42111,2011,2
0.0,42111,2013,2
0.0,42111,2014,1
0.0,42111,2015,2
0.0,42111,2016,2
0.0,42111,2017,5
0.0,42113,2010,1
0.0,42115,2010,1
0.0,42115,2012,1
0.0,42115,2013,2
0.0,42115,2014,3
0.0,42115,2015,1
0.0,42115,2016,2
0.0,42115,2017,3
0.0,42117,2011,2
0.0,42117,2012,1
0.0,42117,2013,1
0.0,42117,2014,1
0.0,42117,2015,1
0.0,42117,2016,2
0.0,42117,2017,2
0.0,42119,2010,1
0.0,42119,2011,2
0.0,42119,2013,1
0.0,42119,2014,1
0.0,42119,2016,1
0.0,42119,2017,3
0.0,42121,2010,3
0.0,42121,2011,1
0.0,42121,2012,1
0.0,42121,2013,2
0.0,42121,2014,1
0.0,42121,2015,2
0.0,42121,2016,4
0.0,42121,2017,5
0.0,42123,2010,2
0.0,42123,2012,3
0.0,42123,2014,1
0.0,42123,2015,1
0.0,42123,2017,1
0.0,42125,2010,3
0.0,42125,2011,3
0.0,42125,2012,2
0.0,42125,2013,3
0.0,42125,2014,3
0.0,42125,2015,4
0.0,42125,2016,4
0.0,42125,2017,12
0.0,42127,2010,1
0.0,42127,2011,2
0.0,42127,2012,1
0.0,42127,2014,1
0.0,42127,2015,1
0.0,42127,2016,3
0.0,42127,2017,2
0.0,42129,2010,5
0.0,42129,2011,5
0.0,42129,2012,3
0.0,42129,2013,4
0.0,42129,2014,4
0.0,42129,2015,3
0.0,42129,2016,8
0.0,42129,2017,9
0.0,42131,2010,1
0.0,42131,2011,2
0.0,42131,2012,3
0.0,42131,2013,2
0.0,42131,2014,2
0.0,42131,2015,2
0.0,42131,2016,3
0.0,42131,2017,4
0.0,42133,2010,5
0.0,42133,2011,3
0.0,42133,2012,2
0.0,42133,2013,4
0.0,42133,2014,3
0.0,42133,2015,8
0.0,42133,2016,9
0.0,42133,2017,13
0.0,51001,2010,1
0.0,51001,2011,1
0.0,51001,2012,2
0.0,51001,2013,1
0.0,51001,2014,2
0.0,51001,2016,2
0.0,51001,2017,1
0.0,51003,2010,1
0.0,51003,2012,1
0.0,51003,2013,1
0.0,51003,2014,2
0.0,51003,2015,4
0.0,51003,2016,4
0.0,51003,2017,7
0.0,51005,2010,4
0.0,51005,2011,1
0.0,51005,2013,1
0.0,51005,2014,2
0.0,51005,2015,2
0.0,51005,2016,3
0.0,51005,2017,3
0.0,51007,2010,1
0.0,51007,2013,2
0.0,51007,2014,1
0.0,51007,2017,1
0.0,51009,2010,1
0.0,51009,2011,3
0.0,51009,2012,1
0.0,51009,2013,2
0.0,51009,2014,2
0.0,51009,2015,1
0.0,51009,2016,2
0.0,51009,2017,3
0.0,51011,2011,1
0.0,51011,2013,1
0.0,51011,2014,1
0.0,51011,2016,1
0.0,51011,2017,3
0.0,51013,2010,2
0.0,51013,2011,3
0.0,51013,2012,1
0.0,51013,2013,3
0.0,51013,2014,2
0.0,51013,2015,5
0.0,51013,2016,5
0.0,51013,2017,8
0.0,51015,2010,3
0.0,51015,2011,1
0.0,51015,2012,3
0.0,51015,2013,3
0.0,51015,2014,3
0.0,51015,2015,3
0.0,51015,2016,3
0.0,51015,2017,5
0.0,51017,2010,1
0.0,51017,2011,1
0.0,51017,2013,1
0.0,51017,2015,1
0.0,51017,2016,1
0.0,51019,2010,3
0.0,51019,2011,2
0.0,51019,2012,2
0.0,51019,2013,3
0.0,51019,2014,2
0.0,51019,2015,3
0.0,51019,2016,2
0.0,51019,2017,4
0.0,51021,2010,2
0.0,51021,2012,2
0.0,51021,2014,1
0.0,51023,2010,2
0.0,51023,2011,2
0.0,51023,2012,3
0.0,51023,2013,2
0.0,51023,2014,3
0.0,51023,2015,1
0.0,51023,2016,2
0.0,51023,2017,4
0.0,51025,2010,1
0.0,51025,2012,2
0.0,51025,2013,1
0.0,51025,2014,1
0.0,51025,2015,1
0.0,51025,2016,3
0.0,51027,2010,1
0.0,51027,2011,2
0.0,51027,2012,1
0.0,51027,2013,2
0.0,51027,2014,1
0.0,51027,2015,1
0.0,51027,2016,2
0.0,51027,2017,2
0.0,51029,2010,2
0.0,51029,2011,2
0.0,51029,2012,1
0.0,51029,2013,2
0.0,51029,2014,2
0.0,51029,2016,1
0.0,51029,2017,4
0.0,51031,2010,3
0.0,51031,2011,1
0.0,51031,2012,4
0.0,51031,2013,3
0.0,51031,2014,3
0.0,51031,2016,2
0.0,51031,2017,2
0.0,51033,2011,1
0.0,51033,2012,2
0.0,51033,2013,2
0.0,51033,2014,2
0.0,51033,2015,2
0.0,51033,2016,3
0.0,51033,2017,3
0.0,51035,2011,3
0.0,51035,2012,3
0.0,51035,2013,2
0.0,51035,2014,3
0.0,51035,2015,4
0.0,51035,2016,4
0.0,51035,2017,2
0.0,51037,2012,1
0.0,51037,2013,1
0.0,51037,2015,1
0.0,51037,2016,1
0.0,51037,2017,1
0.0,51041,2010,4
0.0,51041,2011,4
0.0,51041,2012,6
0.0,51041,2013,4
0.0,51041,2014,4
0.0,51041,2015,4
0.0,51041,2016,7
0.0,51041,2017,10
0.0,51043,2010,1
0.0,51043,2011,1
0.0,51043,2013,1
0.0,51043,2014,3
0.0,51043,2016,2
0.0,51043,2017,3
0.0,51045,2010,1
0.0,51045,2011,1
0.0,51045,2014,1
0.0,51045,2017,1
0.0,51047,2010,2
0.0,51047,2011,3
0.0,51047,2012,2
0.0,51047,2013,3
0.0,51047,2014,3
0.0,51047,2015,4
0.0,51047,2016,5
0.0,51047,2017,9
0.0,51049,2010,2
0.0,51049,2011,1
0.0,51049,2013,2
0.0,51049,2014,2
0.0,51049,2015,1
0.0,51049,2016,1
0.0,51049,2017,3
0.0,51051,2010,1
0.0,51051,2011,2
0.0,51051,2012,1
0.0,51051,2014,2
0.0,51051,2015,2
0.0,51051,2017,5
0.0,51053,2010,1
0.0,51053,2013,1
0.0,51053,2015,1
0.0,51053,2016,1
0.0,51057,2012,2
0.0,51057,2015,1
0.0,51057,2016,1
0.0,51057,2017,2
0.0,51059,2010,4
0.0,51059,2011,5
0.0,51059,2012,4
0.0,51059,2013,4
0.0,51059,2014,3
0.0,51059,2015,3
0.0,51059,2016,10
0.0,51059,2017,15
0.0,51061,2010,5
0.0,51061,2011,1
0.0,51061,2012,4
0.0,51061,2013,1
0.0,51061,2014,4
0.0,51061,2015,4
0.0,51061,2016,5
0.0,51061,2017,6
0.0,51063,2011,2
0.0,51063,2014,2
0.0,51063,2015,1
0.0,51063,2017,1
0.0,51065,2010,1
0.0,51065,2011,2
0.0,51065,2012,1
0.0,51065,2013,2
0.0,51065,2014,2
0.0,51065,2015,2
0.0,51065,2016,2
0.0,51065,2017,3
0.0,51067,2010,3
0.0,51067,2011,2
0.0,51067,2012,2
0.0,51067,2013,3
0.0,51067,2014,5
0.0,51067,2015,3
0.0,51067,2016,6
0.0,51067,2017,2
0.0,51069,2010,3
0.0,51069,2011,3
0.0,51069,2012,2
0.0,51069,2013,3
0.0,51069,2014,3
0.0,51069,2015,3
0.0,51069,2016,6
0.0,51069,2017,9
0.0,51071,2010,2
0.0,51071,2011,2
0.0,51071,2012,1
0.0,51071,2013,2
0.0,51071,2014,1
0.0,51071,2015,1
0.0,51071,2016,2
0.0,51071,2017,2
0.0,51073,2010,1
0.0,51073,2011,2
0.0,51073,2012,2
0.0,51073,2013,1
0.0,51073,2014,1
0.0,51073,2015,3
0.0,51073,2016,3
0.0,51073,2017,3
0.0,51075,2014,1
0.0,51075,2015,1
0.0,51075,2017,3
0.0,51077,2010,2
0.0,51077,2011,2
0.0,51077,2013,1
0.0,51077,2014,1
0.0,51077,2015,3
0.0,51077,2016,2
0.0,51077,2017,2
0.0,51079,2010,1
0.0,51079,2011,2
0.0,51079,2012,1
0.0,51079,2013,1
0.0,51079,2015,2
0.0,51079,2016,3
0.0,51079,2017,3
0.0,51081,2011,4
0.0,51081,2012,1
0.0,51081,2016,2
0.0,51081,2017,1
0.0,51083,2010,2
0.0,51083,2011,2
0.0,51083,2012,1
0.0,51083,2013,3
0.0,51083,2014,2
0.0,51083,2016,1
0.0,51083,2017,3
0.0,51085,2010,4
0.0,51085,2011,2
0.0,51085,2012,2
0.0,51085,2013,4
0.0,51085,2014,3
0.0,51085,2015,3
0.0,51085,2016,4
0.0,51085,2017,7
0.0,51087,2010,5
0.0,51087,2011,4
0.0,51087,2012,4
0.0,51087,2013,3
0.0,51087,2014,4
0.0,51087,2015,4
0.0,51087,2016,6
0.0,51087,2017,10
0.0,51089,2010,3
0.0,51089,2011,2
0.0,51089,2012,3
0.0,51089,2013,2
0.0,51089,2014,2
0.0,51089,2015,2
0.0,51089,2016,4
0.0,51089,2017,7
0.0,51093,2010,1
0.0,51093,2011,2
0.0,51093,2012,3
0.0,51093,2013,2
0.0,51093,2014,2
0.0,51093,2015,2
0.0,51093,2016,2
0.0,51093,2017,5
0.0,51095,2010,2
0.0,51095,2011,1
0.0,51095,2012,2
0.0,51095,2013,1
0.0,51095,2014,3
0.0,51095,2015,2
0.0,51095,2016,1
0.0,51095,2017,4
0.0,51097,2012,1
0.0,51097,2017,2
0.0,51099,2010,1
0.0,51099,2011,2
0.0,51099,2013,2
0.0,51099,2014,1
0.0,51099,2015,2
0.0,51099,2016,4
0.0,51099,2017,5
0.0,51101,2010,1
0.0,51101,2011,1
0.0,51101,2014,1
0.0,51101,2015,1
0.0,51101,2017,2
0.0,51103,2010,1
0.0,51103,2011,1
0.0,51103,2012,1
0.0,51103,2013,1
0.0,51103,2017,2
0.0,51105,2010,1
0.0,51105,2011,1
0.0,51105,2012,1
0.0,51105,2013,1
0.0,51105,2014,2
0.0,51105,2015,1
0.0,51105,2016,1
0.0,51105,2017,2
0.0,51107,2010,3
0.0,51107,2011,6
0.0,51107,2012,5
0.0,51107,2013,4
0.0,51107,2014,4
0.0,51107,2015,3
0.0,51107,2016,6
0.0,51107,2017,8
0.0,51109,2010,1
0.0,51109,2011,1
0.0,51109,2012,3
0.0,51109,2013,1
0.0,51109,2014,1
0.0,51109,2015,3
0.0,51109,2016,2
0.0,51109,2017,5
0.0,51111,2010,2
0.0,51111,2011,1
0.0,51111,2014,1
0.0,51111,2015,1
0.0,51113,2010,2
0.0,51113,2012,1
0.0,51113,2014,2
0.0,51113,2015,2
0.0,51113,2016,3
0.0,51113,2017,2
0.0,51115,2010,1
0.0,51115,2012,1
0.0,51115,2014,1
0.0,51115,2015,1
0.0,51115,2016,1
0.0,51117,2010,1
0.0,51117,2011,2
0.0,51117,2012,3
0.0,51117,2013,1
0.0,51117,2014,2
0.0,51117,2015,1
0.0,51117,2016,1
0.0,51117,2017,4
0.0,51119,2012,1
0.0,51119,2015,2
0.0,51119,2016,2
0.0,51119,2017,2
0.0,51121,2010,4
0.0,51121,2011,4
0.0,51121,2012,3
0.0,51121,2013,2
0.0,51121,2014,2
0.0,51121,2015,3
0.0,51121,2016,3
0.0,51121,2017,7
0.0,51125,2011,2
0.0,51125,2015,1
0.0,51125,2016,2
0.0,51125,2017,5
0.0,51127,2010,1
0.0,51127,2011,2
0.0,51127,2013,1
0.0,51127,2014,3
0.0,51127,2015,1
0.0,51127,2016,2
0.0,51127,2017,2
0.0,51131,2014,1
0.0,51131,2017,1
0.0,51133,2010,1
0.0,51133,2011,1
0.0,51133,2013,1
0.0,51133,2015,2
0.0,51133,2016,4
0.0,51135,2012,1
0.0,51135,2015,2
0.0,51135,2016,1
0.0,51137,2010,2
0.0,51137,2011,1
0.0,51137,2012,2
0.0,51137,2013,2
0.0,51137,2014,2
0.0,51137,2015,3
0.0,51137,2016,6
0.0,51137,2017,6
0.0,51139,2010,2
0.0,51139,2011,3
0.0,51139,2012,3
0.0,51139,2013,2
0.0,51139,2014,2
0.0,51139,2015,2
0.0,51139,2016,3
0.0,51139,2017,2
0.0,51141,2010,1
0.0,51141,2011,1
0.0,51141,2012,2
0.0,51141,2013,3
0.0,51141,2014,1
0.0,51141,2015,1
0.0,51141,2016,2
0.0,51141,2017,4
0.0,51143,2010,1
0.0,51143,2011,2
0.0,51143,2012,2
0.0,51143,2013,2
0.0,51143,2014,1
0.0,51143,2015,3
0.0,51143,2016,3
0.0,51143,2017,4
0.0,51145,2010,2
0.0,51145,2013,2
0.0,51145,2014,1
0.0,51145,2015,2
0.0,51145,2016,2
0.0,51145,2017,5
0.0,51147,2010,1
0.0,51147,2011,3
0.0,51147,2012,3
0.0,51147,2013,1
0.0,51147,2014,1
0.0,51147,2016,2
0.0,51147,2017,3
0.0,51149,2010,2
0.0,51149,2011,1
0.0,51149,2012,3
0.0,51149,2013,2
0.0,51149,2014,1
0.0,51149,2016,2
0.0,51149,2017,2
0.0,51153,2010,4
0.0,51153,2011,2
0.0,51153,2012,6
0.0,51153,2013,3
0.0,51153,2014,4
0.0,51153,2015,4
0.0,51153,2016,6
0.0,51153,2017,10
0.0,51155,2010,3
0.0,51155,2011,2
0.0,51155,2012,1
0.0,51155,2013,3
0.0,51155,2014,1
0.0,51155,2015,2
0.0,51155,2016,2
0.0,51155,2017,5
0.0,51157,2010,2
0.0,51157,2011,1
0.0,51157,2013,2
0.0,51157,2017,2
0.0,51163,2010,2
0.0,51163,2011,1
0.0,51163,2012,2
0.0,51163,2013,2
0.0,51163,2014,2
0.0,51163,2015,2
0.0,51163,2016,2
0.0,51163,2017,2
0.0,51165,2010,3
0.0,51165,2011,2
0.0,51165,2012,4
0.0,51165,2013,2
0.0,51165,2014,3
0.0,51165,2015,2
0.0,51165,2016,3
0.0,51165,2017,6
0.0,51167,2010,2
0.0,51167,2011,2
0.0,51167,2012,2
0.0,51167,2013,2
0.0,51167,2014,2
0.0,51167,2015,2
0.0,51167,2016,3
0.0,51167,2017,4
0.0,51169,2010,3
0.0,51169,2011,4
0.0,51169,2012,4
0.0,51169,2013,1
0.0,51169,2014,1
0.0,51169,2015,1
0.0,51169,2016,3
0.0,51169,2017,1
0.0,51171,2010,4
0.0,51171,2011,4
0.0,51171,2012,3
0.0,51171,2013,2
0.0,51171,2014,4
0.0,51171,2015,4
0.0,51171,2016,5
0.0,51171,2017,7
0.0,51173,2010,2
0.0,51173,2011,1
0.0,51173,2012,2
0.0,51173,2013,2
0.0,51173,2014,3
0.0,51173,2015,1
0.0,51173,2016,4
0.0,51173,2017,2
0.0,51175,2012,2
0.0,51175,2015,2
0.0,51175,2016,1
0.0,51175,2017,3
0.0,51177,2010,4
0.0,51177,2011,4
0.0,51177,2012,3
0.0,51177,2013,3
0.0,51177,2014,3
0.0,51177,2015,4
0.0,51177,2016,4
0.0,51177,2017,8
0.0,51179,2010,5
0.0,51179,2011,3
0.0,51179,2012,2
0.0,51179,2013,4
0.0,51179,2014,4
0.0,51179,2015,3
0.0,51179,2016,6
0.0,51179,2017,11
0.0,51181,2013,2
0.0,51181,2014,1
0.0,51183,2013,2
0.0,51183,2015,1
0.0,51183,2017,2
0.0,51185,2010,3
0.0,51185,2011,4
0.0,51185,2012,4
0.0,51185,2013,4
0.0,51185,2014,4
0.0,51185,2015,3
0.0,51185,2016,3
0.0,51185,2017,2
0.0,51187,2010,2
0.0,51187,2011,3
0.0,51187,2012,2
0.0,51187,2013,2
0.0,51187,2014,3
0.0,51187,2015,3
0.0,51187,2016,4
0.0,51187,2017,6
0.0,51191,2010,3
0.0,51191,2011,4
0.0,51191,2012,2
0.0,51191,2013,2
0.0,51191,2014,1
0.0,51191,2015,2
0.0,51191,2016,3
0.0,51191,2017,3
0.0,51193,2010,1
0.0,51193,2011,2
0.0,51193,2012,3
0.0,51193,2014,2
0.0,51193,2015,2
0.0,51193,2016,1
0.0,51193,2017,4
0.0,51195,2010,4
0.0,51195,2011,2
0.0,51195,2012,2
0.0,51195,2013,3
0.0,51195,2014,3
0.0,51195,2015,2
0.0,51195,2016,2
0.0,51195,2017,2
0.0,51197,2010,3
