,YYYY,DrugReports,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7
1473,2013,71,1,0,1,0,0,0,0,0,0,1,1,1,0
1474,2014,36,1,0,1,0,0,0,0,0,0,1,1,1,0
1475,2015,7,1,0,1,0,0,0,0,0,0,1,1,1,0
1476,2016,29,1,0,1,0,0,0,0,0,0,1,1,1,0
1477,2017,27,1,0,1,0,0,0,0,0,0,1,1,1,0
1478,2010,1,0,0,0,0,0,0,0,0,0,1,1,1,1
1479,2014,1,0,0,0,0,0,0,0,0,0,1,1,1,1
1480,2016,4,0,0,0,0,0,0,0,0,0,1,1,1,1
1481,2010,4,0,1,0,0,0,0,0,0,0,1,1,1,1
1482,2011,1,0,1,0,0,0,0,0,0,0,1,1,1,1
1483,2012,12,0,1,0,0,0,0,0,0,0,1,1,1,1
1484,2013,5,0,1,0,0,0,0,0,0,0,1,1,1,1
1485,2014,6,0,1,0,0,0,0,0,0,0,1,1,1,1
1486,2015,11,0,1,0,0,0,0,0,0,0,1,1,1,1
1487,2016,14,0,1,0,0,0,0,0,0,0,1,1,1,1
1488,2017,6,0,1,0,0,0,0,0,0,0,1,1,1,1
1489,2014,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1490,2015,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1491,2016,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1492,2010,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1493,2011,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1494,2012,4,0,0,0,0,1,0,0,0,0,1,1,1,1
1495,2013,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1496,2015,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1497,2016,1,0,0,0,0,1,0,0,0,0,1,1,1,1
1498,2017,5,0,0,0,0,1,0,0,0,0,1,1,1,1
1499,2010,8,0,1,0,0,1,0,0,0,0,1,1,1,1
1500,2011,7,0,1,0,0,1,0,0,0,0,1,1,1,1
1501,2012,16,0,1,0,0,1,0,0,0,0,1,1,1,1
1502,2013,13,0,1,0,0,1,0,0,0,0,1,1,1,1
1503,2014,11,0,1,0,0,1,0,0,0,0,1,1,1,1
1504,2015,16,0,1,0,0,1,0,0,0,0,1,1,1,1
1505,2016,25,0,1,0,0,1,0,0,0,0,1,1,1,1
1506,2017,7,0,1,0,0,1,0,0,0,0,1,1,1,1
1507,2011,11,1,0,0,0,1,0,0,0,0,1,1,1,1
1508,2012,26,1,0,0,0,1,0,0,0,0,1,1,1,1
1509,2013,33,1,0,0,0,1,0,0,0,0,1,1,1,1
1510,2014,25,1,0,0,0,1,0,0,0,0,1,1,1,1
1511,2015,21,1,0,0,0,1,0,0,0,0,1,1,1,1
1512,2016,12,1,0,0,0,1,0,0,0,0,1,1,1,1
1513,2017,54,1,0,0,0,1,0,0,0,0,1,1,1,1
1514,2011,3,0,0,0,1,0,0,0,0,0,1,1,1,1
1515,2012,2,0,0,0,1,0,0,0,0,0,1,1,1,1
1516,2015,1,0,0,0,1,0,0,0,0,0,1,1,1,1
1517,2016,2,0,0,0,1,0,0,0,0,0,1,1,1,1
1518,2017,11,0,0,0,1,0,0,0,0,0,1,1,1,1
1519,2010,17,0,1,0,1,0,0,0,0,0,1,1,1,1
1520,2011,35,0,1,0,1,0,0,0,0,0,1,1,1,1
1521,2012,23,0,1,0,1,0,0,0,0,0,1,1,1,1
1522,2013,19,0,1,0,1,0,0,0,0,0,1,1,1,1
1523,2014,20,0,1,0,1,0,0,0,0,0,1,1,1,1
1524,2015,11,0,1,0,1,0,0,0,0,0,1,1,1,1
1525,2016,6,0,1,0,1,0,0,0,0,0,1,1,1,1
1526,2017,7,0,1,0,1,0,0,0,0,0,1,1,1,1
1527,2010,35,1,0,0,1,0,0,0,0,0,1,1,1,1
1528,2011,33,1,0,0,1,0,0,0,0,0,1,1,1,1
1529,2012,14,1,0,0,1,0,0,0,0,0,1,1,1,1
1530,2013,32,1,0,0,1,0,0,0,0,0,1,1,1,1
1531,2014,19,1,0,0,1,0,0,0,0,0,1,1,1,1
1532,2015,13,1,0,0,1,0,0,0,0,0,1,1,1,1
1533,2016,11,1,0,0,1,0,0,0,0,0,1,1,1,1
1534,2017,12,1,0,0,1,0,0,0,0,0,1,1,1,1
1535,2010,5,0,0,0,1,1,0,0,0,0,1,1,1,1
1536,2011,1,0,0,0,1,1,0,0,0,0,1,1,1,1
1537,2012,5,0,0,0,1,1,0,0,0,0,1,1,1,1
1538,2013,4,0,0,0,1,1,0,0,0,0,1,1,1,1
1539,2014,3,0,0,0,1,1,0,0,0,0,1,1,1,1
1540,2016,2,0,0,0,1,1,0,0,0,0,1,1,1,1
1541,2017,8,0,0,0,1,1,0,0,0,0,1,1,1,1
1542,2010,13,0,1,0,1,1,0,0,0,0,1,1,1,1
1543,2011,21,0,1,0,1,1,0,0,0,0,1,1,1,1
1544,2012,45,0,1,0,1,1,0,0,0,0,1,1,1,1
1545,2013,29,0,1,0,1,1,0,0,0,0,1,1,1,1
1546,2014,34,0,1,0,1,1,0,0,0,0,1,1,1,1
1547,2015,8,0,1,0,1,1,0,0,0,0,1,1,1,1
1548,2016,34,0,1,0,1,1,0,0,0,0,1,1,1,1
1549,2017,18,0,1,0,1,1,0,0,0,0,1,1,1,1
1550,2012,1,1,0,0,1,1,0,0,0,0,1,1,1,1
1551,2013,8,1,0,0,1,1,0,0,0,0,1,1,1,1
1552,2014,18,1,0,0,1,1,0,0,0,0,1,1,1,1
1553,2015,11,1,0,0,1,1,0,0,0,0,1,1,1,1
1554,2016,11,1,0,0,1,1,0,0,0,0,1,1,1,1
1555,2017,11,1,0,0,1,1,0,0,0,0,1,1,1,1
1556,2010,2,0,0,1,0,0,0,0,0,0,1,1,1,1
1557,2012,2,0,0,1,0,0,0,0,0,0,1,1,1,1
1558,2015,3,0,0,1,0,0,0,0,0,0,1,1,1,1
1559,2010,11,0,1,1,0,0,0,0,0,0,1,1,1,1
1560,2011,24,0,1,1,0,0,0,0,0,0,1,1,1,1
1561,2012,7,0,1,1,0,0,0,0,0,0,1,1,1,1
1562,2013,13,0,1,1,0,0,0,0,0,0,1,1,1,1
1563,2014,9,0,1,1,0,0,0,0,0,0,1,1,1,1
1564,2015,5,0,1,1,0,0,0,0,0,0,1,1,1,1
1565,2016,3,0,1,1,0,0,0,0,0,0,1,1,1,1
1566,2010,3,1,0,1,0,0,0,0,0,0,1,1,1,1
1567,2011,5,1,0,1,0,0,0,0,0,0,1,1,1,1
1568,2012,9,1,0,1,0,0,0,0,0,0,1,1,1,1
1569,2013,26,1,0,1,0,0,0,0,0,0,1,1,1,1
1570,2014,28,1,0,1,0,0,0,0,0,0,1,1,1,1
1571,2015,41,1,0,1,0,0,0,0,0,0,1,1,1,1
1572,2016,5,1,0,1,0,0,0,0,0,0,1,1,1,1
1573,2011,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1574,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1575,2016,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1576,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1577,2010,11,0,1,0,0,0,0,0,0,1,0,0,0,0
1578,2011,7,0,1,0,0,0,0,0,0,1,0,0,0,0
1579,2012,39,0,1,0,0,0,0,0,0,1,0,0,0,0
1580,2013,17,0,1,0,0,0,0,0,0,1,0,0,0,0
1581,2014,18,0,1,0,0,0,0,0,0,1,0,0,0,0
1582,2015,16,0,1,0,0,0,0,0,0,1,0,0,0,0
1583,2016,11,0,1,0,0,0,0,0,0,1,0,0,0,0
1584,2017,7,0,1,0,0,0,0,0,0,1,0,0,0,0
1585,2017,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1586,2010,6,0,0,0,0,1,0,0,0,1,0,0,0,0
1587,2011,3,0,0,0,0,1,0,0,0,1,0,0,0,0
1588,2012,2,0,0,0,0,1,0,0,0,1,0,0,0,0
1589,2013,2,0,0,0,0,1,0,0,0,1,0,0,0,0
1590,2014,14,0,0,0,0,1,0,0,0,1,0,0,0,0
1591,2015,17,0,0,0,0,1,0,0,0,1,0,0,0,0
1592,2016,14,0,0,0,0,1,0,0,0,1,0,0,0,0
1593,2017,30,0,0,0,0,1,0,0,0,1,0,0,0,0
1594,2010,27,0,1,0,0,1,0,0,0,1,0,0,0,0
1595,2011,28,0,1,0,0,1,0,0,0,1,0,0,0,0
1596,2012,45,0,1,0,0,1,0,0,0,1,0,0,0,0
1597,2013,42,0,1,0,0,1,0,0,0,1,0,0,0,0
1598,2014,112,0,1,0,0,1,0,0,0,1,0,0,0,0
1599,2015,84,0,1,0,0,1,0,0,0,1,0,0,0,0
1600,2016,170,0,1,0,0,1,0,0,0,1,0,0,0,0
1601,2017,78,0,1,0,0,1,0,0,0,1,0,0,0,0
1602,2010,48,1,0,0,0,1,0,0,0,1,0,0,0,0
1603,2011,20,1,0,0,0,1,0,0,0,1,0,0,0,0
1604,2012,62,1,0,0,0,1,0,0,0,1,0,0,0,0
1605,2013,85,1,0,0,0,1,0,0,0,1,0,0,0,0
1606,2014,112,1,0,0,0,1,0,0,0,1,0,0,0,0
1607,2015,117,1,0,0,0,1,0,0,0,1,0,0,0,0
1608,2016,77,1,0,0,0,1,0,0,0,1,0,0,0,0
1609,2017,25,1,0,0,0,1,0,0,0,1,0,0,0,0
1610,2010,3,0,0,0,1,0,0,0,0,1,0,0,0,0
1611,2012,5,0,0,0,1,0,0,0,0,1,0,0,0,0
1612,2013,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1613,2014,2,0,0,0,1,0,0,0,0,1,0,0,0,0
1614,2015,4,0,0,0,1,0,0,0,0,1,0,0,0,0
1615,2016,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1616,2017,16,0,0,0,1,0,0,0,0,1,0,0,0,0
1617,2010,40,0,1,0,1,0,0,0,0,1,0,0,0,0
1618,2011,20,0,1,0,1,0,0,0,0,1,0,0,0,0
1619,2012,13,0,1,0,1,0,0,0,0,1,0,0,0,0
1620,2013,17,0,1,0,1,0,0,0,0,1,0,0,0,0
1621,2014,17,0,1,0,1,0,0,0,0,1,0,0,0,0
1622,2015,22,0,1,0,1,0,0,0,0,1,0,0,0,0
1623,2016,10,0,1,0,1,0,0,0,0,1,0,0,0,0
1624,2017,11,0,1,0,1,0,0,0,0,1,0,0,0,0
1625,2010,29,1,0,0,1,0,0,0,0,1,0,0,0,0
1626,2011,11,1,0,0,1,0,0,0,0,1,0,0,0,0
1627,2012,8,1,0,0,1,0,0,0,0,1,0,0,0,0
1628,2013,29,1,0,0,1,0,0,0,0,1,0,0,0,0
1629,2014,18,1,0,0,1,0,0,0,0,1,0,0,0,0
1630,2015,31,1,0,0,1,0,0,0,0,1,0,0,0,0
1631,2016,21,1,0,0,1,0,0,0,0,1,0,0,0,0
1632,2017,13,1,0,0,1,0,0,0,0,1,0,0,0,0
1633,2011,3,0,0,0,1,1,0,0,0,1,0,0,0,0
1634,2012,3,0,0,0,1,1,0,0,0,1,0,0,0,0
1635,2013,3,0,0,0,1,1,0,0,0,1,0,0,0,0
1636,2014,3,0,0,0,1,1,0,0,0,1,0,0,0,0
1637,2015,5,0,0,0,1,1,0,0,0,1,0,0,0,0
1638,2016,7,0,0,0,1,1,0,0,0,1,0,0,0,0
1639,2017,17,0,0,0,1,1,0,0,0,1,0,0,0,0
1640,2010,14,0,1,0,1,1,0,0,0,1,0,0,0,0
1641,2011,36,0,1,0,1,1,0,0,0,1,0,0,0,0
1642,2012,40,0,1,0,1,1,0,0,0,1,0,0,0,0
1643,2013,25,0,1,0,1,1,0,0,0,1,0,0,0,0
1644,2014,24,0,1,0,1,1,0,0,0,1,0,0,0,0
1645,2015,19,0,1,0,1,1,0,0,0,1,0,0,0,0
1646,2016,31,0,1,0,1,1,0,0,0,1,0,0,0,0
1647,2017,17,0,1,0,1,1,0,0,0,1,0,0,0,0
1648,2010,5,1,0,0,1,1,0,0,0,1,0,0,0,0
1649,2011,11,1,0,0,1,1,0,0,0,1,0,0,0,0
1650,2012,11,1,0,0,1,1,0,0,0,1,0,0,0,0
1651,2013,7,1,0,0,1,1,0,0,0,1,0,0,0,0
1652,2014,21,1,0,0,1,1,0,0,0,1,0,0,0,0
1653,2015,16,1,0,0,1,1,0,0,0,1,0,0,0,0
1654,2016,33,1,0,0,1,1,0,0,0,1,0,0,0,0
1655,2017,35,1,0,0,1,1,0,0,0,1,0,0,0,0
1656,2010,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1657,2012,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1658,2014,2,0,0,1,0,0,0,0,0,1,0,0,0,0
1659,2015,26,0,0,1,0,0,0,0,0,1,0,0,0,0
1660,2016,19,0,0,1,0,0,0,0,0,1,0,0,0,0
1661,2017,13,0,0,1,0,0,0,0,0,1,0,0,0,0
1662,2010,17,0,1,1,0,0,0,0,0,1,0,0,0,0
1663,2011,24,0,1,1,0,0,0,0,0,1,0,0,0,0
1664,2012,61,0,1,1,0,0,0,0,0,1,0,0,0,0
1665,2013,61,0,1,1,0,0,0,0,0,1,0,0,0,0
1666,2014,77,0,1,1,0,0,0,0,0,1,0,0,0,0
1667,2015,34,0,1,1,0,0,0,0,0,1,0,0,0,0
1668,2016,21,0,1,1,0,0,0,0,0,1,0,0,0,0
1669,2017,26,0,1,1,0,0,0,0,0,1,0,0,0,0
1670,2010,35,1,0,1,0,0,0,0,0,1,0,0,0,0
1671,2011,15,1,0,1,0,0,0,0,0,1,0,0,0,0
1672,2012,150,1,0,1,0,0,0,0,0,1,0,0,0,0
1673,2013,305,1,0,1,0,0,0,0,0,1,0,0,0,0
1674,2014,130,1,0,1,0,0,0,0,0,1,0,0,0,0
1675,2015,138,1,0,1,0,0,0,0,0,1,0,0,0,0
1676,2016,265,1,0,1,0,0,0,0,0,1,0,0,0,0
1677,2017,44,1,0,1,0,0,0,0,0,1,0,0,0,0
1678,2011,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1679,2013,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1680,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1681,2016,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1682,2017,5,0,0,0,0,0,0,0,0,1,0,0,0,1
1683,2010,4,0,1,0,0,0,0,0,0,1,0,0,0,1
1684,2011,23,0,1,0,0,0,0,0,0,1,0,0,0,1
1685,2012,18,0,1,0,0,0,0,0,0,1,0,0,0,1
1686,2013,15,0,1,0,0,0,0,0,0,1,0,0,0,1
1687,2014,12,0,1,0,0,0,0,0,0,1,0,0,0,1
1688,2015,17,0,1,0,0,0,0,0,0,1,0,0,0,1
1689,2016,30,0,1,0,0,0,0,0,0,1,0,0,0,1
1690,2017,9,0,1,0,0,0,0,0,0,1,0,0,0,1
1691,2014,2,1,0,0,0,0,0,0,0,1,0,0,0,1
1692,2016,5,1,0,0,0,0,0,0,0,1,0,0,0,1
1693,2017,2,1,0,0,0,0,0,0,0,1,0,0,0,1
1694,2010,23,0,0,0,0,1,0,0,0,1,0,0,0,1
1695,2011,16,0,0,0,0,1,0,0,0,1,0,0,0,1
1696,2012,31,0,0,0,0,1,0,0,0,1,0,0,0,1
1697,2013,36,0,0,0,0,1,0,0,0,1,0,0,0,1
1698,2014,161,0,0,0,0,1,0,0,0,1,0,0,0,1
1699,2015,420,0,0,0,0,1,0,0,0,1,0,0,0,1
1700,2016,1946,0,0,0,0,1,0,0,0,1,0,0,0,1
1701,2017,4158,0,0,0,0,1,0,0,0,1,0,0,0,1
1702,2010,408,0,1,0,0,1,0,0,0,1,0,0,0,1
1703,2011,352,0,1,0,0,1,0,0,0,1,0,0,0,1
1704,2012,716,0,1,0,0,1,0,0,0,1,0,0,0,1
1705,2013,698,0,1,0,0,1,0,0,0,1,0,0,0,1
1706,2014,665,0,1,0,0,1,0,0,0,1,0,0,0,1
1707,2015,686,0,1,0,0,1,0,0,0,1,0,0,0,1
1708,2016,729,0,1,0,0,1,0,0,0,1,0,0,0,1
1709,2017,695,0,1,0,0,1,0,0,0,1,0,0,0,1
1710,2010,462,1,0,0,0,1,0,0,0,1,0,0,0,1
1711,2011,537,1,0,0,0,1,0,0,0,1,0,0,0,1
1712,2012,1877,1,0,0,0,1,0,0,0,1,0,0,0,1
1713,2013,2277,1,0,0,0,1,0,0,0,1,0,0,0,1
1714,2014,2703,1,0,0,0,1,0,0,0,1,0,0,0,1
1715,2015,2771,1,0,0,0,1,0,0,0,1,0,0,0,1
1716,2016,2735,1,0,0,0,1,0,0,0,1,0,0,0,1
1717,2017,2528,1,0,0,0,1,0,0,0,1,0,0,0,1
1718,2010,2,0,0,0,1,0,0,0,0,1,0,0,0,1
1719,2011,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1720,2012,3,0,0,0,1,0,0,0,0,1,0,0,0,1
1721,2013,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1722,2014,2,0,0,0,1,0,0,0,0,1,0,0,0,1
1723,2015,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1724,2016,10,0,0,0,1,0,0,0,0,1,0,0,0,1
1725,2017,3,0,0,0,1,0,0,0,0,1,0,0,0,1
1726,2010,3,0,1,0,1,0,0,0,0,1,0,0,0,1
1727,2011,12,0,1,0,1,0,0,0,0,1,0,0,0,1
1728,2012,4,0,1,0,1,0,0,0,0,1,0,0,0,1
1729,2013,17,0,1,0,1,0,0,0,0,1,0,0,0,1
1730,2014,22,0,1,0,1,0,0,0,0,1,0,0,0,1
1731,2015,28,0,1,0,1,0,0,0,0,1,0,0,0,1
1732,2016,25,0,1,0,1,0,0,0,0,1,0,0,0,1
1733,2017,10,0,1,0,1,0,0,0,0,1,0,0,0,1
1734,2010,8,1,0,0,1,0,0,0,0,1,0,0,0,1
1735,2011,2,1,0,0,1,0,0,0,0,1,0,0,0,1
1736,2012,6,1,0,0,1,0,0,0,0,1,0,0,0,1
1737,2013,24,1,0,0,1,0,0,0,0,1,0,0,0,1
1738,2014,45,1,0,0,1,0,0,0,0,1,0,0,0,1
1739,2015,26,1,0,0,1,0,0,0,0,1,0,0,0,1
1740,2016,11,1,0,0,1,0,0,0,0,1,0,0,0,1
1741,2017,2,1,0,0,1,0,0,0,0,1,0,0,0,1
1742,2011,3,0,0,0,1,1,0,0,0,1,0,0,0,1
1743,2012,6,0,0,0,1,1,0,0,0,1,0,0,0,1
1744,2013,3,0,0,0,1,1,0,0,0,1,0,0,0,1
1745,2014,4,0,0,0,1,1,0,0,0,1,0,0,0,1
1746,2015,7,0,0,0,1,1,0,0,0,1,0,0,0,1
1747,2016,9,0,0,0,1,1,0,0,0,1,0,0,0,1
1748,2017,3,0,0,0,1,1,0,0,0,1,0,0,0,1
1749,2010,33,0,1,0,1,1,0,0,0,1,0,0,0,1
1750,2011,42,0,1,0,1,1,0,0,0,1,0,0,0,1
1751,2012,74,0,1,0,1,1,0,0,0,1,0,0,0,1
1752,2013,52,0,1,0,1,1,0,0,0,1,0,0,0,1
1753,2014,45,0,1,0,1,1,0,0,0,1,0,0,0,1
1754,2015,50,0,1,0,1,1,0,0,0,1,0,0,0,1
1755,2016,46,0,1,0,1,1,0,0,0,1,0,0,0,1
1756,2017,31,0,1,0,1,1,0,0,0,1,0,0,0,1
1757,2010,2,1,0,0,1,1,0,0,0,1,0,0,0,1
1758,2012,1,1,0,0,1,1,0,0,0,1,0,0,0,1
1759,2014,3,1,0,0,1,1,0,0,0,1,0,0,0,1
1760,2015,1,1,0,0,1,1,0,0,0,1,0,0,0,1
1761,2016,3,1,0,0,1,1,0,0,0,1,0,0,0,1
1762,2017,3,1,0,0,1,1,0,0,0,1,0,0,0,1
1763,2010,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1764,2014,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1765,2015,21,0,0,1,0,0,0,0,0,1,0,0,0,1
1766,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1767,2010,11,0,1,1,0,0,0,0,0,1,0,0,0,1
1768,2011,33,0,1,1,0,0,0,0,0,1,0,0,0,1
1769,2012,19,0,1,1,0,0,0,0,0,1,0,0,0,1
1770,2013,6,0,1,1,0,0,0,0,0,1,0,0,0,1
1771,2014,27,0,1,1,0,0,0,0,0,1,0,0,0,1
1772,2015,4,0,1,1,0,0,0,0,0,1,0,0,0,1
1773,2016,13,0,1,1,0,0,0,0,0,1,0,0,0,1
1774,2017,11,0,1,1,0,0,0,0,0,1,0,0,0,1
1775,2011,29,1,0,1,0,0,0,0,0,1,0,0,0,1
1776,2012,9,1,0,1,0,0,0,0,0,1,0,0,0,1
1777,2013,10,1,0,1,0,0,0,0,0,1,0,0,0,1
1778,2014,12,1,0,1,0,0,0,0,0,1,0,0,0,1
1779,2015,32,1,0,1,0,0,0,0,0,1,0,0,0,1
1780,2016,4,1,0,1,0,0,0,0,0,1,0,0,0,1
1781,2017,6,1,0,1,0,0,0,0,0,1,0,0,0,1
1782,2010,27,0,0,0,0,0,0,0,0,1,0,0,1,0
1783,2011,22,0,0,0,0,0,0,0,0,1,0,0,1,0
1784,2012,14,0,0,0,0,0,0,0,0,1,0,0,1,0
1785,2013,11,0,0,0,0,0,0,0,0,1,0,0,1,0
1786,2014,61,0,0,0,0,0,0,0,0,1,0,0,1,0
1787,2015,92,0,0,0,0,0,0,0,0,1,0,0,1,0
1788,2016,114,0,0,0,0,0,0,0,0,1,0,0,1,0
1789,2017,226,0,0,0,0,0,0,0,0,1,0,0,1,0
1790,2010,117,0,1,0,0,0,0,0,0,1,0,0,1,0
1791,2011,136,0,1,0,0,0,0,0,0,1,0,0,1,0
1792,2012,119,0,1,0,0,0,0,0,0,1,0,0,1,0
1793,2013,94,0,1,0,0,0,0,0,0,1,0,0,1,0
1794,2014,93,0,1,0,0,0,0,0,0,1,0,0,1,0
1795,2015,78,0,1,0,0,0,0,0,0,1,0,0,1,0
1796,2016,95,0,1,0,0,0,0,0,0,1,0,0,1,0
1797,2017,61,0,1,0,0,0,0,0,0,1,0,0,1,0
1798,2010,86,1,0,0,0,0,0,0,0,1,0,0,1,0
1799,2011,156,1,0,0,0,0,0,0,0,1,0,0,1,0
1800,2012,318,1,0,0,0,0,0,0,0,1,0,0,1,0
1801,2013,528,1,0,0,0,0,0,0,0,1,0,0,1,0
1802,2014,500,1,0,0,0,0,0,0,0,1,0,0,1,0
1803,2015,464,1,0,0,0,0,0,0,0,1,0,0,1,0
1804,2016,383,1,0,0,0,0,0,0,0,1,0,0,1,0
1805,2017,247,1,0,0,0,0,0,0,0,1,0,0,1,0
1806,2010,3,0,0,0,0,1,0,0,0,1,0,0,1,0
1807,2011,9,0,0,0,0,1,0,0,0,1,0,0,1,0
1808,2012,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1809,2013,3,0,0,0,0,1,0,0,0,1,0,0,1,0
1810,2014,6,0,0,0,0,1,0,0,0,1,0,0,1,0
1811,2015,13,0,0,0,0,1,0,0,0,1,0,0,1,0
1812,2016,36,0,0,0,0,1,0,0,0,1,0,0,1,0
1813,2017,79,0,0,0,0,1,0,0,0,1,0,0,1,0
1814,2010,7,0,1,0,0,1,0,0,0,1,0,0,1,0
1815,2011,28,0,1,0,0,1,0,0,0,1,0,0,1,0
1816,2012,9,0,1,0,0,1,0,0,0,1,0,0,1,0
1817,2013,13,0,1,0,0,1,0,0,0,1,0,0,1,0
1818,2014,23,0,1,0,0,1,0,0,0,1,0,0,1,0
1819,2015,13,0,1,0,0,1,0,0,0,1,0,0,1,0
1820,2016,13,0,1,0,0,1,0,0,0,1,0,0,1,0
1821,2017,15,0,1,0,0,1,0,0,0,1,0,0,1,0
1822,2010,20,1,0,0,0,1,0,0,0,1,0,0,1,0
1823,2011,31,1,0,0,0,1,0,0,0,1,0,0,1,0
1824,2012,21,1,0,0,0,1,0,0,0,1,0,0,1,0
1825,2013,62,1,0,0,0,1,0,0,0,1,0,0,1,0
1826,2014,109,1,0,0,0,1,0,0,0,1,0,0,1,0
1827,2015,110,1,0,0,0,1,0,0,0,1,0,0,1,0
1828,2016,32,1,0,0,0,1,0,0,0,1,0,0,1,0
1829,2017,16,1,0,0,0,1,0,0,0,1,0,0,1,0
1830,2010,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1831,2011,2,0,0,0,1,0,0,0,0,1,0,0,1,0
1832,2012,2,0,0,0,1,0,0,0,0,1,0,0,1,0
1833,2013,2,0,0,0,1,0,0,0,0,1,0,0,1,0
1834,2014,6,0,0,0,1,0,0,0,0,1,0,0,1,0
1835,2015,7,0,0,0,1,0,0,0,0,1,0,0,1,0
1836,2016,11,0,0,0,1,0,0,0,0,1,0,0,1,0
1837,2017,19,0,0,0,1,0,0,0,0,1,0,0,1,0
1838,2010,7,0,1,0,1,0,0,0,0,1,0,0,1,0
1839,2011,6,0,1,0,1,0,0,0,0,1,0,0,1,0
1840,2012,7,0,1,0,1,0,0,0,0,1,0,0,1,0
1841,2013,10,0,1,0,1,0,0,0,0,1,0,0,1,0
1842,2014,15,0,1,0,1,0,0,0,0,1,0,0,1,0
1843,2015,11,0,1,0,1,0,0,0,0,1,0,0,1,0
1844,2016,9,0,1,0,1,0,0,0,0,1,0,0,1,0
1845,2017,3,0,1,0,1,0,0,0,0,1,0,0,1,0
1846,2010,29,1,0,0,1,0,0,0,0,1,0,0,1,0
1847,2011,51,1,0,0,1,0,0,0,0,1,0,0,1,0
1848,2012,60,1,0,0,1,0,0,0,0,1,0,0,1,0
1849,2013,37,1,0,0,1,0,0,0,0,1,0,0,1,0
1850,2014,102,1,0,0,1,0,0,0,0,1,0,0,1,0
1851,2015,51,1,0,0,1,0,0,0,0,1,0,0,1,0
1852,2016,56,1,0,0,1,0,0,0,0,1,0,0,1,0
1853,2017,14,1,0,0,1,0,0,0,0,1,0,0,1,0
1854,2012,6,0,0,0,1,1,0,0,0,1,0,0,1,0
1855,2013,8,0,0,0,1,1,0,0,0,1,0,0,1,0
1856,2015,4,0,0,0,1,1,0,0,0,1,0,0,1,0
1857,2016,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1858,2017,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1859,2010,8,0,1,0,1,1,0,0,0,1,0,0,1,0
1860,2011,3,0,1,0,1,1,0,0,0,1,0,0,1,0
1861,2012,13,0,1,0,1,1,0,0,0,1,0,0,1,0
1862,2013,50,0,1,0,1,1,0,0,0,1,0,0,1,0
1863,2014,11,0,1,0,1,1,0,0,0,1,0,0,1,0
1864,2015,23,0,1,0,1,1,0,0,0,1,0,0,1,0
1865,2016,5,0,1,0,1,1,0,0,0,1,0,0,1,0
1866,2017,4,0,1,0,1,1,0,0,0,1,0,0,1,0
1867,2011,1,1,0,0,1,1,0,0,0,1,0,0,1,0
1868,2013,5,1,0,0,1,1,0,0,0,1,0,0,1,0
1869,2015,8,1,0,0,1,1,0,0,0,1,0,0,1,0
1870,2016,7,1,0,0,1,1,0,0,0,1,0,0,1,0
1871,2017,7,1,0,0,1,1,0,0,0,1,0,0,1,0
1872,2014,4,0,0,1,0,0,0,0,0,1,0,0,1,0
1873,2016,12,0,0,1,0,0,0,0,0,1,0,0,1,0
1874,2017,7,0,0,1,0,0,0,0,0,1,0,0,1,0
1875,2010,10,0,1,1,0,0,0,0,0,1,0,0,1,0
1876,2011,11,0,1,1,0,0,0,0,0,1,0,0,1,0
1877,2012,17,0,1,1,0,0,0,0,0,1,0,0,1,0
1878,2014,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1879,2015,2,0,1,1,0,0,0,0,0,1,0,0,1,0
1880,2016,7,0,1,1,0,0,0,0,0,1,0,0,1,0
