0,1,2,HC_YEAR,target,modified_model,ori_model
1,21,87,2016,1,4.3,22.4
1,21,99,2016,8,9.1,7.2
2,21,99,2016,4,4.9,3
1,21,105,2016,1,3.8,1.4
1,21,107,2016,27,29.5,31.8
2,21,107,2016,3,19.3,30.6
1,21,121,2016,97,121.4,121.7
1,21,123,2016,5,12.8,4.4
2,21,123,2016,2,2.2,1.5
1,21,127,2016,26,26,25
2,21,127,2016,4,3.9,3.7
1,21,129,2016,12,10.4,13
2,21,129,2016,1,2.1,1.5
1,21,143,2016,32,21.3,29
1,21,147,2016,21,14.5,39.3
2,21,147,2016,2,2.2,3.3
1,21,149,2016,2,2.9,1.8
1,21,153,2016,6,11.7,21.5
1,21,157,2016,6,10.3,4.7
2,21,157,2016,2,5.7,2.8
1,21,169,2016,1,9.5,1.1
1,21,171,2016,2,8.2,5.8
1,21,175,2016,14,17.9,9.2
2,21,175,2016,2,10.5,1.9
1,21,189,2016,1,2.5,4.3
1,21,191,2016,3,6.8,3.3
2,21,191,2016,9,12.2,10.5
1,21,201,2016,1,1.3,1.3
1,21,207,2016,15,14.5,9.3
1,21,219,2016,2,5.1,1.9
1,21,221,2016,6,8.6,5.4
1,21,229,2016,2,2.4,1.9
2,21,229,2016,2,3,1.8
1,21,237,2016,2,7.1,5.6
2,21,91,2016,3,5,2.4
0,39,1,2010,14,9.9,11.2
1,39,1,2010,201,112.9,152.3
2,39,1,2010,50,54.5,72.6
0,39,1,2011,7,7.3,5.4
1,39,1,2011,76,99.4,115.5
2,39,1,2011,60,62,71.6
0,39,1,2012,3,6.5,3
1,39,1,2012,57,82.8,77.2
2,39,1,2012,115,99.9,75.4
0,39,1,2013,2,5.9,2.2
1,39,1,2013,49,51.3,50.6
2,39,1,2013,61,60.4,58.7
0,39,1,2014,9,7.3,8.6
1,39,1,2014,62,61.4,53.2
2,39,1,2014,93,73.8,93.8
0,39,1,2015,22,17.7,14.4
1,39,1,2015,43,48.6,43.9
2,39,1,2015,95,80.4,99.2
0,39,1,2016,35,26.5,24.8
1,39,1,2016,38,49.9,39
2,39,1,2016,111,109.4,105.8
0,39,3,2010,5,5.6,6.5
1,39,3,2010,92,99.1,108.3
2,39,3,2010,43,52.1,51
0,39,3,2011,11,9.8,10.4
1,39,3,2011,116,116,108.3
2,39,3,2011,63,87.7,59
0,39,3,2012,5,6.5,6.2
1,39,3,2012,124,111.2,118
2,39,3,2012,78,103.6,96.8
0,39,3,2013,9,8.6,8
1,39,3,2013,119,127,114.1
2,39,3,2013,168,174.2,151.3
0,39,3,2014,7,6.9,7.2
1,39,3,2014,121,109.2,109
2,39,3,2014,182,179.6,172.7
0,39,3,2015,36,37.5,23.8
1,39,3,2015,63,66.2,68.8
2,39,3,2015,219,165.2,196.3
0,39,3,2016,68,72.5,59.4
1,39,3,2016,55,66.9,56.6
2,39,3,2016,117,144,142.5
0,39,5,2010,10,7.9,8.5
1,39,5,2010,79,75.3,79
2,39,5,2010,82,82.1,82.4
0,39,5,2011,7,5.7,6.7
1,39,5,2011,80,75.5,76.7
2,39,5,2011,56,60.8,71.8
0,39,5,2012,6,6.2,5.1
1,39,5,2012,71,71.2,75.1
2,39,5,2012,76,72.2,72.3
0,39,5,2013,8,10.1,5
1,39,5,2013,68,79.1,77.1
2,39,5,2013,112,100.3,103.5
0,39,5,2014,21,19.2,17.4
1,39,5,2014,63,62.8,68.2
2,39,5,2014,106,90.9,117.9
0,39,5,2015,15,16.8,15.8
1,39,5,2015,84,95,95.3
2,39,5,2015,215,155.3,184.8
0,39,5,2016,62,54.6,31.9
1,39,5,2016,87,77.5,96.4
2,39,5,2016,184,132.4,175.8
0,39,7,2010,2,3.2,2.5
1,39,7,2010,76,70.4,71.4
2,39,7,2010,26,47.3,30.8
0,39,7,2011,6,5.7,3.5
1,39,7,2011,80,69.2,78.8
2,39,7,2011,50,54,51.2
0,39,7,2012,3,3.6,4.5
1,39,7,2012,76,79.7,76.4
2,39,7,2012,158,159.1,125.6
0,39,7,2013,8,6.8,5.2
1,39,7,2013,70,73,86.4
2,39,7,2013,182,183.8,152
0,39,7,2014,11,8.1,9.1
1,39,7,2014,122,110.7,130.4
2,39,7,2014,258,244.5,254
0,39,7,2015,29,31.3,23.6
1,39,7,2015,80,118.5,134
2,39,7,2015,306,281.4,291.6
0,39,7,2016,167,134.7,139.4
1,39,7,2016,84,97.9,115.4
2,39,7,2016,245,251.1,258.5
0,39,9,2010,12,7.4,8.9
1,39,9,2010,183,149.9,175.6
2,39,9,2010,72,106.2,75.8
0,39,9,2011,6,6,7
1,39,9,2011,210,134.4,181
2,39,9,2011,91,103.3,87.2
0,39,9,2012,3,2.9,2.6
1,39,9,2012,139,138.6,159.1
2,39,9,2012,108,119.6,102.9
0,39,9,2013,2,2.8,2.5
1,39,9,2013,127,115.9,135.1
2,39,9,2013,108,117.3,96.8
0,39,9,2014,6,6.2,5.6
1,39,9,2014,138,137.4,131
2,39,9,2014,138,122,114.3
0,39,9,2015,10,17.3,7.6
1,39,9,2015,101,100.8,108.4
2,39,9,2015,106,106,102.4
0,39,9,2016,11,22.6,6.5
1,39,9,2016,136,115.3,129
2,39,9,2016,89,97.7,91.9
0,39,11,2010,3,3.4,3.3
1,39,11,2010,17,18.7,15.6
2,39,11,2010,35,35.1,24.8
0,39,11,2011,3,3,3
1,39,11,2011,19,18.8,21.3
2,39,11,2011,22,27,24.6
0,39,11,2013,1,1.4,3.3
1,39,11,2013,21,18.5,20.2
2,39,11,2013,27,24.6,27.8
0,39,11,2014,4,5.6,4
1,39,11,2014,9,12.1,11.9
2,39,11,2014,23,18.8,23.8
0,39,11,2015,13,9.4,11.2
1,39,11,2015,12,19.2,12
2,39,11,2015,57,40.7,35
0,39,11,2016,20,17.1,18.1
1,39,11,2016,23,19.6,20.8
2,39,11,2016,18,33.7,23.2
0,39,13,2010,4,5.1,6
1,39,13,2010,34,47.8,35.4
0,39,13,2011,3,4,4
1,39,13,2011,102,77.1,64.8
2,39,13,2011,8,25.9,17.1
0,39,13,2012,2,2.2,2
1,39,13,2012,71,66.2,63
2,39,13,2012,26,53.2,26.2
0,39,13,2014,4,3.9,6
1,39,13,2014,138,107.5,113.9
2,39,13,2014,81,97.7,83.5
0,39,13,2015,11,10.2,8.3
1,39,13,2015,79,84.8,90.8
2,39,13,2015,108,97.2,91.5
0,39,13,2016,24,20.8,14.8
1,39,13,2016,72,74.8,74.1
2,39,13,2016,80,85.3,78.2
0,39,15,2010,6,4.3,5
1,39,15,2010,66,60.8,61.5
2,39,15,2010,14,33.1,20.7
0,39,15,2011,7,6.6,5.4
1,39,15,2011,51,52.5,54
2,39,15,2011,29,51.1,27.5
0,39,15,2012,4,4,4.3
1,39,15,2012,95,81.2,76
2,39,15,2012,26,38.9,26.6
0,39,15,2013,5,6.5,4.1
1,39,15,2013,51,62.9,53
2,39,15,2013,73,63.6,58.9
0,39,15,2014,8,6.4,5.5
1,39,15,2014,34,45.1,44.3
2,39,15,2014,70,64,90.8
0,39,15,2015,43,33.2,27.4
1,39,15,2015,77,71.7,59.8
2,39,15,2015,122,97.8,101.2
0,39,15,2016,32,28.8,18
1,39,15,2016,53,71.3,60.7
2,39,15,2016,73,85.3,87.1
0,39,17,2010,17,17.8,17.6
1,39,17,2010,254,255.1,257.6
2,39,17,2010,223,243.5,225.4
0,39,17,2011,23,20.7,20
1,39,17,2011,265,257.5,263.1
2,39,17,2011,235,221.8,230.2
0,39,17,2012,26,23.3,25.5
1,39,17,2012,250,229.6,260.4
2,39,17,2012,495,482.5,454.8
0,39,17,2013,27,24.3,24.3
1,39,17,2013,272,251.9,265
2,39,17,2013,684,603.2,620.2
0,39,17,2014,76,75.1,66.9
1,39,17,2014,224,187,238.4
2,39,17,2014,755,689.3,726.6
0,39,17,2015,152,126.2,114.4
1,39,17,2015,218,182.4,219.2
2,39,17,2015,708,685.7,710.3
0,39,17,2016,300,236,270.1
1,39,17,2016,229,186.3,225.2
2,39,17,2016,538,569.3,603.6
0,39,19,2010,1,1.6,1
1,39,19,2010,11,22,12.6
0,39,19,2012,1,1.5,1
1,39,19,2012,14,13.2,13.5
2,39,19,2012,8,15.7,9.1
0,39,19,2013,1,1.7,1
1,39,19,2013,11,9.4,14.5
2,39,19,2013,3,5,9.1
0,39,19,2016,4,3.9,2.5
1,39,19,2016,2,16.2,8.4
2,39,19,2016,6,20.7,14.6
0,39,21,2010,1,1.9,2.2
1,39,21,2010,41,36.1,31.1
2,39,21,2010,37,36.7,27.1
0,39,21,2012,1,2.2,2.2
1,39,21,2012,10,26.9,12.8
2,39,21,2012,29,40.9,31.7
0,39,21,2014,7,5.1,6.2
1,39,21,2014,23,27.8,26
2,39,21,2014,55,46.4,56.7
0,39,21,2015,50,41.3,24.9
1,39,21,2015,57,55.9,46.4
2,39,21,2015,95,65.6,76.1
0,39,21,2016,31,30.3,28
1,39,21,2016,19,38.2,27.2
2,39,21,2016,64,58.1,60.8
0,39,23,2014,3,10,8
1,39,23,2014,17,42.3,32.9
2,39,23,2014,29,59,75.8
0,39,23,2015,53,60.5,38.1
1,39,23,2015,68,68,54
2,39,23,2015,119,131.1,102
0,39,23,2016,106,97.6,69.2
1,39,23,2016,109,99.8,92.4
2,39,23,2016,173,172.3,132.3
0,39,25,2010,22,19.2,15.7
1,39,25,2010,160,138.1,152.2
2,39,25,2010,167,165.6,207
0,39,25,2011,13,12.1,12.1
1,39,25,2011,197,180,181.8
2,39,25,2011,271,229.4,259
0,39,25,2012,9,14.2,10.9
1,39,25,2012,134,157.8,144
2,39,25,2012,255,233,261.4
0,39,25,2013,10,12.9,12.6
1,39,25,2013,127,116.4,116.3
2,39,25,2013,236,224.8,243.3
0,39,25,2014,32,27.9,33.9
1,39,25,2014,82,92,86.5
2,39,25,2014,338,292.5,308.4
0,39,25,2015,109,93.4,76.9
1,39,25,2015,92,102.7,95.3
2,39,25,2015,292,279.6,305.8
0,39,25,2016,133,136.6,80.2
1,39,25,2016,135,118.4,116.8
2,39,25,2016,274,274,280.4
0,39,27,2010,8,6.3,6.6
1,39,27,2010,62,55.2,59.1
2,39,27,2010,68,58.9,68.4
0,39,27,2011,4,3.5,4.1
1,39,27,2011,48,53.1,52.4
2,39,27,2011,65,62.6,66.4
0,39,27,2012,6,5.6,4.4
1,39,27,2012,47,57.4,49
2,39,27,2012,87,83,75.9
0,39,27,2013,5,4.3,4.9
1,39,27,2013,25,40.9,37.4
2,39,27,2013,60,54.9,65.4
0,39,27,2014,16,8.9,9.3
1,39,27,2014,51,50.8,51.3
2,39,27,2014,101,72.6,94
0,39,27,2015,31,23.5,25.2
1,39,27,2015,78,65.4,73
2,39,27,2015,103,96,99.1
0,39,27,2016,70,49.1,42.4
1,39,27,2016,55,53.6,66.5
2,39,27,2016,70,60.9,76.4
0,39,29,2010,1,1,4.2
1,39,29,2010,26,69.2,28.3
2,39,29,2010,34,37,34.8
0,39,29,2011,1,1,3.8
1,39,29,2011,44,54.9,41.4
2,39,29,2011,51,59.8,43.8
0,39,29,2012,1,1.6,1.4
1,39,29,2012,46,58.9,48
2,39,29,2012,68,73.5,53.3
0,39,29,2013,3,2.2,2.6
1,39,29,2013,62,67.9,75.8
2,39,29,2013,141,130.9,113.8
0,39,29,2014,12,11.3,11.2
1,39,29,2014,114,97.5,122
2,39,29,2014,194,172.5,194
0,39,29,2015,22,32.9,18.4
1,39,29,2015,75,103.3,102.5
2,39,29,2015,203,173.3,202
0,39,29,2016,155,114.7,93.4
1,39,29,2016,99,105.7,111.1
2,39,29,2016,238,207.4,223.1
0,39,31,2010,1,1.6,1.4
1,39,31,2010,8,19.5,9.7
0,39,31,2011,1,1.8,1.2
1,39,31,2011,7,12.2,11.1
2,39,31,2011,11,21.9,11.9
0,39,31,2012,4,4.2,3.5
1,39,31,2012,16,21.2,17
2,39,31,2012,26,27.3,21.3
0,39,31,2013,1,1.9,1.7
1,39,31,2013,13,29.2,14.8
2,39,31,2013,33,35.9,27.8
0,39,31,2015,1,1.4,1.8
1,39,31,2015,16,20.5,14.7
2,39,31,2015,21,30.5,20.5
0,39,31,2016,1,2.7,1.5
1,39,31,2016,25,27.5,20.9
2,39,31,2016,12,20.4,16.8
0,39,33,2010,6,4.6,4.1
1,39,33,2010,27,42,33.3
2,39,33,2010,48,56.5,37.1
0,39,33,2011,3,4.5,2.6
1,39,33,2011,28,42.9,26.3
2,39,33,2011,20,34.6,26
0,39,33,2012,2,2,2.5
1,39,33,2012,45,53,42.7
2,39,33,2012,62,55.2,53.6
0,39,33,2013,2,2.2,1.8
1,39,33,2013,42,61.2,49
2,39,33,2013,85,75.1,76.3
0,39,33,2014,14,13.1,10.9
1,39,33,2014,112,88.9,116.6
2,39,33,2014,112,92.5,109.5
0,39,33,2015,17,22.7,13.7
1,39,33,2015,84,90.1,109.6
2,39,33,2015,117,112.5,107.7
0,39,33,2016,14,19.2,11.4
1,39,33,2016,170,104.1,132.6
2,39,33,2016,77,76.3,92.2
0,39,35,2010,23,23,19
1,39,35,2010,408,431.7,422
2,39,35,2010,462,792.5,484.5
0,39,35,2011,16,19.6,18.6
1,39,35,2011,352,415.2,399.6
2,39,35,2011,537,837.5,518.5
0,39,35,2012,31,30.1,28.5
1,39,35,2012,716,746.8,636.3
2,39,35,2012,1877,2085.3,1394.7
0,39,35,2013,36,67,47.5
1,39,35,2013,698,714.3,691.7
2,39,35,2013,2277,2322.2,1687.7
0,39,35,2014,161,123.6,132.6
1,39,35,2014,665,655,665
2,39,35,2014,2703,2373.5,2259.6
0,39,35,2015,420,352.9,394.1
1,39,35,2015,686,682.6,901
2,39,35,2015,2771,2486.7,2721.6
0,39,35,2016,1946,1169,1210.3
1,39,35,2016,729,850.7,921
2,39,35,2016,2735,2528,2753
0,39,37,2010,3,4,4
1,39,37,2010,7,16.9,12.3
2,39,37,2010,20,21.5,20
0,39,37,2011,9,7.5,5.4
1,39,37,2011,28,24.4,24
2,39,37,2011,31,29.7,27.7
0,39,37,2012,1,2.2,3
1,39,37,2012,9,9.6,13.1
2,39,37,2012,21,23.1,29
0,39,37,2013,3,3.3,3.4
1,39,37,2013,13,23.8,20.5
2,39,37,2013,62,52,58.4
0,39,37,2014,6,4.6,5.4
1,39,37,2014,23,36.3,21
2,39,37,2014,109,95.9,99.7
0,39,37,2015,13,14.5,7.1
1,39,37,2015,13,30.4,19.7
2,39,37,2015,110,94.9,104.8
0,39,37,2016,36,27.3,25.6
1,39,37,2016,13,13.5,16.4
2,39,37,2016,32,33.1,58.3
0,39,39,2010,5,5,4.9
1,39,39,2010,71,54.8,61.3
2,39,39,2010,24,34.5,24.4
0,39,39,2011,6,4.7,4.9
1,39,39,2011,54,45.9,52.8
2,39,39,2011,23,30.3,23.9
0,39,39,2012,1,1.7,1.7
1,39,39,2012,48,41.3,49.2
2,39,39,2012,12,22.1,17.9
0,39,39,2013,4,4.3,3
1,39,39,2013,55,43.7,51.5
2,39,39,2013,44,55.5,32.7
0,39,39,2014,17,13.9,11.6
1,39,39,2014,43,64.1,40.2
2,39,39,2014,132,131.1,124
0,39,39,2015,38,34.9,34.4
1,39,39,2015,67,70.1,50.4
2,39,39,2015,164,154.3,141.5
0,39,39,2016,51,44.4,36
1,39,39,2016,46,79.9,46.6
2,39,39,2016,123,116.4,119.2
0,39,41,2010,15,12.8,9.7
1,39,41,2010,127,124.8,268.9
2,39,41,2010,1123,702.2,751.3
0,39,41,2011,7,6.8,6.6
1,39,41,2011,126,209,268.2
2,39,41,2011,550,520.7,579.4
0,39,41,2012,10,6.7,8.9
1,39,41,2012,91,86.6,93
2,39,41,2012,124,182.4,175.2
0,39,41,2013,3,4.2,4.8
1,39,41,2013,60,63.1,77.1
2,39,41,2013,167,153.3,158.7
0,39,41,2014,16,13.8,13.6
1,39,41,2014,107,101,101.1
2,39,41,2014,170,184.6,174.3
0,39,41,2015,16,16.4,14.1
1,39,41,2015,101,146.3,101.5
2,39,41,2015,216,199.3,202.2
0,39,41,2016,25,42,20.2
1,39,41,2016,100,96.8,100.1
2,39,41,2016,158,157.7,176.6
0,39,43,2010,10,9.6,10.7
1,39,43,2010,74,85.1,70.8
2,39,43,2010,30,63.9,34.4
0,39,43,2011,16,12.9,15.1
1,39,43,2011,113,105,107.7
2,39,43,2011,78,86.8,75.4
0,39,43,2012,13,13.3,12.3
1,39,43,2012,130,104.9,123.2
2,39,43,2012,107,93.6,97.6
0,39,43,2013,9,11.7,12.6
1,39,43,2013,126,125.2,126.8
2,39,43,2013,167,146.3,154.4
0,39,43,2014,17,32.3,19
1,39,43,2014,95,99.5,122.9
2,39,43,2014,292,218.8,215.3
0,39,43,2015,58,66.9,36.4
1,39,43,2015,115,124.4,128.2
2,39,43,2015,278,203.5,249.9
0,39,43,2016,186,83.4,130.9
1,39,43,2016,124,120,117.5
2,39,43,2016,199,191.7,194.4
0,39,45,2010,3,7.7,9.1
1,39,45,2010,125,102.2,143.4
2,39,45,2010,186,157.9,178.6
0,39,45,2011,20,15.7,14.6
1,39,45,2011,210,166,194.4
2,39,45,2011,149,166.5,184.8
0,39,45,2012,11,11.7,9.2
1,39,45,2012,243,181,229.6
2,39,45,2012,209,211.6,224.7
0,39,45,2013,7,8.4,8.1
1,39,45,2013,176,172.5,209.5
2,39,45,2013,264,253.4,248.9
0,39,45,2014,8,7.5,12.9
1,39,45,2014,155,147.3,155.7
2,39,45,2014,148,161,184.2
0,39,45,2015,36,33.2,29.2
1,39,45,2015,211,163.6,207.4
2,39,45,2015,277,252.7,251.6
0,39,45,2016,21,33.6,14.9
1,39,45,2016,184,158.1,186.2
2,39,45,2016,195,164.7,202.1
0,39,47,2011,4,5.5,3.1
1,39,47,2011,28,24.9,25.6
2,39,47,2011,24,25.4,21.5
0,39,47,2012,1,4,1.5
1,39,47,2012,22,22.8,20.7
2,39,47,2012,29,30.5,22.9
0,39,47,2014,25,18,16.5
1,39,47,2014,24,32.6,23.9
2,39,47,2014,105,72.1,88.8
0,39,47,2015,27,23,26.7
1,39,47,2015,29,33.9,26
2,39,47,2015,84,70.3,84
0,39,47,2016,49,55.5,29.8
1,39,47,2016,34,47.6,31.1
2,39,47,2016,76,70.3,74.7
0,39,49,2010,20,32.4,27.8
1,39,49,2010,465,534.7,409.8
2,39,49,2010,327,783.8,354.6
0,39,49,2011,37,36.4,32.9
1,39,49,2011,725,621,711
2,39,49,2011,697,742.8,697
0,39,49,2012,30,53.1,36.2
1,39,49,2012,727,732,749
2,39,49,2012,777,1360.6,753
0,39,49,2013,61,64.2,54.8
1,39,49,2013,967,867.9,905.6
2,39,49,2013,1190,1529,1010.4
0,39,49,2014,75,85,63.5
1,39,49,2014,1170,1044.8,1049.1
2,39,49,2014,1525,1558.7,1451.7
0,39,49,2015,148,166.8,118.8
1,39,49,2015,973,947.8,990.6
2,39,49,2015,1685,1638.7,1581.5
0,39,49,2016,280,298.3,168.8
1,39,49,2016,958,963,963.4
2,39,49,2016,1688,1989.7,1615.6
0,39,51,2010,1,2.4,2.8
1,39,51,2010,7,29.9,8.2
2,39,51,2010,5,10.6,9.3
0,39,51,2011,1,2,2.2
1,39,51,2011,7,7,7.2
2,39,51,2011,18,18.9,15.4
0,39,51,2012,6,4.7,5
1,39,51,2012,18,17.7,15.8
2,39,51,2012,17,32.8,15.9
0,39,51,2013,2,2.2,3.1
1,39,51,2013,17,16.2,15.2
2,39,51,2013,25,24.8,26.1
0,39,51,2014,1,6,1.9
1,39,51,2014,8,15.4,11.7
2,39,51,2014,27,22.2,26.3
0,39,51,2015,7,7.3,6.6
1,39,51,2015,20,17.7,18.5
2,39,51,2015,14,17.9,15.3
0,39,51,2016,9,8,5.6
1,39,51,2016,11,13.6,13.7
2,39,51,2016,11,17.3,11
0,39,53,2010,4,3.6,3.4
1,39,53,2010,228,228,216.4
2,39,53,2010,8,86.9,73.4
0,39,53,2011,5,4,4.3
1,39,53,2011,170,137.3,142.8
2,39,53,2011,5,12.7,28.2
0,39,53,2012,1,1.9,1.2
1,39,53,2012,57,47.1,59
2,39,53,2012,16,15.7,16.8
0,39,53,2013,2,2.3,1.8
1,39,53,2013,62,52.8,61
2,39,53,2013,57,57.7,45.2
0,39,53,2014,6,4.9,5.2
1,39,53,2014,61,66.2,75.1
2,39,53,2014,120,106.3,107.8
0,39,53,2015,17,17.4,11.3
1,39,53,2015,101,97.7,94.9
2,39,53,2015,171,134.7,133.9
0,39,53,2016,31,20.2,26.6
1,39,53,2016,70,84.1,72.2
2,39,53,2016,137,78,119.9
0,39,55,2010,1,2.4,2.8
1,39,55,2010,19,17,19
2,39,55,2010,6,13.9,6.9
0,39,55,2014,6,7.5,5.2
1,39,55,2014,38,36.5,29.1
2,39,55,2014,72,59,62.1
0,39,55,2015,18,17.2,13.5
1,39,55,2015,23,28.8,23.5
2,39,55,2015,83,81.9,67.6
0,39,55,2016,53,39,18.8
1,39,55,2016,6,12.4,16.5
2,39,55,2016,56,60.3,60.4
0,39,57,2010,6,8,6
1,39,57,2010,68,81.8,68.5
2,39,57,2010,88,89.2,98.4
0,39,57,2011,7,6.6,7
1,39,57,2011,76,84.4,71.7
2,39,57,2011,96,105.4,102.4
0,39,57,2012,5,5.5,6.6
1,39,57,2012,49,74,58.1
2,39,57,2012,136,153.7,131.9
0,39,57,2013,15,12.9,12
1,39,57,2013,86,86.3,91.2
2,39,57,2013,175,147.2,181
0,39,57,2014,45,38.2,11.5
1,39,57,2014,79,76.3,80
2,39,57,2014,235,205.4,192.4
0,39,57,2015,67,57.1,54.4
1,39,57,2015,82,86.4,102.2
2,39,57,2015,292,244.6,253.4
0,39,57,2016,146,112.9,101.2
1,39,57,2016,126,117.6,134.2
2,39,57,2016,153,202.2,155.8
0,39,59,2010,6,6,6.9
1,39,59,2010,70,59.1,73.9
2,39,59,2010,14,31.2,15.5
0,39,59,2012,2,3.2,4.8
1,39,59,2012,86,87,86.4
2,39,59,2012,11,44.9,14
0,39,59,2013,2,4.1,2.1
1,39,59,2013,102,101.9,95
2,39,59,2013,42,56.9,49.3
0,39,59,2014,6,5,4.1
1,39,59,2014,180,150.8,142.7
2,39,59,2014,80,91.3,86.1
0,39,59,2015,12,16.1,9.8
1,39,59,2015,134,132.7,131
2,39,59,2015,158,132.4,113.1
0,39,59,2016,27,26.3,19.6
1,39,59,2016,121,108.4,123.3
2,39,59,2016,126,106.5,115.3
0,39,61,2010,112,94.6,244.9
1,39,61,2010,1599,1073.8,1279.5
2,39,61,2010,1917,2224.9,2186.8
0,39,61,2011,77,79.9,89.2
1,39,61,2011,624,688.4,889.5
2,39,61,2011,2248,2214.4,2319.2
0,39,61,2012,46,74,56.6
1,39,61,2012,543,597.5,670.2
2,39,61,2012,3291,3157.6,2978.1
0,39,61,2013,55,230.9,69.4
1,39,61,2013,516,489.5,505.4
2,39,61,2013,3458,3407.9,3453.5
0,39,61,2014,235,354.7,180.1
1,39,61,2014,463,464.5,494.8
2,39,61,2014,3686,3640.4,3688.5
0,39,61,2015,1592,1145,1268.6
1,39,61,2015,484,477.2,700.4
2,39,61,2015,4167,3690.9,4106.6
0,39,61,2016,2842,2042,2182.9
1,39,61,2016,458,1173.7,1525
2,39,61,2016,4525,4373.3,4381.8
0,39,63,2010,3,4,2.8
1,39,63,2010,89,93.3,89.6
2,39,63,2010,32,67.4,41.1
0,39,63,2011,3,3.3,2.2
1,39,63,2011,108,97.7,102.9
2,39,63,2011,34,43.9,43.8
0,39,63,2012,2,4.6,2.2
1,39,63,2012,92,81.2,98.4
2,39,63,2012,58,75.3,55.8
0,39,63,2013,3,3.1,2.8
1,39,63,2013,89,77.6,91.1
2,39,63,2013,86,88,77.1
0,39,63,2014,14,7.8,11.4
1,39,63,2014,110,112.6,107.9
2,39,63,2014,136,125.8,134.5
0,39,63,2015,42,31.4,36.7
1,39,63,2015,131,135.4,124.7
2,39,63,2015,200,173,160.8
0,39,63,2016,105,75.8,53.4
1,39,63,2016,120,129.9,122.4
2,39,63,2016,133,139.5,145.4
0,39,65,2010,3,5.9,4.3
1,39,65,2010,74,87,71.6
2,39,65,2010,113,102.8,99.3
0,39,65,2011,1,2.7,3
1,39,65,2011,55,63.8,64
2,39,65,2011,107,97.6,100.4
0,39,65,2012,3,4,2.6
1,39,65,2012,67,73.4,73.9
2,39,65,2012,129,98.8,111.2
0,39,65,2014,4,6.4,3.5
1,39,65,2014,26,40.9,35.9
2,39,65,2014,77,77.9,78.9
0,39,65,2015,13,12.8,10.1
1,39,65,2015,35,55.4,30.7
2,39,65,2015,87,83.7,87
0,39,65,2016,12,10.3,7.1
1,39,65,2016,18,40,21.8
2,39,65,2016,65,54.3,78.2
0,39,67,2016,2,2.1,1.6
1,39,67,2016,15,13.2,14.4
2,39,67,2016,4,5.5,6.5
0,39,69,2011,4,3.1,3.4
1,39,69,2011,9,9.1,8
2,39,69,2011,8,8.5,8
0,39,69,2012,1,1.8,1.6
1,39,69,2012,6,6.5,6.3
2,39,69,2012,6,6.5,6.4
0,39,69,2015,3,2.7,2.7
1,39,69,2015,6,11,7.4
2,39,69,2015,11,20.1,11.8
0,39,69,2016,2,2,2.1
1,39,69,2016,3,4.4,6.6
2,39,69,2016,4,8,10.2
0,39,71,2010,8,7,6.1
1,39,71,2010,94,91.6,88.9
2,39,71,2010,92,84,91.2
0,39,71,2011,5,5.5,4.8
1,39,71,2011,36,50.4,50.9
2,39,71,2011,120,106,92.4
0,39,71,2012,6,5.6,4.5
1,39,71,2012,45,45,44.5
2,39,71,2012,58,55.4,66.8
0,39,71,2013,2,6,5.3
1,39,71,2013,42,48.9,48.4
2,39,71,2013,84,61.5,88.9
0,39,71,2014,34,21.2,24.7
1,39,71,2014,50,66,46.8
2,39,71,2014,115,84.8,118.9
0,39,71,2015,27,24.4,22
1,39,71,2015,27,102.4,30.7
2,39,71,2015,154,106.8,134.5
0,39,71,2016,66,58.4,36.1
1,39,71,2016,18,57.6,20.7
2,39,71,2016,105,92.4,117.8
0,39,73,2013,1,1.7,3.5
1,39,73,2013,31,28.5,27.4
2,39,73,2013,25,23,25.6
0,39,73,2014,3,2.8,2.8
1,39,73,2014,33,29.3,29.5
2,39,73,2014,15,19.3,18.8
0,39,73,2015,2,1.8,2
1,39,73,2015,22,26.9,22.6
2,39,73,2015,20,20.9,20.8
0,39,73,2016,5,5.4,3.8
1,39,73,2016,55,45.7,42.2
2,39,73,2016,33,36.7,32.8
0,39,75,2010,1,2.9,2.1
1,39,75,2010,11,9.5,11.4
2,39,75,2010,5,4.4,4.7
0,39,75,2011,3,2.6,2.6
1,39,75,2011,16,18.5,18.1
2,39,75,2011,1,6,2.9
0,39,75,2012,1,1.9,1.7
1,39,75,2012,31,22.3,25.6
2,39,75,2012,1,4.5,5.9
0,39,75,2015,4,3.5,3.6
1,39,75,2015,5,5,4.4
2,39,75,2015,8,7.5,10.3
0,39,75,2016,2,2.6,2.2
1,39,75,2016,2,7.9,3.5
2,39,75,2016,3,12,8.8
0,39,77,2010,2,1.9,3.9
1,39,77,2010,47,49.2,45.2
2,39,77,2010,38,41,47
0,39,77,2011,4,4.3,4.1
1,39,77,2011,48,63.8,63
2,39,77,2011,83,80.6,78.5
0,39,77,2012,4,3.7,4
1,39,77,2012,63,77.5,79.9
2,39,77,2012,106,94.6,99.1
0,39,77,2013,6,4.4,5.9
1,39,77,2013,80,87.4,94.3
2,39,77,2013,119,112.7,111.5
0,39,77,2014,6,6.3,4.9
1,39,77,2014,101,100.2,104.5
2,39,77,2014,132,132,127.9
0,39,77,2015,25,19.5,23
1,39,77,2015,131,119.9,121.6
2,39,77,2015,161,151.7,151.1
0,39,77,2016,70,54.9,56.2
1,39,77,2016,97,98.4,104.2
2,39,77,2016,91,97.7,109.7
0,39,79,2010,7,6.4,6.9
