,YYYY,FIPS,DrugReports,Tag
3661,2011,39041,5,1.0
3662,2011,39041,6,1.0
3663,2011,42045,44,1.0
3664,2011,42045,13,1.0
3665,2011,42045,8,0.0
3666,2011,51051,6,1.0
3667,2011,51051,32,1.0
3668,2011,51051,2,0.0
3669,2011,51053,2,1.0
3670,2011,21061,1,1.0
3671,2011,39043,45,1.0
3672,2011,39043,25,1.0
3673,2011,51059,1,0.0
3674,2011,51059,200,1.0
3675,2011,51059,7,1.0
3676,2011,39045,18,0.0
3677,2011,51061,4,1.0
3678,2011,51061,19,1.0
3679,2011,21071,100,1.0
3680,2011,21071,1,1.0
3681,2011,51063,3,1.0
3682,2011,51065,17,0.0
3683,2011,21073,65,1.0
3684,2011,21073,9,1.0
3685,2011,39049,697,2.0
3686,2011,39049,3,0.0
3687,2011,39049,5,0.0
3688,2011,42055,2,0.0
3689,2011,42055,1,0.0
3690,2011,51069,84,2.0
3691,2011,51069,38,1.0
3692,2011,51069,1,0.0
3693,2011,21075,2,1.0
3694,2011,21077,5,1.0
3695,2011,39053,6,1.0
3696,2011,39055,9,2.0
3697,2011,54021,4,2.0
3698,2011,51073,3,2.0
3699,2011,21081,1,0.0
3700,2011,21083,2,0.0
3701,2011,51077,2,0.0
3702,2011,21087,2,1.0
3703,2011,42059,2,1.0
3704,2011,42059,2,1.0
3705,2011,51081,1,0.0
3706,2011,21089,1,1.0
3707,2011,21089,3,1.0
3708,2011,39059,7,2.0
3709,2011,51083,18,1.0
3710,2011,39063,34,2.0
3711,2011,51085,60,2.0
3712,2011,51085,9,0.0
3713,2011,39065,39,1.0
3714,2011,42039,1,1.0
3715,2011,51047,16,1.0
3716,2011,51047,1,0.0
3717,2011,21057,1,1.0
3718,2011,21057,2,1.0
3719,2011,42041,14,2.0
3720,2011,42041,5,0.0
3721,2011,51049,2,0.0
3722,2011,39041,550,2.0
3723,2011,39041,6,0.0
3724,2011,42045,1,0.0
3725,2011,21061,5,1.0
3726,2011,21063,3,1.0
3727,2011,39043,1,1.0
3728,2011,39043,1,1.0
3729,2011,42049,2,0.0
3730,2011,42049,103,2.0
3731,2011,51057,1,1.0
3732,2011,21065,9,1.0
3733,2011,39045,18,1.0
3734,2011,39045,50,1.0
3735,2011,21067,291,1.0
3736,2011,21067,4,1.0
3737,2011,39047,24,2.0
3738,2011,21069,4,1.0
3739,2011,21069,4,1.0
3740,2011,21069,2,0.0
3741,2011,51063,3,1.0
3742,2011,51065,4,1.0
3743,2011,51065,1,0.0
3744,2011,21073,4,0.0
3745,2011,39049,5,1.0
3746,2011,42055,5,0.0
3747,2011,51067,1,1.0
3748,2011,51067,2,0.0
3749,2011,42057,3,1.0
3750,2011,21077,2,0.0
3751,2011,39053,5,2.0
3752,2011,39053,5,0.0
3753,2011,21079,20,1.0
3754,2011,21079,1,1.0
3755,2011,39055,4,1.0
3756,2011,51071,29,1.0
3757,2011,51071,1,0.0
3758,2011,21085,1,1.0
3759,2011,54025,21,1.0
3760,2011,54025,33,1.0
3761,2011,51081,2,1.0
3762,2011,51081,1,1.0
3763,2011,39059,1,1.0
3764,2011,51083,1,1.0
3765,2011,51085,2,1.0
3766,2011,21093,4,1.0
3767,2011,21093,54,1.0
3768,2011,21093,4,0.0
3769,2011,39065,2,1.0
3770,2011,54033,16,1.0
3771,2011,21099,1,1.0
3772,2011,21103,1,1.0
3773,2011,39069,7,1.0
3774,2011,51089,1,1.0
3775,2011,51089,24,1.0
3776,2011,39071,120,2.0
3777,2011,39071,5,0.0
3778,2011,39073,4,1.0
3779,2011,21107,16,1.0
3780,2011,39077,12,1.0
3781,2011,42063,3,1.0
3782,2011,51093,2,2.0
3783,2011,51093,1,0.0
3784,2011,39079,6,1.0
3785,2011,39079,2,1.0
3786,2011,39079,31,1.0
3787,2011,39079,8,1.0
3788,2011,21111,291,1.0
3789,2011,21111,257,1.0
3790,2011,21111,2,0.0
3791,2011,39081,2,1.0
3792,2011,21113,16,1.0
3793,2011,21115,4,0.0
3794,2011,54039,1,0.0
3795,2011,21117,16,0.0
3796,2011,51101,3,0.0
3797,2011,21121,69,1.0
3798,2011,21121,5,1.0
3799,2011,39083,7,2.0
3800,2011,42069,2,0.0
3801,2011,42069,376,2.0
3802,2011,42069,2,0.0
3803,2011,21125,17,1.0
3804,2011,21125,116,1.0
3805,2011,21125,3,1.0
3806,2011,42073,8,1.0
3807,2011,21129,10,0.0
3808,2011,51105,7,1.0
3809,2011,51105,1,1.0
3810,2011,21131,1,1.0
3811,2011,21133,51,1.0
3812,2011,21135,38,1.0
3813,2011,21141,1,1.0
3814,2011,39091,43,1.0
3815,2011,51023,31,1.0
3816,2011,21017,1,0.0
3817,2011,21019,8,1.0
3818,2011,42015,18,2.0
3819,2011,54007,2,1.0
3820,2011,54009,5,2.0
3821,2011,39015,14,1.0
3822,2011,51029,3,1.0
3823,2011,51029,1,0.0
3824,2011,21029,41,1.0
3825,2011,21031,1,1.0
3826,2011,39017,123,1.0
3827,2011,39017,29,1.0
3828,2011,51031,5,1.0
3829,2011,42025,10,1.0
3830,2011,51033,1,1.0
3831,2011,21041,32,1.0
3832,2011,51035,6,1.0
3833,2011,21043,127,1.0
3834,2011,21043,1,0.0
3835,2011,39021,5,1.0
3836,2011,39021,1,1.0
3837,2011,51037,1,1.0
3838,2011,42029,3,1.0
3839,2011,51041,48,1.0
3840,2011,51041,3,0.0
3841,2011,21049,6,2.0
3842,2011,21049,163,1.0
3843,2011,39023,3,1.0
3844,2011,51043,3,1.0
3845,2011,21051,1,1.0
3846,2011,39025,11,1.0
3847,2011,39027,65,2.0
3848,2011,42037,4,1.0
3849,2011,39029,1,0.0
3850,2011,39033,4,1.0
3851,2011,42039,11,1.0
3852,2011,51047,6,1.0
3853,2011,51047,3,1.0
3854,2011,21057,2,1.0
3855,2011,42041,1,1.0
3856,2011,39035,2,0.0
3857,2011,39035,8,1.0
3858,2011,39035,12,0.0
3859,2011,39037,31,2.0
3860,2011,39037,6,0.0
3861,2011,42043,205,2.0
3862,2011,42043,8,0.0
3863,2011,21059,1,0.0
3864,2011,21059,5,1.0
3865,2011,39039,22,1.0
3866,2011,39039,1,1.0
3867,2011,39041,29,1.0
3868,2011,42045,417,1.0
3869,2011,42045,9,1.0
3870,2011,51051,4,1.0
3871,2011,42047,1,2.0
3872,2011,42047,3,1.0
3873,2011,21063,1,1.0
3874,2011,39043,4,1.0
3875,2011,42049,15,1.0
3876,2011,51057,1,1.0
3877,2011,51061,10,1.0
3878,2011,51061,4,1.0
3879,2011,21067,1,1.0
3880,2011,21067,4,0.0
3881,2011,42051,34,1.0
3882,2011,54019,6,2.0
3883,2011,21069,31,1.0
3884,2011,21073,4,1.0
3885,2011,39049,13,1.0
3886,2011,39049,2,0.0
3887,2011,42055,7,1.0
3888,2011,51067,2,0.0
3889,2011,51069,10,1.0
3890,2011,51069,8,0.0
3891,2011,21075,6,1.0
3892,2011,42057,2,1.0
3893,2011,39053,46,1.0
3894,2011,39053,67,1.0
3895,2011,21079,2,1.0
3896,2011,51071,3,1.0
3897,2011,21081,4,2.0
3898,2011,21085,2,1.0
3899,2011,51077,1,1.0
3900,2011,54025,7,1.0
3901,2011,39057,96,2.0
3902,2011,51079,2,1.0
3903,2011,39059,2,1.0
3904,2011,51083,4,0.0
3905,2011,39061,55,1.0
3906,2011,54027,4,1.0
3907,2011,51650,20,2.0
3908,2011,39063,4,1.0
3909,2011,39063,3,0.0
3910,2011,54029,5,1.0
3911,2011,51085,1,1.0
3912,2011,21093,1,1.0
3913,2011,21093,31,1.0
3914,2011,21093,5,1.0
3915,2011,39065,1,1.0
3916,2011,39071,18,1.0
3917,2011,39071,3,1.0
3918,2011,39073,15,2.0
3919,2011,42061,2,0.0
3920,2011,39077,1,1.0
3921,2011,39077,4,0.0
3922,2011,21109,1,0.0
3923,2011,39079,2,1.0
3924,2011,51095,2,1.0
3925,2011,21111,27,1.0
3926,2011,42065,7,1.0
3927,2011,21115,38,1.0
3928,2011,54039,8,1.0
3929,2011,21117,6,0.0
3930,2011,21117,99,1.0
3931,2011,21117,9,1.0
3932,2011,51101,3,1.0
3933,2011,42069,2,1.0
3934,2011,39085,397,2.0
3935,2011,39085,12,0.0
3936,2011,42071,2,1.0
3937,2011,42071,4,0.0
3938,2011,21123,1,1.0
3939,2011,21125,3,1.0
3940,2011,39087,103,1.0
3941,2011,42075,24,1.0
3942,2011,21129,3,1.0
3943,2011,42077,1,0.0
3944,2011,21131,3,1.0
3945,2011,21133,5,0.0
3946,2011,39089,2,0.0
3947,2011,39089,6,1.0
3948,2011,39089,4,1.0
3949,2011,39089,2,0.0
3950,2011,39091,38,2.0
3951,2011,54045,29,1.0
3952,2011,39093,6,1.0
3953,2011,51107,3,0.0
3954,2011,51107,3,1.0
3955,2011,51107,6,1.0
3956,2011,51109,3,1.0
3957,2011,39095,13,1.0
3958,2011,51111,1,1.0
3959,2011,42079,1,0.0
3960,2011,42079,2,1.0
3961,2011,42079,2,0.0
3962,2011,42081,88,2.0
3963,2011,42081,2,0.0
3964,2011,39097,18,1.0
3965,2011,21155,1,1.0
3966,2011,54049,13,1.0
3967,2011,54049,1,1.0
3968,2011,54051,8,1.0
3969,2011,21161,24,1.0
3970,2011,21161,49,1.0
3971,2011,54053,1,2.0
3972,2011,51115,2,1.0
3973,2011,21147,25,1.0
3974,2011,21163,2,1.0
3975,2011,51117,3,1.0
3976,2011,39103,9,1.0
3977,2011,39105,27,1.0
3978,2011,39105,21,1.0
3979,2011,21165,4,1.0
3980,2011,21167,6,1.0
3981,2011,39107,13,1.0
3982,2011,39107,12,1.0
3983,2011,42085,1,0.0
3984,2011,42085,3,1.0
3985,2011,42085,2,0.0
3986,2011,54055,2,0.0
3987,2011,39109,72,2.0
3988,2011,39109,5,0.0
3989,2011,42087,5,1.0
3990,2011,21171,1,1.0
3991,2011,54063,5,1.0
3992,2011,21173,6,0.0
3993,2011,39113,193,1.0
3994,2011,51121,68,1.0
3995,2011,42093,1,1.0
3996,2011,54065,2,1.0
3997,2011,54065,6,1.0
3998,2011,54065,2,1.0
3999,2011,39117,1,1.0
4000,2011,39119,4,1.0
4001,2011,21179,16,1.0
4002,2011,21179,1,0.0
4003,2011,21181,1,0.0
4004,2011,54067,4,1.0
4005,2011,39121,2,1.0
4006,2011,42095,17,1.0
4007,2011,42097,1,1.0
4008,2011,21189,14,0.0
4009,2011,51141,8,1.0
4010,2011,51141,10,1.0
4011,2011,21193,3,1.0
4012,2011,42099,4,1.0
4013,2011,42101,281,1.0
4014,2011,42101,1,1.0
4015,2011,39129,45,2.0
4016,2011,39129,108,1.0
4017,2011,54031,1,1.0
4018,2011,54031,3,1.0
4019,2011,21099,1,2.0
4020,2011,21101,3,1.0
4021,2011,51087,10,1.0
4022,2011,51087,35,1.0
4023,2011,51087,7,0.0
4024,2011,39071,4,1.0
4025,2011,39071,9,1.0
4026,2011,39075,2,1.0
4027,2011,39075,2,1.0
4028,2011,21107,2,2.0
4029,2011,21107,1,0.0
4030,2011,42061,18,1.0
4031,2011,42063,87,2.0
4032,2011,42063,5,0.0
4033,2011,39079,2,0.0
4034,2011,54035,29,2.0
4035,2011,51095,5,1.0
4036,2011,51095,9,1.0
4037,2011,21111,17,1.0
4038,2011,39081,27,2.0
4039,2011,42065,56,2.0
4040,2011,42065,1,0.0
4041,2011,54037,3,2.0
4042,2011,21113,200,1.0
4043,2011,42067,4,1.0
4044,2011,51099,2,0.0
4045,2011,51099,17,1.0
4046,2011,51101,2,2.0
4047,2011,21119,2,0.0
4048,2011,39083,1,1.0
4049,2011,42069,7,1.0
4050,2011,39085,44,1.0
4051,2011,39085,24,0.0
4052,2011,42071,2,1.0
4053,2011,51103,6,1.0
4054,2011,21125,2,0.0
4055,2011,21127,15,1.0
4056,2011,42073,1,1.0
4057,2011,42075,8,1.0
4058,2011,51105,1,0.0
4059,2011,42077,350,2.0
4060,2011,42077,2,0.0
4061,2011,21131,18,1.0
4062,2011,21135,3,1.0
4063,2011,54041,2,1.0
4064,2011,39089,5,1.0
4065,2011,21137,17,1.0
4066,2011,21141,1,0.0
4067,2011,21141,9,1.0
4068,2011,39093,21,2.0
4069,2011,39093,2,0.0
4070,2011,51107,10,0.0
4071,2011,51107,11,0.0
4072,2011,51109,2,1.0
4073,2011,39095,1,1.0
4074,2011,51111,1,1.0
4075,2011,42079,3,1.0
4076,2011,42079,6,1.0
4077,2011,42081,9,1.0
4078,2011,42081,2,0.0
4079,2011,21151,117,1.0
4080,2011,39097,70,2.0
4081,2011,39097,1,0.0
4082,2011,39097,1,0.0
4083,2011,51113,2,1.0
4084,2011,21153,1,0.0
4085,2011,39099,4,1.0
4086,2011,39099,9,1.0
4087,2011,54051,11,2.0
4088,2011,54051,14,1.0
4089,2011,21159,2,2.0
4090,2011,21161,11,2.0
4091,2011,21145,16,1.0
4092,2011,54047,1,1.0
4093,2011,51117,1,0.0
4094,2011,39103,10,1.0
4095,2011,39103,10,1.0
4096,2011,21165,1,1.0
4097,2011,54055,1,0.0
4098,2011,54055,94,1.0
4099,2011,54055,2,1.0
4100,2011,39109,9,1.0
4101,2011,54057,1,0.0
4102,2011,54057,13,2.0
4103,2011,54057,1,0.0
4104,2011,39111,6,2.0
4105,2011,42089,2,1.0
4106,2011,42089,10,1.0
4107,2011,42091,7,1.0
4108,2011,42091,8,1.0
4109,2011,51121,3,2.0
4110,2011,51121,1,0.0
4111,2011,42093,11,2.0
4112,2011,21175,2,0.0
4113,2011,39115,1,1.0
4114,2011,21177,3,2.0
4115,2011,21177,4,0.0
4116,2011,51125,1,0.0
4117,2011,51700,16,2.0
4118,2011,39067,5,1.0
4119,2011,21099,3,1.0
4120,2011,21101,1,1.0
4121,2011,39071,1,1.0
4122,2011,39075,1,1.0
4123,2011,21107,1,1.0
4124,2011,42061,2,1.0
4125,2011,42063,34,1.0
4126,2011,42063,4,1.0
4127,2011,54035,19,1.0
4128,2011,21111,801,1.0
4129,2011,39081,19,1.0
4130,2011,42065,1,0.0
4131,2011,42065,22,1.0
4132,2011,42065,2,1.0
4133,2011,54037,11,1.0
4134,2011,21113,3,0.0
4135,2011,21115,2,1.0
4136,2011,42067,1,0.0
4137,2011,54039,3,0.0
4138,2011,21117,46,1.0
4139,2011,51099,6,2.0
4140,2011,51101,2,1.0
4141,2011,21119,32,1.0
4142,2011,21119,1,1.0
4143,2011,21121,4,1.0
4144,2011,39085,14,1.0
4145,2011,39085,3,1.0
4146,2011,39085,1,0.0
4147,2011,42071,359,2.0
4148,2011,51103,2,1.0
4149,2011,21123,2,1.0
4150,2011,21123,1,0.0
4151,2011,21125,179,1.0
4152,2011,21127,1,0.0
4153,2011,42073,1,1.0
4154,2011,42073,2,0.0
4155,2011,42075,14,1.0
4156,2011,21129,6,1.0
4157,2011,21129,1,0.0
4158,2011,51105,9,1.0
4159,2011,21131,1,0.0
4160,2011,21133,26,1.0
4161,2011,21133,63,1.0
4162,2011,39089,11,1.0
4163,2011,39089,56,1.0
4164,2011,21137,2,2.0
4165,2011,21137,9,0.0
4166,2011,21139,3,1.0
4167,2011,39095,18,1.0
4168,2011,42079,25,1.0
4169,2011,42079,18,1.0
4170,2011,42081,2,1.0
4171,2011,42081,1,1.0
4172,2011,42081,1,0.0
4173,2011,21151,3,2.0
4174,2011,21151,3,0.0
4175,2011,39097,49,1.0
4176,2011,39097,1,1.0
4177,2011,21153,7,1.0
4178,2011,21153,47,1.0
4179,2011,21153,1,1.0
4180,2011,51683,2,1.0
4181,2011,21155,1,1.0
4182,2011,21155,11,1.0
4183,2011,21157,1,0.0
4184,2011,21159,26,1.0
4185,2011,21145,5,2.0
4186,2011,21147,5,1.0
4187,2011,51117,2,1.0
4188,2011,39103,90,2.0
4189,2011,39105,13,2.0
4190,2011,39105,1,0.0
4191,2011,21167,2,0.0
4192,2011,39107,1,0.0
4193,2011,42085,33,1.0
4194,2011,39109,12,1.0
4195,2011,51119,1,1.0
4196,2011,54057,1,1.0
4197,2011,39111,5,1.0
4198,2011,42089,1,1.0
4199,2011,39113,1,0.0
4200,2011,39113,4,1.0
4201,2011,42091,1,1.0
4202,2011,42091,5,1.0
4203,2011,51121,3,0.0
4204,2011,51121,24,1.0
4205,2011,51121,6,0.0
4206,2011,21175,55,1.0
4207,2011,54065,1,1.0
4208,2011,39117,14,1.0
4209,2011,39117,27,1.0
4210,2011,39117,1,1.0
4211,2011,21177,5,1.0
4212,2011,39119,6,2.0
4213,2011,39119,11,1.0
4214,2011,21179,9,1.0
4215,2011,21179,4,1.0
4216,2011,51125,2,1.0
4217,2011,51127,7,2.0
4218,2011,51127,1,0.0
4219,2011,54045,4,1.0
4220,2011,54045,3,1.0
4221,2011,39093,2,1.0
4222,2011,51109,6,2.0
4223,2011,39095,197,1.0
4224,2011,39095,19,1.0
4225,2011,51111,2,1.0
4226,2011,42079,38,1.0
4227,2011,21143,5,1.0
4228,2011,39097,9,1.0
4229,2011,39097,5,1.0
4230,2011,39099,1,0.0
4231,2011,39099,373,2.0
4232,2011,39099,1,0.0
4233,2011,21155,4,0.0
4234,2011,39101,37,1.0
4235,2011,39101,2,1.0
4236,2011,21145,1,1.0
4237,2011,21147,1,1.0
4238,2011,54047,15,1.0
4239,2011,21163,11,1.0
4240,2011,51117,1,2.0
4241,2011,51117,1,0.0
4242,2011,21165,10,1.0
4243,2011,21167,70,1.0
4244,2011,54055,9,2.0
4245,2011,51119,1,1.0
4246,2011,42087,5,1.0
4247,2011,54059,8,1.0
4248,2011,54061,35,1.0
4249,2011,39111,2,1.0
4250,2011,21173,12,2.0
4251,2011,39113,146,1.0
4252,2011,39113,3,1.0
4253,2011,51121,4,1.0
4254,2011,21175,1,1.0
4255,2011,21175,6,1.0
4256,2011,39115,1,0.0
4257,2011,21177,29,1.0
4258,2011,21177,1,1.0
4259,2011,51127,2,1.0
4260,2011,54067,3,1.0
4261,2011,42097,3,1.0
4262,2011,51133,2,1.0
4263,2011,54069,1,1.0
4264,2011,21185,9,2.0
4265,2011,39123,2,1.0
4266,2011,51141,2,1.0
4267,2011,51141,2,1.0
4268,2011,21193,78,0.0
4269,2011,39127,9,1.0
4270,2011,42099,23,2.0
4271,2011,42099,2,0.0
4272,2011,42101,9,1.0
4273,2011,42101,5,0.0
4274,2011,21195,3,1.0
4275,2011,39131,36,1.0
4276,2011,39131,1,1.0
4277,2011,42103,9,1.0
4278,2011,42103,4,1.0
4279,2011,42103,5,1.0
4280,2011,51143,8,1.0
4281,2011,51143,1,1.0
4282,2011,54075,19,1.0
4283,2011,54075,3,1.0
4284,2011,21197,13,1.0
4285,2011,51147,1,0.0
4286,2011,51149,1,1.0
4287,2011,51149,1,1.0
4288,2011,51149,11,1.0
4289,2011,51149,1,0.0
4290,2011,21199,2,1.0
4291,2011,51155,9,1.0
4292,2011,54081,3,0.0
4293,2011,54081,1,0.0
4294,2011,51770,6,0.0
4295,2011,51770,57,2.0
4296,2011,51770,2,0.0
4297,2011,51163,1,1.0
4298,2011,39141,1,1.0
4299,2011,21205,5,1.0
4300,2011,21207,2,1.0
4301,2011,51167,21,1.0
4302,2011,51167,37,1.0
4303,2011,51167,15,1.0
4304,2011,42107,3,0.0
4305,2011,42107,78,2.0
4306,2011,42107,5,0.0
4307,2011,51169,35,1.0
4308,2011,51169,3,1.0
4309,2011,51169,87,1.0
4310,2011,51169,10,1.0
4311,2011,39147,6,1.0
4312,2011,39147,1,1.0
4313,2011,39147,7,1.0
4314,2011,39149,2,0.0
4315,2011,39149,48,2.0
4316,2011,51171,10,1.0
4317,2011,51171,24,1.0
4318,2011,51171,2,0.0
4319,2011,39085,15,1.0
4320,2011,42071,18,1.0
4321,2011,42071,6,1.0
4322,2011,42071,1,0.0
4323,2011,21127,6,1.0
4324,2011,42073,8,2.0
4325,2011,42073,71,1.0
4326,2011,42073,1,0.0
4327,2011,21129,79,1.0
4328,2011,42077,1,1.0
4329,2011,21131,11,1.0
4330,2011,21131,2,0.0
4331,2011,54041,4,2.0
4332,2011,54041,1,0.0
4333,2011,39089,484,2.0
4334,2011,39089,2,0.0
4335,2011,51107,1,1.0
4336,2011,51107,52,1.0
4337,2011,51107,8,1.0
4338,2011,51107,1,0.0
4339,2011,51109,1,1.0
4340,2011,51109,3,1.0
4341,2011,51109,3,0.0
4342,2011,39095,6,1.0
4343,2011,42079,369,2.0
4344,2011,42079,1,0.0
4345,2011,21151,1,1.0
4346,2011,51113,3,1.0
4347,2011,39099,3,1.0
4348,2011,39099,80,1.0
4349,2011,39099,120,1.0
4350,2011,51683,1,1.0
4351,2011,54049,2,1.0
4352,2011,21157,2,1.0
4353,2011,54051,8,1.0
4354,2011,54051,3,1.0
4355,2011,51690,1,1.0
4356,2011,42083,1,0.0
4357,2011,21149,3,1.0
4358,2011,51117,1,1.0
4359,2011,39103,3,1.0
4360,2011,39103,36,1.0
4361,2011,39103,4,0.0
4362,2011,39105,1,1.0
4363,2011,54055,2,1.0
4364,2011,39109,1,1.0
4365,2011,39111,1,0.0
4366,2011,42089,79,2.0
4367,2011,42089,7,0.0
4368,2011,21173,2,1.0
4369,2011,39113,2,0.0
4370,2011,42091,32,1.0
4371,2011,39115,6,1.0
4372,2011,39115,11,1.0
4373,2011,39117,13,2.0
4374,2011,39117,1,0.0
4375,2011,39119,1,1.0
4376,2011,21179,1,1.0
4377,2011,21179,1,1.0
4378,2011,42095,234,2.0
4379,2011,51131,2,1.0
4380,2011,42097,1,0.0
4381,2011,51133,1,0.0
4382,2011,51135,5,1.0
4383,2011,21185,7,1.0
4384,2011,21185,1,0.0
4385,2011,21185,7,1.0
4386,2011,51137,17,1.0
4387,2011,21187,5,1.0
4388,2011,21189,4,1.0
4389,2011,51139,4,1.0
4390,2011,51141,12,1.0
4391,2011,51141,8,0.0
4392,2011,39125,4,1.0
4393,2011,21191,1,1.0
4394,2011,21193,1,1.0
4395,2011,21193,90,1.0
4396,2011,21193,10,0.0
4397,2011,39127,7,1.0
4398,2011,42099,14,1.0
4399,2011,42099,1,0.0
4400,2011,42101,2,0.0
4401,2011,42103,4,1.0
4402,2011,39133,5,1.0
4403,2011,42105,1,1.0
4404,2011,21197,71,1.0
4405,2011,51145,4,1.0
4406,2011,51145,1,1.0
4407,2011,54077,2,1.0
4408,2011,51147,5,1.0
4409,2011,51149,1,2.0
4410,2011,51153,16,1.0
4411,2011,51155,3,2.0
4412,2011,51155,20,0.0
4413,2011,39137,2,1.0
4414,2011,51157,1,2.0
4415,2011,51157,2,0.0
4416,2011,39139,4,1.0
4417,2011,39139,2,1.0
4418,2011,51760,2,1.0
4419,2011,39077,5,1.0
4420,2011,21109,2,1.0
4421,2011,51095,4,1.0
4422,2011,21111,52,0.0
4423,2011,21111,26,0.0
4424,2011,39081,2,1.0
4425,2011,21115,61,1.0
4426,2011,21115,1,1.0
4427,2011,54039,9,1.0
4428,2011,54039,5,1.0
4429,2011,54039,5,0.0
4430,2011,54039,91,1.0
4431,2011,54039,5,1.0
4432,2011,51099,4,1.0
4433,2011,21121,1,2.0
4434,2011,39083,12,1.0
4435,2011,39083,2,1.0
4436,2011,42069,32,1.0
4437,2011,42071,2,1.0
4438,2011,39087,2,2.0
4439,2011,42073,9,1.0
4440,2011,42073,1,0.0
4441,2011,42073,2,1.0
4442,2011,42075,40,2.0
4443,2011,42075,2,0.0
4444,2011,21129,1,1.0
4445,2011,42077,14,1.0
4446,2011,42077,6,1.0
4447,2011,42077,3,1.0
4448,2011,21133,1,0.0
4449,2011,21135,1,0.0
4450,2011,39089,7,0.0
4451,2011,21141,1,0.0
4452,2011,39091,19,1.0
4453,2011,39091,1,0.0
4454,2011,51107,3,1.0
4455,2011,51107,18,1.0
4456,2011,51107,1,0.0
4457,2011,51109,17,1.0
4458,2011,51109,1,1.0
4459,2011,39095,8,0.0
4460,2011,42079,4,0.0
4461,2011,21151,8,1.0
4462,2011,21151,2,1.0
4463,2011,39097,1,1.0
4464,2011,21153,1,0.0
4465,2011,39099,3,1.0
4466,2011,39099,2,0.0
4467,2011,21155,5,1.0
4468,2011,39101,61,2.0
4469,2011,39101,2,0.0
4470,2011,54049,8,1.0
4471,2011,54049,11,1.0
4472,2011,21157,1,1.0
4473,2011,21157,11,1.0
4474,2011,54051,1,1.0
4475,2011,21161,1,0.0
4476,2011,54053,1,0.0
4477,2011,42083,1,0.0
4478,2011,42083,3,2.0
4479,2011,21163,5,1.0
4480,2011,21163,11,1.0
4481,2011,51117,9,1.0
4482,2011,51117,1,1.0
4483,2011,39103,8,1.0
4484,2011,39105,1,1.0
4485,2011,39105,1,1.0
4486,2011,39107,94,2.0
4487,2011,42085,14,1.0
4488,2011,54055,182,1.0
4489,2011,54055,41,1.0
4490,2011,42087,5,2.0
4491,2011,42087,1,0.0
4492,2011,54061,7,2.0
4493,2011,21171,5,1.0
4494,2011,54063,4,1.0
4495,2011,21173,2,1.0
4496,2011,21173,1,0.0
4497,2011,39113,1593,2.0
4498,2011,39113,65,0.0
4499,2011,51121,1,1.0
4500,2011,51121,8,1.0
4501,2011,39115,1,1.0
4502,2011,39117,6,0.0
4503,2011,21177,2,1.0
4504,2011,39119,1,1.0
4505,2011,39121,2,1.0
4506,2011,39121,1,1.0
4507,2011,39121,1,0.0
4508,2011,42095,7,0.0
4509,2011,42097,6,1.0
4510,2011,51135,2,1.0
4511,2011,54069,3,1.0
4512,2011,21185,15,1.0
4513,2011,51137,4,1.0
4514,2011,21187,2,1.0
4515,2011,51139,7,1.0
4516,2011,54071,2,1.0
4517,2011,21193,229,1.0
4518,2011,21193,6,1.0
4519,2011,39127,3,1.0
4520,2011,54031,3,1.0
4521,2011,54031,3,1.0
4522,2011,54033,15,2.0
4523,2011,54033,5,1.0
4524,2011,51087,2,0.0
4525,2011,51087,5,1.0
4526,2011,51087,24,1.0
4527,2011,39069,2,1.0
4528,2011,51089,1,2.0
4529,2011,51089,1,0.0
4530,2011,39073,13,1.0
4531,2011,39075,6,1.0
4532,2011,21107,1,1.0
4533,2011,39077,5,1.0
4534,2011,42063,10,1.0
4535,2011,42063,1,0.0
4536,2011,51093,1,1.0
4537,2011,51093,1,0.0
4538,2011,21109,29,1.0
4539,2011,21109,1,0.0
4540,2011,21109,62,1.0
4541,2011,51095,3,1.0
4542,2011,21111,33,1.0
4543,2011,21111,5,0.0
4544,2011,21111,238,2.0
4545,2011,21111,7,0.0
4546,2011,39081,11,1.0
4547,2011,21113,1,1.0
4548,2011,42067,2,2.0
4549,2011,21117,242,2.0
4550,2011,51099,5,1.0
4551,2011,51099,2,0.0
4552,2011,39083,2,1.0
4553,2011,42069,21,1.0
4554,2011,42069,1,0.0
4555,2011,39085,77,1.0
4556,2011,39085,5,1.0
4557,2011,42071,18,1.0
4558,2011,42071,52,1.0
4559,2011,51103,1,0.0
4560,2011,21125,2,2.0
4561,2011,21125,1,0.0
4562,2011,51105,12,1.0
4563,2011,42077,31,1.0
4564,2011,21135,1,0.0
4565,2011,54041,2,1.0
4566,2011,39089,10,1.0
4567,2011,21137,1,1.0
4568,2011,21141,6,1.0
4569,2011,39091,1,1.0
4570,2011,39093,1,0.0
4571,2011,39093,1,1.0
4572,2011,51107,1,0.0
4573,2011,51109,2,1.0
4574,2011,39095,9,1.0
4575,2011,39095,301,2.0
4576,2011,42081,12,1.0
4577,2011,42081,3,1.0
4578,2011,21153,1,1.0
4579,2011,39099,29,1.0
4580,2011,39101,9,1.0
4581,2011,54049,64,2.0
4582,2011,21157,1,0.0
4583,2011,54051,2,0.0
4584,2011,54053,3,1.0
4585,2011,54053,3,1.0
4586,2011,21145,22,1.0
4587,2011,21145,11,0.0
4588,2011,21147,1,2.0
4589,2011,54047,9,1.0
4590,2011,42083,5,1.0
4591,2011,42083,4,1.0
