,YYYY,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7,0
2065,9.0,0,1,1,0,0,0,0,0,1,0,1,0,0,5.5
2066,10.0,0,1,1,0,0,0,0,0,1,0,1,0,0,5.5
2067,11.0,0,1,1,0,0,0,0,0,1,0,1,0,0,5.5
2068,12.0,0,1,1,0,0,0,0,0,1,0,1,0,0,5.5
2069,13.0,0,1,1,0,0,0,0,0,1,0,1,0,0,5.5
2070,14.0,0,1,1,0,0,0,0,0,1,0,1,0,0,5.5
2071,15.0,0,1,1,0,0,0,0,0,1,0,1,0,0,26.7
2072,9.0,1,0,1,0,0,0,0,0,1,0,1,0,0,26.7
2073,10.0,1,0,1,0,0,0,0,0,1,0,1,0,0,26.7
2074,11.0,1,0,1,0,0,0,0,0,1,0,1,0,0,26.7
2075,12.0,1,0,1,0,0,0,0,0,1,0,1,0,0,26.7
2076,13.0,1,0,1,0,0,0,0,0,1,0,1,0,0,70.4
2077,8.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2078,9.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2079,10.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2080,11.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2081,12.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2082,13.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2083,14.0,0,0,0,0,0,0,0,0,1,0,1,0,1,70.4
2084,15.0,0,0,0,0,0,0,0,0,1,0,1,0,1,14.0
2085,8.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2086,9.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2087,10.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2088,11.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2089,12.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2090,13.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2091,14.0,0,1,0,0,0,0,0,0,1,0,1,0,1,14.0
2092,15.0,0,1,0,0,0,0,0,0,1,0,1,0,1,30.1
2093,8.0,1,0,0,0,0,0,0,0,1,0,1,0,1,30.1
2094,10.0,1,0,0,0,0,0,0,0,1,0,1,0,1,30.1
2095,11.0,1,0,0,0,0,0,0,0,1,0,1,0,1,30.1
2096,12.0,1,0,0,0,0,0,0,0,1,0,1,0,1,30.1
2097,13.0,1,0,0,0,0,0,0,0,1,0,1,0,1,30.1
2098,14.0,1,0,0,0,0,0,0,0,1,0,1,0,1,30.1
2099,15.0,1,0,0,0,0,0,0,0,1,0,1,0,1,560.2
2100,8.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2101,9.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2102,10.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2103,11.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2104,12.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2105,13.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2106,14.0,0,0,0,0,1,0,0,0,1,0,1,0,1,560.2
2107,15.0,0,0,0,0,1,0,0,0,1,0,1,0,1,76.6
2108,8.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2109,9.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2110,10.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2111,11.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2112,12.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2113,13.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2114,14.0,0,1,0,0,1,0,0,0,1,0,1,0,1,76.6
2115,15.0,0,1,0,0,1,0,0,0,1,0,1,0,1,660.9
2116,8.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2117,9.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2118,10.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2119,11.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2120,12.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2121,13.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2122,14.0,1,0,0,0,1,0,0,0,1,0,1,0,1,660.9
2123,15.0,1,0,0,0,1,0,0,0,1,0,1,0,1,310.9
2124,8.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2125,9.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2126,10.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2127,11.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2128,12.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2129,13.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2130,14.0,0,0,0,1,0,0,0,0,1,0,1,0,1,310.9
2131,15.0,0,0,0,1,0,0,0,0,1,0,1,0,1,100.1
2132,8.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2133,9.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2134,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2135,11.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2136,12.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2137,13.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2138,14.0,0,1,0,1,0,0,0,0,1,0,1,0,1,100.1
2139,15.0,0,1,0,1,0,0,0,0,1,0,1,0,1,532.6
2140,8.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2141,9.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2142,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2143,11.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2144,12.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2145,13.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2146,14.0,1,0,0,1,0,0,0,0,1,0,1,0,1,532.6
2147,15.0,1,0,0,1,0,0,0,0,1,0,1,0,1,10.1
2148,8.0,0,0,0,1,1,0,0,0,1,0,1,0,1,10.1
2149,9.0,0,0,0,1,1,0,0,0,1,0,1,0,1,10.1
2150,11.0,0,0,0,1,1,0,0,0,1,0,1,0,1,10.1
2151,12.0,0,0,0,1,1,0,0,0,1,0,1,0,1,10.1
2152,14.0,0,0,0,1,1,0,0,0,1,0,1,0,1,10.1
2153,15.0,0,0,0,1,1,0,0,0,1,0,1,0,1,4.8
2154,8.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2155,9.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2156,10.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2157,11.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2158,12.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2159,13.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2160,14.0,0,1,0,1,1,0,0,0,1,0,1,0,1,4.8
2161,15.0,0,1,0,1,1,0,0,0,1,0,1,0,1,36.6
2162,8.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2163,9.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2164,10.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2165,11.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2166,12.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2167,13.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2168,14.0,1,0,0,1,1,0,0,0,1,0,1,0,1,36.6
2169,15.0,1,0,0,1,1,0,0,0,1,0,1,0,1,6.7
2170,12.0,0,1,1,0,0,0,0,0,1,0,1,0,1,106.8
2171,8.0,0,0,0,0,0,0,0,0,1,0,1,1,0,106.8
2172,9.0,0,0,0,0,0,0,0,0,1,0,1,1,0,106.8
2173,10.0,0,0,0,0,0,0,0,0,1,0,1,1,0,106.8
2174,11.0,0,0,0,0,0,0,0,0,1,0,1,1,0,106.8
2175,13.0,0,0,0,0,0,0,0,0,1,0,1,1,0,106.8
2176,14.0,0,0,0,0,0,0,0,0,1,0,1,1,0,9.2
2177,8.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2178,9.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2179,10.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2180,11.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2181,12.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2182,13.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2183,14.0,0,1,0,0,0,0,0,0,1,0,1,1,0,9.2
2184,15.0,0,1,0,0,0,0,0,0,1,0,1,1,0,30.1
2185,9.0,1,0,0,0,0,0,0,0,1,0,1,1,0,30.1
2186,14.0,1,0,0,0,0,0,0,0,1,0,1,1,0,568.0
2187,8.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2188,9.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2189,10.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2190,11.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2191,12.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2192,13.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2193,14.0,0,0,0,0,1,0,0,0,1,0,1,1,0,568.0
2194,15.0,0,0,0,0,1,0,0,0,1,0,1,1,0,123.3
2195,8.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2196,9.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2197,10.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2198,11.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2199,12.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2200,13.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2201,14.0,0,1,0,0,1,0,0,0,1,0,1,1,0,123.3
2202,15.0,0,1,0,0,1,0,0,0,1,0,1,1,0,147.0
2203,8.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2204,9.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2205,10.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2206,11.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2207,12.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2208,13.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2209,14.0,1,0,0,0,1,0,0,0,1,0,1,1,0,147.0
2210,15.0,1,0,0,0,1,0,0,0,1,0,1,1,0,376.9
2211,8.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2212,9.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2213,10.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2214,11.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2215,12.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2216,13.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2217,14.0,0,0,0,1,0,0,0,0,1,0,1,1,0,376.9
2218,15.0,0,0,0,1,0,0,0,0,1,0,1,1,0,370.7
2219,8.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2220,9.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2221,10.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2222,11.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2223,12.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2224,13.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2225,14.0,0,1,0,1,0,0,0,0,1,0,1,1,0,370.7
2226,15.0,0,1,0,1,0,0,0,0,1,0,1,1,0,661.6
2227,8.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2228,9.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2229,10.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2230,11.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2231,12.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2232,13.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2233,14.0,1,0,0,1,0,0,0,0,1,0,1,1,0,661.6
2234,15.0,1,0,0,1,0,0,0,0,1,0,1,1,0,288.2
2235,8.0,0,0,0,1,1,0,0,0,1,0,1,1,0,288.2
2236,9.0,0,0,0,1,1,0,0,0,1,0,1,1,0,288.2
2237,12.0,0,0,0,1,1,0,0,0,1,0,1,1,0,288.2
2238,15.0,0,0,0,1,1,0,0,0,1,0,1,1,0,17.8
2239,8.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2240,9.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2241,10.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2242,11.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2243,12.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2244,13.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2245,14.0,0,1,0,1,1,0,0,0,1,0,1,1,0,17.8
2246,15.0,0,1,0,1,1,0,0,0,1,0,1,1,0,36.4
2247,8.0,1,0,0,1,1,0,0,0,1,0,1,1,0,36.4
2248,11.0,1,0,0,1,1,0,0,0,1,0,1,1,0,36.4
2249,12.0,1,0,0,1,1,0,0,0,1,0,1,1,0,36.4
2250,15.0,1,0,0,1,1,0,0,0,1,0,1,1,0,33.0
2251,8.0,0,0,1,0,0,0,0,0,1,0,1,1,0,33.0
2252,10.0,0,0,1,0,0,0,0,0,1,0,1,1,0,33.0
2253,11.0,0,0,1,0,0,0,0,0,1,0,1,1,0,33.0
2254,12.0,0,0,1,0,0,0,0,0,1,0,1,1,0,33.0
2255,14.0,0,0,1,0,0,0,0,0,1,0,1,1,0,33.0
2256,15.0,0,0,1,0,0,0,0,0,1,0,1,1,0,42.1
2257,8.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2258,9.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2259,10.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2260,11.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2261,12.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2262,13.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2263,14.0,0,1,1,0,0,0,0,0,1,0,1,1,0,42.1
2264,15.0,0,1,1,0,0,0,0,0,1,0,1,1,0,24.2
2265,10.0,1,0,1,0,0,0,0,0,1,0,1,1,0,24.2
2266,11.0,1,0,1,0,0,0,0,0,1,0,1,1,0,24.2
2267,12.0,1,0,1,0,0,0,0,0,1,0,1,1,0,24.2
2268,13.0,1,0,1,0,0,0,0,0,1,0,1,1,0,24.2
2269,14.0,1,0,1,0,0,0,0,0,1,0,1,1,0,24.2
2270,15.0,1,0,1,0,0,0,0,0,1,0,1,1,0,61.1
2271,8.0,0,0,0,0,0,0,0,0,1,0,1,1,1,61.1
2272,12.0,0,0,0,0,0,0,0,0,1,0,1,1,1,61.1
2273,14.0,0,0,0,0,0,0,0,0,1,0,1,1,1,23.9
2274,8.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2275,9.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2276,10.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2277,11.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2278,12.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2279,13.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2280,14.0,0,1,0,0,0,0,0,0,1,0,1,1,1,23.9
2281,15.0,0,1,0,0,0,0,0,0,1,0,1,1,1,2.6
2282,9.0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.6
2283,10.0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.6
2284,11.0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.6
2285,12.0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.6
2286,13.0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.6
2287,14.0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.6
2288,15.0,1,0,0,0,0,0,0,0,1,0,1,1,1,77.5
2289,9.0,0,0,0,0,1,0,0,0,1,0,1,1,1,77.5
2290,10.0,0,0,0,0,1,0,0,0,1,0,1,1,1,77.5
2291,12.0,0,0,0,0,1,0,0,0,1,0,1,1,1,77.5
2292,13.0,0,0,0,0,1,0,0,0,1,0,1,1,1,77.5
2293,14.0,0,0,0,0,1,0,0,0,1,0,1,1,1,77.5
2294,15.0,0,0,0,0,1,0,0,0,1,0,1,1,1,18.8
2295,8.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2296,9.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2297,10.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2298,11.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2299,12.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2300,13.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2301,14.0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.8
2302,15.0,0,1,0,0,1,0,0,0,1,0,1,1,1,59.2
2303,8.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2304,9.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2305,10.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2306,11.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2307,12.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2308,13.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2309,14.0,1,0,0,0,1,0,0,0,1,0,1,1,1,59.2
2310,15.0,1,0,0,0,1,0,0,0,1,0,1,1,1,118.2
2311,8.0,0,0,0,1,0,0,0,0,1,0,1,1,1,118.2
2312,11.0,0,0,0,1,0,0,0,0,1,0,1,1,1,118.2
2313,12.0,0,0,0,1,0,0,0,0,1,0,1,1,1,118.2
2314,14.0,0,0,0,1,0,0,0,0,1,0,1,1,1,118.2
2315,15.0,0,0,0,1,0,0,0,0,1,0,1,1,1,150.6
2316,8.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2317,9.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2318,10.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2319,11.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2320,12.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2321,13.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2322,14.0,0,1,0,1,0,0,0,0,1,0,1,1,1,150.6
2323,15.0,0,1,0,1,0,0,0,0,1,0,1,1,1,100.1
2324,8.0,1,0,0,1,0,0,0,0,1,0,1,1,1,100.1
2325,9.0,1,0,0,1,0,0,0,0,1,0,1,1,1,100.1
2326,12.0,1,0,0,1,0,0,0,0,1,0,1,1,1,100.1
2327,13.0,1,0,0,1,0,0,0,0,1,0,1,1,1,100.1
2328,14.0,1,0,0,1,0,0,0,0,1,0,1,1,1,100.1
2329,15.0,1,0,0,1,0,0,0,0,1,0,1,1,1,45.9
2330,8.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2331,9.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2332,10.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2333,11.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2334,12.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2335,13.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2336,14.0,0,0,0,1,1,0,0,0,1,0,1,1,1,45.9
2337,15.0,0,0,0,1,1,0,0,0,1,0,1,1,1,34.6
2338,8.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2339,9.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2340,10.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2341,11.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2342,12.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2343,13.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2344,14.0,0,1,0,1,1,0,0,0,1,0,1,1,1,34.6
2345,15.0,0,1,0,1,1,0,0,0,1,0,1,1,1,77.1
2346,8.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2347,9.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2348,10.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2349,11.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2350,12.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2351,13.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2352,14.0,1,0,0,1,1,0,0,0,1,0,1,1,1,77.1
2353,15.0,1,0,0,1,1,0,0,0,1,0,1,1,1,41.9
2354,8.0,0,0,1,0,0,0,0,0,1,0,1,1,1,41.9
2355,10.0,0,0,1,0,0,0,0,0,1,0,1,1,1,41.9
2356,12.0,0,0,1,0,0,0,0,0,1,0,1,1,1,41.9
2357,13.0,0,0,1,0,0,0,0,0,1,0,1,1,1,41.9
2358,14.0,0,0,1,0,0,0,0,0,1,0,1,1,1,24.7
2359,8.0,0,1,1,0,0,0,0,0,1,0,1,1,1,24.7
2360,9.0,0,1,1,0,0,0,0,0,1,0,1,1,1,24.7
2361,10.0,0,1,1,0,0,0,0,0,1,0,1,1,1,24.7
2362,11.0,0,1,1,0,0,0,0,0,1,0,1,1,1,24.7
2363,12.0,0,1,1,0,0,0,0,0,1,0,1,1,1,24.7
2364,13.0,0,1,1,0,0,0,0,0,1,0,1,1,1,24.7
2365,14.0,0,1,1,0,0,0,0,0,1,0,1,1,1,85.5
2366,11.0,1,0,1,0,0,0,0,0,1,0,1,1,1,85.5
2367,14.0,1,0,1,0,0,0,0,0,1,0,1,1,1,18.9
2368,8.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2369,9.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2370,10.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2371,11.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2372,12.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2373,13.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2374,14.0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.9
2375,15.0,0,0,0,0,0,0,0,0,1,1,0,0,0,32.5
2376,8.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2377,9.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2378,10.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2379,11.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2380,12.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2381,13.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2382,14.0,0,1,0,0,0,0,0,0,1,1,0,0,0,32.5
2383,15.0,0,1,0,0,0,0,0,0,1,1,0,0,0,50.8
2384,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.8
2385,10.0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.8
2386,11.0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.8
2387,12.0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.8
2388,13.0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.8
2389,14.0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.8
2390,15.0,1,0,0,0,0,0,0,0,1,1,0,0,0,473.1
2391,8.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2392,9.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2393,10.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2394,11.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2395,12.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2396,13.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2397,14.0,0,0,0,0,1,0,0,0,1,1,0,0,0,473.1
2398,15.0,0,0,0,0,1,0,0,0,1,1,0,0,0,532.7
2399,8.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2400,9.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2401,10.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2402,11.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2403,12.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2404,13.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2405,14.0,0,1,0,0,1,0,0,0,1,1,0,0,0,532.7
2406,15.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1388.4
2407,8.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2408,9.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2409,10.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2410,11.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2411,12.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2412,13.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2413,14.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1388.4
2414,15.0,1,0,0,0,1,0,0,0,1,1,0,0,0,102.2
2415,8.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2416,9.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2417,10.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2418,11.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2419,12.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2420,13.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2421,14.0,0,0,0,1,0,0,0,0,1,1,0,0,0,102.2
2422,15.0,0,0,0,1,0,0,0,0,1,1,0,0,0,42.6
2423,8.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2424,9.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2425,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2426,11.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2427,12.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2428,13.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2429,14.0,0,1,0,1,0,0,0,0,1,1,0,0,0,42.6
2430,15.0,0,1,0,1,0,0,0,0,1,1,0,0,0,144.2
2431,8.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2432,9.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2433,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2434,11.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2435,12.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2436,13.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2437,14.0,1,0,0,1,0,0,0,0,1,1,0,0,0,144.2
2438,15.0,1,0,0,1,0,0,0,0,1,1,0,0,0,5.0
2439,8.0,0,0,0,1,1,0,0,0,1,1,0,0,0,5.0
