0,1,2,HC_YEAR,target
0,21,199,2013,2
1,21,199,2013,101
2,21,199,2013,6
0,21,199,2014,5
1,21,199,2014,95
2,21,199,2014,9
0,21,199,2015,9
1,21,199,2015,220
2,21,199,2015,62
0,21,199,2016,17
1,21,199,2016,134
2,21,199,2016,40
0,21,201,2010,1
1,21,201,2010,5
0,21,201,2012,2
1,21,201,2012,6
0,21,201,2015,2
1,21,201,2015,4
0,21,203,2010,8
1,21,203,2010,97
2,21,203,2010,1
0,21,203,2011,6
1,21,203,2011,121
2,21,203,2011,1
0,21,203,2012,5
1,21,203,2012,64
0,21,203,2013,1
1,21,203,2013,52
0,21,203,2014,6
1,21,203,2014,110
2,21,203,2014,23
0,21,203,2015,3
1,21,203,2015,136
2,21,203,2015,7
0,21,203,2016,3
1,21,203,2016,51
2,21,203,2016,9
0,21,205,2010,3
1,21,205,2010,185
0,21,205,2011,4
1,21,205,2011,143
2,21,205,2011,1
0,21,205,2012,5
1,21,205,2012,111
2,21,205,2012,13
0,21,205,2013,2
1,21,205,2013,64
2,21,205,2013,22
0,21,205,2015,6
1,21,205,2015,120
2,21,205,2015,36
0,21,205,2016,11
1,21,205,2016,19
2,21,205,2016,50
0,21,207,2010,4
1,21,207,2010,30
0,21,207,2012,1
1,21,207,2012,26
0,21,209,2010,2
1,21,209,2010,72
2,21,209,2010,4
0,21,209,2012,3
1,21,209,2012,110
2,21,209,2012,22
0,21,209,2013,1
1,21,209,2013,169
2,21,209,2013,41
0,21,209,2014,4
1,21,209,2014,76
2,21,209,2014,47
0,21,209,2015,2
1,21,209,2015,5
2,21,209,2015,9
0,21,209,2016,15
1,21,209,2016,34
2,21,209,2016,57
0,21,211,2010,1
1,21,211,2010,12
0,21,211,2012,1
1,21,211,2012,6
2,21,211,2012,3
0,21,211,2013,1
1,21,211,2013,7
2,21,211,2013,23
0,21,211,2014,1
1,21,211,2014,11
2,21,211,2014,50
0,21,211,2015,3
1,21,211,2015,14
2,21,211,2015,57
0,21,211,2016,18
1,21,211,2016,12
2,21,211,2016,33
0,21,213,2011,4
1,21,213,2011,22
0,21,213,2012,1
1,21,213,2012,33
0,21,213,2013,2
1,21,213,2013,27
0,21,213,2014,1
1,21,213,2014,16
2,21,213,2014,2
0,21,213,2015,1
1,21,213,2015,16
2,21,213,2015,1
0,21,213,2016,2
1,21,213,2016,17
0,21,215,2010,1
1,21,215,2010,2
0,21,215,2013,1
1,21,215,2013,3
2,21,215,2013,3
0,21,215,2015,1
1,21,215,2015,1
2,21,215,2015,4
0,21,215,2016,1
1,21,215,2016,2
2,21,215,2016,10
0,21,217,2010,1
1,21,217,2010,52
0,21,217,2011,1
1,21,217,2011,50
0,21,217,2012,2
1,21,217,2012,27
2,21,217,2012,6
0,21,217,2014,4
1,21,217,2014,15
2,21,217,2014,21
0,21,217,2015,4
1,21,217,2015,29
2,21,217,2015,11
0,21,217,2016,10
1,21,217,2016,13
2,21,217,2016,33
0,21,219,2011,2
1,21,219,2011,6
0,21,221,2010,1
1,21,221,2010,5
0,21,221,2012,1
1,21,221,2012,3
0,21,221,2014,1
1,21,221,2014,7
0,21,223,2013,1
1,21,223,2013,20
2,21,223,2013,8
0,21,223,2014,3
1,21,223,2014,15
2,21,223,2014,2
0,21,223,2016,1
1,21,223,2016,2
2,21,223,2016,2
0,21,225,2016,1
1,21,225,2016,6
2,21,225,2016,1
0,21,227,2010,9
1,21,227,2010,48
2,21,227,2010,4
0,21,227,2011,5
1,21,227,2011,61
0,21,227,2012,6
1,21,227,2012,59
2,21,227,2012,1
0,21,227,2013,4
1,21,227,2013,64
2,21,227,2013,10
0,21,227,2014,4
1,21,227,2014,25
2,21,227,2014,6
0,21,227,2015,3
1,21,227,2015,36
2,21,227,2015,3
0,21,227,2016,10
1,21,227,2016,34
2,21,227,2016,11
0,21,229,2010,2
1,21,229,2010,14
0,21,231,2010,6
1,21,231,2010,67
0,21,231,2011,8
1,21,231,2011,47
2,21,231,2011,2
0,21,231,2012,5
1,21,231,2012,36
2,21,231,2012,2
0,21,231,2014,2
1,21,231,2014,41
2,21,231,2014,4
0,21,231,2015,1
1,21,231,2015,34
2,21,231,2015,4
0,21,231,2016,4
1,21,231,2016,57
2,21,231,2016,5
0,21,233,2010,1
1,21,233,2010,11
2,21,233,2010,2
0,21,233,2012,1
1,21,233,2012,5
0,21,233,2013,1
1,21,233,2013,14
0,21,233,2014,1
1,21,233,2014,11
2,21,233,2014,1
0,21,233,2015,1
0,21,233,2016,1
1,21,233,2016,4
0,21,235,2010,18
1,21,235,2010,292
2,21,235,2010,3
0,21,235,2011,6
1,21,235,2011,136
2,21,235,2011,1
0,21,235,2012,7
1,21,235,2012,318
0,21,235,2013,8
1,21,235,2013,270
2,21,235,2013,3
0,21,235,2014,4
1,21,235,2014,146
2,21,235,2014,3
0,21,235,2015,3
1,21,235,2015,61
2,21,235,2015,1
0,21,235,2016,6
1,21,235,2016,40
2,21,235,2016,2
0,21,237,2010,1
1,21,237,2010,17
0,21,237,2011,1
1,21,237,2011,34
0,21,237,2012,1
1,21,237,2012,26
0,21,237,2013,1
1,21,237,2013,9
0,21,237,2015,3
1,21,237,2015,20
2,21,237,2015,1
0,21,239,2011,3
1,21,239,2011,13
2,21,239,2011,1
0,21,239,2012,3
1,21,239,2012,67
2,21,239,2012,6
0,21,239,2013,2
1,21,239,2013,14
2,21,239,2013,8
0,21,239,2014,4
1,21,239,2014,16
2,21,239,2014,10
0,21,239,2015,1
1,21,239,2015,7
2,21,239,2015,23
0,21,239,2016,5
1,21,239,2016,18
2,21,239,2016,11
0,39,1,2010,14
1,39,1,2010,201
2,39,1,2010,50
0,39,1,2011,7
1,39,1,2011,76
2,39,1,2011,60
0,39,1,2012,3
1,39,1,2012,57
2,39,1,2012,115
0,39,1,2013,2
1,39,1,2013,49
2,39,1,2013,61
0,39,1,2014,9
1,39,1,2014,62
2,39,1,2014,93
0,39,1,2015,22
1,39,1,2015,43
2,39,1,2015,95
0,39,1,2016,35
1,39,1,2016,38
2,39,1,2016,111
0,39,3,2010,5
1,39,3,2010,92
2,39,3,2010,43
0,39,3,2011,11
1,39,3,2011,116
2,39,3,2011,63
0,39,3,2012,5
1,39,3,2012,124
2,39,3,2012,78
0,39,3,2013,9
1,39,3,2013,119
2,39,3,2013,168
0,39,3,2014,7
1,39,3,2014,121
2,39,3,2014,182
0,39,3,2015,36
1,39,3,2015,63
2,39,3,2015,219
0,39,3,2016,68
1,39,3,2016,55
2,39,3,2016,117
0,39,5,2010,10
1,39,5,2010,79
2,39,5,2010,82
0,39,5,2011,7
1,39,5,2011,80
2,39,5,2011,56
0,39,5,2012,6
1,39,5,2012,71
2,39,5,2012,76
0,39,5,2013,8
1,39,5,2013,68
2,39,5,2013,112
0,39,5,2014,21
1,39,5,2014,63
2,39,5,2014,106
0,39,5,2015,15
1,39,5,2015,84
2,39,5,2015,215
0,39,5,2016,62
1,39,5,2016,87
2,39,5,2016,184
0,39,7,2010,2
1,39,7,2010,76
2,39,7,2010,26
0,39,7,2011,6
1,39,7,2011,80
2,39,7,2011,50
0,39,7,2012,3
1,39,7,2012,76
2,39,7,2012,158
0,39,7,2013,8
1,39,7,2013,70
2,39,7,2013,182
0,39,7,2014,11
1,39,7,2014,122
2,39,7,2014,258
0,39,7,2015,29
1,39,7,2015,80
2,39,7,2015,306
0,39,7,2016,167
1,39,7,2016,84
2,39,7,2016,245
0,39,9,2010,12
1,39,9,2010,183
2,39,9,2010,72
0,39,9,2011,6
1,39,9,2011,210
2,39,9,2011,91
0,39,9,2012,3
1,39,9,2012,139
2,39,9,2012,108
0,39,9,2013,2
1,39,9,2013,127
2,39,9,2013,108
0,39,9,2014,6
1,39,9,2014,138
2,39,9,2014,138
0,39,9,2015,10
1,39,9,2015,101
2,39,9,2015,106
0,39,9,2016,11
1,39,9,2016,136
2,39,9,2016,89
0,39,11,2010,3
1,39,11,2010,17
2,39,11,2010,35
0,39,11,2011,3
1,39,11,2011,19
2,39,11,2011,22
0,39,11,2013,1
1,39,11,2013,21
2,39,11,2013,27
0,39,11,2014,4
1,39,11,2014,9
2,39,11,2014,23
0,39,11,2015,13
1,39,11,2015,12
2,39,11,2015,57
0,39,11,2016,20
1,39,11,2016,23
2,39,11,2016,18
0,39,13,2010,4
1,39,13,2010,34
0,39,13,2011,3
1,39,13,2011,102
2,39,13,2011,8
0,39,13,2012,2
1,39,13,2012,71
2,39,13,2012,26
0,39,13,2014,4
1,39,13,2014,138
2,39,13,2014,81
0,39,13,2015,11
1,39,13,2015,79
2,39,13,2015,108
0,39,13,2016,24
1,39,13,2016,72
2,39,13,2016,80
0,39,15,2010,6
1,39,15,2010,66
2,39,15,2010,14
0,39,15,2011,7
1,39,15,2011,51
2,39,15,2011,29
0,39,15,2012,4
1,39,15,2012,95
2,39,15,2012,26
0,39,15,2013,5
1,39,15,2013,51
2,39,15,2013,73
0,39,15,2014,8
1,39,15,2014,34
2,39,15,2014,70
0,39,15,2015,43
1,39,15,2015,77
2,39,15,2015,122
0,39,15,2016,32
1,39,15,2016,53
2,39,15,2016,73
0,39,17,2010,17
1,39,17,2010,254
2,39,17,2010,223
0,39,17,2011,23
1,39,17,2011,265
2,39,17,2011,235
0,39,17,2012,26
1,39,17,2012,250
2,39,17,2012,495
0,39,17,2013,27
1,39,17,2013,272
2,39,17,2013,684
0,39,17,2014,76
1,39,17,2014,224
2,39,17,2014,755
0,39,17,2015,152
1,39,17,2015,218
2,39,17,2015,708
0,39,17,2016,300
1,39,17,2016,229
2,39,17,2016,538
0,39,19,2010,1
1,39,19,2010,11
0,39,19,2012,1
1,39,19,2012,14
2,39,19,2012,8
0,39,19,2013,1
1,39,19,2013,11
2,39,19,2013,3
0,39,19,2016,4
1,39,19,2016,2
2,39,19,2016,6
0,39,21,2010,1
1,39,21,2010,41
2,39,21,2010,37
0,39,21,2012,1
1,39,21,2012,10
2,39,21,2012,29
0,39,21,2014,7
1,39,21,2014,23
2,39,21,2014,55
0,39,21,2015,50
1,39,21,2015,57
2,39,21,2015,95
0,39,21,2016,31
1,39,21,2016,19
2,39,21,2016,64
0,39,23,2014,3
1,39,23,2014,17
2,39,23,2014,29
0,39,23,2015,53
1,39,23,2015,68
2,39,23,2015,119
0,39,23,2016,106
1,39,23,2016,109
2,39,23,2016,173
0,39,25,2010,22
1,39,25,2010,160
2,39,25,2010,167
0,39,25,2011,13
1,39,25,2011,197
2,39,25,2011,271
0,39,25,2012,9
1,39,25,2012,134
2,39,25,2012,255
0,39,25,2013,10
1,39,25,2013,127
2,39,25,2013,236
0,39,25,2014,32
1,39,25,2014,82
2,39,25,2014,338
0,39,25,2015,109
1,39,25,2015,92
2,39,25,2015,292
0,39,25,2016,133
1,39,25,2016,135
2,39,25,2016,274
0,39,27,2010,8
1,39,27,2010,62
2,39,27,2010,68
0,39,27,2011,4
1,39,27,2011,48
2,39,27,2011,65
0,39,27,2012,6
1,39,27,2012,47
2,39,27,2012,87
0,39,27,2013,5
1,39,27,2013,25
2,39,27,2013,60
0,39,27,2014,16
1,39,27,2014,51
2,39,27,2014,101
0,39,27,2015,31
1,39,27,2015,78
2,39,27,2015,103
0,39,27,2016,70
1,39,27,2016,55
2,39,27,2016,70
0,39,29,2010,1
1,39,29,2010,26
2,39,29,2010,34
0,39,29,2011,1
1,39,29,2011,44
2,39,29,2011,51
0,39,29,2012,1
1,39,29,2012,46
2,39,29,2012,68
0,39,29,2013,3
1,39,29,2013,62
2,39,29,2013,141
0,39,29,2014,12
1,39,29,2014,114
2,39,29,2014,194
0,39,29,2015,22
1,39,29,2015,75
2,39,29,2015,203
0,39,29,2016,155
1,39,29,2016,99
2,39,29,2016,238
0,39,31,2010,1
1,39,31,2010,8
0,39,31,2011,1
1,39,31,2011,7
2,39,31,2011,11
0,39,31,2012,4
1,39,31,2012,16
2,39,31,2012,26
0,39,31,2013,1
1,39,31,2013,13
2,39,31,2013,33
0,39,31,2015,1
1,39,31,2015,16
2,39,31,2015,21
0,39,31,2016,1
1,39,31,2016,25
2,39,31,2016,12
0,39,33,2010,6
1,39,33,2010,27
2,39,33,2010,48
0,39,33,2011,3
1,39,33,2011,28
2,39,33,2011,20
0,39,33,2012,2
1,39,33,2012,45
2,39,33,2012,62
0,39,33,2013,2
1,39,33,2013,42
2,39,33,2013,85
0,39,33,2014,14
1,39,33,2014,112
2,39,33,2014,112
0,39,33,2015,17
1,39,33,2015,84
2,39,33,2015,117
0,39,33,2016,14
1,39,33,2016,170
2,39,33,2016,77
0,39,35,2010,23
1,39,35,2010,408
2,39,35,2010,462
0,39,35,2011,16
1,39,35,2011,352
2,39,35,2011,537
0,39,35,2012,31
1,39,35,2012,716
2,39,35,2012,1877
0,39,35,2013,36
1,39,35,2013,698
2,39,35,2013,2277
0,39,35,2014,161
1,39,35,2014,665
2,39,35,2014,2703
0,39,35,2015,420
1,39,35,2015,686
2,39,35,2015,2771
0,39,35,2016,1946
1,39,35,2016,729
2,39,35,2016,2735
0,39,37,2010,3
1,39,37,2010,7
2,39,37,2010,20
0,39,37,2011,9
1,39,37,2011,28
2,39,37,2011,31
0,39,37,2012,1
1,39,37,2012,9
2,39,37,2012,21
0,39,37,2013,3
1,39,37,2013,13
2,39,37,2013,62
0,39,37,2014,6
1,39,37,2014,23
2,39,37,2014,109
0,39,37,2015,13
1,39,37,2015,13
2,39,37,2015,110
0,39,37,2016,36
1,39,37,2016,13
2,39,37,2016,32
0,39,39,2010,5
1,39,39,2010,71
2,39,39,2010,24
0,39,39,2011,6
1,39,39,2011,54
2,39,39,2011,23
0,39,39,2012,1
1,39,39,2012,48
2,39,39,2012,12
0,39,39,2013,4
1,39,39,2013,55
2,39,39,2013,44
0,39,39,2014,17
1,39,39,2014,43
2,39,39,2014,132
0,39,39,2015,38
1,39,39,2015,67
2,39,39,2015,164
0,39,39,2016,51
1,39,39,2016,46
2,39,39,2016,123
0,39,41,2010,15
1,39,41,2010,127
2,39,41,2010,1123
0,39,41,2011,7
1,39,41,2011,126
2,39,41,2011,550
0,39,41,2012,10
1,39,41,2012,91
2,39,41,2012,124
0,39,41,2013,3
1,39,41,2013,60
2,39,41,2013,167
0,39,41,2014,16
1,39,41,2014,107
2,39,41,2014,170
0,39,41,2015,16
1,39,41,2015,101
2,39,41,2015,216
0,39,41,2016,25
1,39,41,2016,100
2,39,41,2016,158
0,39,43,2010,10
1,39,43,2010,74
2,39,43,2010,30
0,39,43,2011,16
1,39,43,2011,113
2,39,43,2011,78
0,39,43,2012,13
1,39,43,2012,130
2,39,43,2012,107
0,39,43,2013,9
1,39,43,2013,126
2,39,43,2013,167
0,39,43,2014,17
1,39,43,2014,95
2,39,43,2014,292
0,39,43,2015,58
1,39,43,2015,115
2,39,43,2015,278
0,39,43,2016,186
1,39,43,2016,124
2,39,43,2016,199
0,39,45,2010,3
1,39,45,2010,125
2,39,45,2010,186
0,39,45,2011,20
1,39,45,2011,210
2,39,45,2011,149
0,39,45,2012,11
1,39,45,2012,243
2,39,45,2012,209
0,39,45,2013,7
1,39,45,2013,176
2,39,45,2013,264
0,39,45,2014,8
1,39,45,2014,155
2,39,45,2014,148
0,39,45,2015,36
1,39,45,2015,211
2,39,45,2015,277
0,39,45,2016,21
1,39,45,2016,184
2,39,45,2016,195
0,39,47,2011,4
1,39,47,2011,28
2,39,47,2011,24
0,39,47,2012,1
1,39,47,2012,22
2,39,47,2012,29
0,39,47,2014,25
1,39,47,2014,24
2,39,47,2014,105
0,39,47,2015,27
1,39,47,2015,29
2,39,47,2015,84
0,39,47,2016,49
1,39,47,2016,34
2,39,47,2016,76
0,39,49,2010,20
1,39,49,2010,465
2,39,49,2010,327
0,39,49,2011,37
1,39,49,2011,725
2,39,49,2011,697
0,39,49,2012,30
1,39,49,2012,727
2,39,49,2012,777
0,39,49,2013,61
1,39,49,2013,967
2,39,49,2013,1190
0,39,49,2014,75
1,39,49,2014,1170
2,39,49,2014,1525
0,39,49,2015,148
1,39,49,2015,973
2,39,49,2015,1685
0,39,49,2016,280
1,39,49,2016,958
2,39,49,2016,1688
0,39,51,2010,1
1,39,51,2010,7
2,39,51,2010,5
0,39,51,2011,1
1,39,51,2011,7
2,39,51,2011,18
0,39,51,2012,6
1,39,51,2012,18
2,39,51,2012,17
0,39,51,2013,2
1,39,51,2013,17
2,39,51,2013,25
0,39,51,2014,1
1,39,51,2014,8
2,39,51,2014,27
0,39,51,2015,7
1,39,51,2015,20
2,39,51,2015,14
0,39,51,2016,9
1,39,51,2016,11
2,39,51,2016,11
0,39,53,2010,4
1,39,53,2010,228
2,39,53,2010,8
0,39,53,2011,5
1,39,53,2011,170
2,39,53,2011,5
0,39,53,2012,1
1,39,53,2012,57
2,39,53,2012,16
0,39,53,2013,2
1,39,53,2013,62
2,39,53,2013,57
0,39,53,2014,6
1,39,53,2014,61
2,39,53,2014,120
0,39,53,2015,17
1,39,53,2015,101
2,39,53,2015,171
0,39,53,2016,31
1,39,53,2016,70
2,39,53,2016,137
0,39,55,2010,1
1,39,55,2010,19
2,39,55,2010,6
0,39,55,2014,6
1,39,55,2014,38
2,39,55,2014,72
0,39,55,2015,18
1,39,55,2015,23
2,39,55,2015,83
0,39,55,2016,53
1,39,55,2016,6
2,39,55,2016,56
0,39,57,2010,6
1,39,57,2010,68
2,39,57,2010,88
0,39,57,2011,7
1,39,57,2011,76
2,39,57,2011,96
0,39,57,2012,5
1,39,57,2012,49
2,39,57,2012,136
0,39,57,2013,15
1,39,57,2013,86
2,39,57,2013,175
0,39,57,2014,45
1,39,57,2014,79
2,39,57,2014,235
0,39,57,2015,67
1,39,57,2015,82
2,39,57,2015,292
0,39,57,2016,146
1,39,57,2016,126
2,39,57,2016,153
0,39,59,2010,6
1,39,59,2010,70
2,39,59,2010,14
0,39,59,2012,2
1,39,59,2012,86
2,39,59,2012,11
0,39,59,2013,2
1,39,59,2013,102
2,39,59,2013,42
0,39,59,2014,6
1,39,59,2014,180
2,39,59,2014,80
0,39,59,2015,12
1,39,59,2015,134
2,39,59,2015,158
0,39,59,2016,27
1,39,59,2016,121
2,39,59,2016,126
0,39,61,2010,112
1,39,61,2010,1599
2,39,61,2010,1917
0,39,61,2011,77
1,39,61,2011,624
2,39,61,2011,2248
0,39,61,2012,46
1,39,61,2012,543
2,39,61,2012,3291
0,39,61,2013,55
1,39,61,2013,516
2,39,61,2013,3458
0,39,61,2014,235
1,39,61,2014,463
2,39,61,2014,3686
0,39,61,2015,1592
1,39,61,2015,484
2,39,61,2015,4167
0,39,61,2016,2842
1,39,61,2016,458
2,39,61,2016,4525
0,39,63,2010,3
1,39,63,2010,89
2,39,63,2010,32
0,39,63,2011,3
1,39,63,2011,108
2,39,63,2011,34
0,39,63,2012,2
1,39,63,2012,92
2,39,63,2012,58
0,39,63,2013,3
1,39,63,2013,89
2,39,63,2013,86
0,39,63,2014,14
1,39,63,2014,110
2,39,63,2014,136
0,39,63,2015,42
1,39,63,2015,131
2,39,63,2015,200
0,39,63,2016,105
1,39,63,2016,120
2,39,63,2016,133
0,39,65,2010,3
1,39,65,2010,74
2,39,65,2010,113
0,39,65,2011,1
1,39,65,2011,55
2,39,65,2011,107
0,39,65,2012,3
1,39,65,2012,67
2,39,65,2012,129
0,39,65,2014,4
1,39,65,2014,26
2,39,65,2014,77
0,39,65,2015,13
1,39,65,2015,35
2,39,65,2015,87
0,39,65,2016,12
1,39,65,2016,18
2,39,65,2016,65
0,39,67,2016,2
1,39,67,2016,15
2,39,67,2016,4
0,39,69,2011,4
1,39,69,2011,9
2,39,69,2011,8
0,39,69,2012,1
1,39,69,2012,6
2,39,69,2012,6
0,39,69,2015,3
1,39,69,2015,6
2,39,69,2015,11
0,39,69,2016,2
1,39,69,2016,3
2,39,69,2016,4
0,39,71,2010,8
1,39,71,2010,94
2,39,71,2010,92
0,39,71,2011,5
1,39,71,2011,36
2,39,71,2011,120
0,39,71,2012,6
1,39,71,2012,45
2,39,71,2012,58
0,39,71,2013,2
1,39,71,2013,42
2,39,71,2013,84
0,39,71,2014,34
1,39,71,2014,50
2,39,71,2014,115
0,39,71,2015,27
1,39,71,2015,27
2,39,71,2015,154
0,39,71,2016,66
1,39,71,2016,18
2,39,71,2016,105
0,39,73,2013,1
1,39,73,2013,31
2,39,73,2013,25
0,39,73,2014,3
1,39,73,2014,33
2,39,73,2014,15
0,39,73,2015,2
1,39,73,2015,22
2,39,73,2015,20
0,39,73,2016,5
1,39,73,2016,55
2,39,73,2016,33
0,39,75,2010,1
1,39,75,2010,11
2,39,75,2010,5
0,39,75,2011,3
1,39,75,2011,16
2,39,75,2011,1
0,39,75,2012,1
1,39,75,2012,31
2,39,75,2012,1
0,39,75,2015,4
1,39,75,2015,5
2,39,75,2015,8
0,39,75,2016,2
1,39,75,2016,2
2,39,75,2016,3
0,39,77,2010,2
1,39,77,2010,47
2,39,77,2010,38
0,39,77,2011,4
1,39,77,2011,48
2,39,77,2011,83
0,39,77,2012,4
1,39,77,2012,63
2,39,77,2012,106
0,39,77,2013,6
1,39,77,2013,80
2,39,77,2013,119
0,39,77,2014,6
1,39,77,2014,101
2,39,77,2014,132
0,39,77,2015,25
1,39,77,2015,131
2,39,77,2015,161
0,39,77,2016,70
1,39,77,2016,97
2,39,77,2016,91
0,39,79,2010,7
1,39,79,2010,190
2,39,79,2010,35
0,39,79,2011,2
1,39,79,2011,140
2,39,79,2011,50
0,39,79,2012,4
1,39,79,2012,100
2,39,79,2012,59
0,39,79,2013,4
1,39,79,2013,141
2,39,79,2013,74
0,39,79,2014,2
1,39,79,2014,167
2,39,79,2014,34
0,39,79,2015,9
1,39,79,2015,250
2,39,79,2015,69
0,39,79,2016,27
1,39,79,2016,208
2,39,79,2016,111
0,39,81,2010,3
1,39,81,2010,28
2,39,81,2010,13
0,39,81,2011,3
1,39,81,2011,67
2,39,81,2011,27
0,39,81,2012,1
1,39,81,2012,26
2,39,81,2012,59
0,39,81,2013,2
1,39,81,2013,26
2,39,81,2013,85
0,39,81,2014,4
1,39,81,2014,30
2,39,81,2014,98
0,39,81,2015,6
1,39,81,2015,26
2,39,81,2015,100
0,39,81,2016,14
1,39,81,2016,25
2,39,81,2016,102
0,39,83,2010,2
1,39,83,2010,7
2,39,83,2010,1
0,39,83,2012,3
1,39,83,2012,20
2,39,83,2012,34
0,39,83,2013,1
1,39,83,2013,37
2,39,83,2013,49
0,39,83,2014,1
1,39,83,2014,12
2,39,83,2014,24
0,39,83,2016,4
1,39,83,2016,10
2,39,83,2016,42
0,39,85,2010,44
1,39,85,2010,187
2,39,85,2010,193
0,39,85,2011,38
1,39,85,2011,164
2,39,85,2011,397
0,39,85,2012,39
1,39,85,2012,175
2,39,85,2012,489
0,39,85,2013,37
1,39,85,2013,186
2,39,85,2013,811
0,39,85,2014,52
1,39,85,2014,158
2,39,85,2014,721
0,39,85,2015,250
1,39,85,2015,231
2,39,85,2015,1065
0,39,85,2016,985
1,39,85,2016,268
2,39,85,2016,942
0,39,87,2014,3
1,39,87,2014,134
2,39,87,2014,26
0,39,87,2015,24
1,39,87,2015,104
2,39,87,2015,96
0,39,87,2016,14
1,39,87,2016,108
2,39,87,2016,66
0,39,89,2010,15
1,39,89,2010,181
2,39,89,2010,175
0,39,89,2011,13
1,39,89,2011,178
2,39,89,2011,484
0,39,89,2012,19
1,39,89,2012,210
2,39,89,2012,279
0,39,89,2013,7
1,39,89,2013,81
2,39,89,2013,196
0,39,89,2014,15
1,39,89,2014,124
2,39,89,2014,111
0,39,89,2015,26
1,39,89,2015,155
2,39,89,2015,167
0,39,89,2016,18
1,39,89,2016,113
2,39,89,2016,136
0,39,91,2011,1
1,39,91,2011,68
2,39,91,2011,38
0,39,91,2012,2
1,39,91,2012,6
2,39,91,2012,64
0,39,91,2014,3
1,39,91,2014,15
2,39,91,2014,79
0,39,91,2015,7
1,39,91,2015,40
2,39,91,2015,61
0,39,91,2016,46
1,39,91,2016,22
2,39,91,2016,66
0,39,93,2011,3
1,39,93,2011,20
2,39,93,2011,21
0,39,93,2014,2
1,39,93,2014,32
2,39,93,2014,42
0,39,93,2015,117
1,39,93,2015,134
2,39,93,2015,476
0,39,93,2016,428
1,39,93,2016,206
2,39,93,2016,467
0,39,95,2010,21
1,39,95,2010,396
2,39,95,2010,333
0,39,95,2011,12
1,39,95,2011,263
2,39,95,2011,301
0,39,95,2012,9
1,39,95,2012,323
2,39,95,2012,424
0,39,95,2013,11
1,39,95,2013,249
2,39,95,2013,462
0,39,95,2014,46
1,39,95,2014,157
2,39,95,2014,303
0,39,95,2015,63
1,39,95,2015,243
2,39,95,2015,518
0,39,95,2016,206
1,39,95,2016,235
2,39,95,2016,430
0,39,97,2010,6
1,39,97,2010,65
2,39,97,2010,41
0,39,97,2011,2
1,39,97,2011,83
2,39,97,2011,70
0,39,97,2012,3
1,39,97,2012,95
2,39,97,2012,65
0,39,97,2013,2
1,39,97,2013,51
2,39,97,2013,76
0,39,97,2014,4
1,39,97,2014,95
2,39,97,2014,150
0,39,97,2015,9
1,39,97,2015,45
2,39,97,2015,94
0,39,97,2016,28
1,39,97,2016,56
2,39,97,2016,116
0,39,99,2010,26
1,39,99,2010,242
2,39,99,2010,358
0,39,99,2011,29
1,39,99,2011,248
2,39,99,2011,373
0,39,99,2012,18
1,39,99,2012,210
2,39,99,2012,336
0,39,99,2013,22
1,39,99,2013,207
2,39,99,2013,388
0,39,99,2014,67
1,39,99,2014,223
2,39,99,2014,508
0,39,99,2015,117
1,39,99,2015,188
2,39,99,2015,577
0,39,99,2016,290
1,39,99,2016,184
2,39,99,2016,454
0,39,101,2010,8
1,39,101,2010,69
2,39,101,2010,61
0,39,101,2011,2
1,39,101,2011,60
2,39,101,2011,61
0,39,101,2012,2
1,39,101,2012,33
2,39,101,2012,83
0,39,101,2013,7
1,39,101,2013,92
2,39,101,2013,178
0,39,101,2014,12
1,39,101,2014,60
2,39,101,2014,214
0,39,101,2015,33
1,39,101,2015,79
2,39,101,2015,287
0,39,101,2016,74
1,39,101,2016,134
2,39,101,2016,208
0,39,103,2010,5
1,39,103,2010,147
2,39,103,2010,92
0,39,103,2011,4
1,39,103,2011,134
2,39,103,2011,90
0,39,103,2012,8
1,39,103,2012,84
2,39,103,2012,100
0,39,103,2013,5
1,39,103,2013,118
2,39,103,2013,134
0,39,103,2014,24
1,39,103,2014,74
2,39,103,2014,183
0,39,103,2015,85
1,39,103,2015,71
2,39,103,2015,177
0,39,103,2016,135
1,39,103,2016,66
2,39,103,2016,129
0,39,105,2010,2
1,39,105,2010,38
2,39,105,2010,3
0,39,105,2011,1
1,39,105,2011,62
2,39,105,2011,13
0,39,105,2013,2
1,39,105,2013,26
2,39,105,2013,35
0,39,105,2014,1
1,39,105,2014,9
2,39,105,2014,12
0,39,105,2015,1
1,39,105,2015,7
2,39,105,2015,14
0,39,105,2016,12
1,39,105,2016,8
2,39,105,2016,20
0,39,107,2010,3
1,39,107,2010,32
2,39,107,2010,28
0,39,107,2011,1
1,39,107,2011,29
2,39,107,2011,94
0,39,107,2013,1
1,39,107,2013,12
2,39,107,2013,104
0,39,107,2014,12
1,39,107,2014,12
2,39,107,2014,67
0,39,107,2015,20
1,39,107,2015,10
2,39,107,2015,62
0,39,107,2016,15
1,39,107,2016,8
2,39,107,2016,19
0,39,109,2010,8
1,39,109,2010,36
2,39,109,2010,56
0,39,109,2011,5
1,39,109,2011,22
2,39,109,2011,72
0,39,109,2012,10
1,39,109,2012,29
2,39,109,2012,76
0,39,109,2013,5
1,39,109,2013,35
2,39,109,2013,111
0,39,109,2014,27
1,39,109,2014,58
2,39,109,2014,118
0,39,109,2015,19
1,39,109,2015,61
2,39,109,2015,141
0,39,109,2016,75
1,39,109,2016,75
2,39,109,2016,60
