,YYYY,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7,Pred_County
1598,2021,0,1,0,0,1,0,0,0,1,0,0,0,0,145.7
1599,2022,0,1,0,0,1,0,0,0,1,0,0,0,0,106.4
1600,2023,0,1,0,0,1,0,0,0,1,0,0,0,0,106.4
1601,2024,0,1,0,0,1,0,0,0,1,0,0,0,0,89.6
1602,2025,0,1,0,0,1,0,0,0,1,0,0,0,0,89.6
1603,2018,1,0,0,0,1,0,0,0,1,0,0,0,0,54.1
1604,2019,1,0,0,0,1,0,0,0,1,0,0,0,0,58.3
1605,2020,1,0,0,0,1,0,0,0,1,0,0,0,0,83.6
1606,2021,1,0,0,0,1,0,0,0,1,0,0,0,0,88.6
1607,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,106.8
1608,2023,1,0,0,0,1,0,0,0,1,0,0,0,0,106.8
1609,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,106.5
1610,2025,1,0,0,0,1,0,0,0,1,0,0,0,0,106.5
1611,2018,0,0,0,1,0,0,0,0,1,0,0,0,0,3.8
1612,2020,0,0,0,1,0,0,0,0,1,0,0,0,0,1.2
1613,2021,0,0,0,1,0,0,0,0,1,0,0,0,0,1.2
1614,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,2.1
1615,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,2.1
1616,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,4.1
1617,2025,0,0,0,1,0,0,0,0,1,0,0,0,0,4.1
1618,2018,0,1,0,1,0,0,0,0,1,0,0,0,0,19.5
1619,2019,0,1,0,1,0,0,0,0,1,0,0,0,0,19.5
1620,2020,0,1,0,1,0,0,0,0,1,0,0,0,0,16.1
1621,2021,0,1,0,1,0,0,0,0,1,0,0,0,0,16.5
1622,2022,0,1,0,1,0,0,0,0,1,0,0,0,0,16.6
1623,2023,0,1,0,1,0,0,0,0,1,0,0,0,0,16.6
1624,2024,0,1,0,1,0,0,0,0,1,0,0,0,0,19.5
1625,2025,0,1,0,1,0,0,0,0,1,0,0,0,0,19.5
1626,2018,1,0,0,1,0,0,0,0,1,0,0,0,0,9.7
1627,2019,1,0,0,1,0,0,0,0,1,0,0,0,0,9.7
1628,2020,1,0,0,1,0,0,0,0,1,0,0,0,0,24.8
1629,2021,1,0,0,1,0,0,0,0,1,0,0,0,0,24.8
1630,2022,1,0,0,1,0,0,0,0,1,0,0,0,0,24.5
1631,2023,1,0,0,1,0,0,0,0,1,0,0,0,0,24.5
1632,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,26.4
1633,2025,1,0,0,1,0,0,0,0,1,0,0,0,0,26.4
1634,2019,0,0,0,1,1,0,0,0,1,0,0,0,0,2.7
1635,2020,0,0,0,1,1,0,0,0,1,0,0,0,0,3.5
1636,2021,0,0,0,1,1,0,0,0,1,0,0,0,0,3.5
1637,2022,0,0,0,1,1,0,0,0,1,0,0,0,0,5
1638,2023,0,0,0,1,1,0,0,0,1,0,0,0,0,5
1639,2024,0,0,0,1,1,0,0,0,1,0,0,0,0,5.3
1640,2025,0,0,0,1,1,0,0,0,1,0,0,0,0,5.3
1641,2018,0,1,0,1,1,0,0,0,1,0,0,0,0,45.9
1642,2019,0,1,0,1,1,0,0,0,1,0,0,0,0,45.9
1643,2020,0,1,0,1,1,0,0,0,1,0,0,0,0,26.5
1644,2021,0,1,0,1,1,0,0,0,1,0,0,0,0,26.5
1645,2022,0,1,0,1,1,0,0,0,1,0,0,0,0,23.8
1646,2023,0,1,0,1,1,0,0,0,1,0,0,0,0,23.8
1647,2024,0,1,0,1,1,0,0,0,1,0,0,0,0,22.3
1648,2025,0,1,0,1,1,0,0,0,1,0,0,0,0,22.3
1649,2018,1,0,0,1,1,0,0,0,1,0,0,0,0,8.3
1650,2019,1,0,0,1,1,0,0,0,1,0,0,0,0,8.3
1651,2020,1,0,0,1,1,0,0,0,1,0,0,0,0,86.5
1652,2021,1,0,0,1,1,0,0,0,1,0,0,0,0,86.5
1653,2022,1,0,0,1,1,0,0,0,1,0,0,0,0,16.1
1654,2023,1,0,0,1,1,0,0,0,1,0,0,0,0,16.1
1655,2024,1,0,0,1,1,0,0,0,1,0,0,0,0,17.4
1656,2025,1,0,0,1,1,0,0,0,1,0,0,0,0,17.4
1657,2018,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1658,2020,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1659,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,2.6
1660,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,2.6
1661,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,21.9
1662,2025,0,0,1,0,0,0,0,0,1,0,0,0,0,21.9
1663,2018,0,1,1,0,0,0,0,0,1,0,0,0,0,48.3
1664,2019,0,1,1,0,0,0,0,0,1,0,0,0,0,48.3
1665,2020,0,1,1,0,0,0,0,0,1,0,0,0,0,60.9
1666,2021,0,1,1,0,0,0,0,0,1,0,0,0,0,60.9
1667,2022,0,1,1,0,0,0,0,0,1,0,0,0,0,69.8
1668,2023,0,1,1,0,0,0,0,0,1,0,0,0,0,69.8
1669,2024,0,1,1,0,0,0,0,0,1,0,0,0,0,28
1670,2025,0,1,1,0,0,0,0,0,1,0,0,0,0,28
1671,2018,1,0,1,0,0,0,0,0,1,0,0,0,0,108.9
1672,2019,1,0,1,0,0,0,0,0,1,0,0,0,0,118.7
1673,2020,1,0,1,0,0,0,0,0,1,0,0,0,0,235.1
1674,2021,1,0,1,0,0,0,0,0,1,0,0,0,0,223.8
1675,2022,1,0,1,0,0,0,0,0,1,0,0,0,0,123.4
1676,2023,1,0,1,0,0,0,0,0,1,0,0,0,0,123.4
1677,2024,1,0,1,0,0,0,0,0,1,0,0,0,0,109.1
1678,2025,1,0,1,0,0,0,0,0,1,0,0,0,0,109.1
1679,2019,0,0,0,0,0,0,0,0,1,0,0,0,1,1.9
1680,2021,0,0,0,0,0,0,0,0,1,0,0,0,1,1.6
1681,2023,0,0,0,0,0,0,0,0,1,0,0,0,1,15
1682,2024,0,0,0,0,0,0,0,0,1,0,0,0,1,21.4
1683,2025,0,0,0,0,0,0,0,0,1,0,0,0,1,21.4
1684,2018,0,1,0,0,0,0,0,0,1,0,0,0,1,16.1
1685,2019,0,1,0,0,0,0,0,0,1,0,0,0,1,15.3
1686,2020,0,1,0,0,0,0,0,0,1,0,0,0,1,15
1687,2021,0,1,0,0,0,0,0,0,1,0,0,0,1,15
1688,2022,0,1,0,0,0,0,0,0,1,0,0,0,1,17.3
1689,2023,0,1,0,0,0,0,0,0,1,0,0,0,1,17.3
1690,2024,0,1,0,0,0,0,0,0,1,0,0,0,1,15
1691,2025,0,1,0,0,0,0,0,0,1,0,0,0,1,15
1692,2022,1,0,0,0,0,0,0,0,1,0,0,0,1,54.3
1693,2024,1,0,0,0,0,0,0,0,1,0,0,0,1,7.4
1694,2025,1,0,0,0,0,0,0,0,1,0,0,0,1,7.4
1695,2018,0,0,0,0,1,0,0,0,1,0,0,0,1,26.7
1696,2019,0,0,0,0,1,0,0,0,1,0,0,0,1,26.7
1697,2020,0,0,0,0,1,0,0,0,1,0,0,0,1,26.8
1698,2021,0,0,0,0,1,0,0,0,1,0,0,0,1,26.8
1699,2022,0,0,0,0,1,0,0,0,1,0,0,0,1,117.1
1700,2023,0,0,0,0,1,0,0,0,1,0,0,0,1,117.1
1701,2024,0,0,0,0,1,0,0,0,1,0,0,0,1,355.9
1702,2025,0,0,0,0,1,0,0,0,1,0,0,0,1,355.9
1703,2018,0,1,0,0,1,0,0,0,1,0,0,0,1,512.1
1704,2019,0,1,0,0,1,0,0,0,1,0,0,0,1,607
1705,2020,0,1,0,0,1,0,0,0,1,0,0,0,1,656.8
1706,2021,0,1,0,0,1,0,0,0,1,0,0,0,1,656.8
1707,2022,0,1,0,0,1,0,0,0,1,0,0,0,1,616.2
1708,2023,0,1,0,0,1,0,0,0,1,0,0,0,1,612.6
1709,2024,0,1,0,0,1,0,0,0,1,0,0,0,1,688.2
1710,2025,0,1,0,0,1,0,0,0,1,0,0,0,1,688.2
1711,2018,1,0,0,0,1,0,0,0,1,0,0,0,1,1429.6
1712,2019,1,0,0,0,1,0,0,0,1,0,0,0,1,1777.6
1713,2020,1,0,0,0,1,0,0,0,1,0,0,0,1,2277
1714,2021,1,0,0,0,1,0,0,0,1,0,0,0,1,2277
1715,2022,1,0,0,0,1,0,0,0,1,0,0,0,1,2660.4
1716,2023,1,0,0,0,1,0,0,0,1,0,0,0,1,2660.4
1717,2024,1,0,0,0,1,0,0,0,1,0,0,0,1,2687.6
1718,2025,1,0,0,0,1,0,0,0,1,0,0,0,1,2687.6
1719,2018,0,0,0,1,0,0,0,0,1,0,0,0,1,3.2
1720,2019,0,0,0,1,0,0,0,0,1,0,0,0,1,3.2
1721,2020,0,0,0,1,0,0,0,0,1,0,0,0,1,1.2
1722,2021,0,0,0,1,0,0,0,0,1,0,0,0,1,1.2
1723,2022,0,0,0,1,0,0,0,0,1,0,0,0,1,23.4
1724,2023,0,0,0,1,0,0,0,0,1,0,0,0,1,23.4
1725,2024,0,0,0,1,0,0,0,0,1,0,0,0,1,141.4
1726,2025,0,0,0,1,0,0,0,0,1,0,0,0,1,141.4
1727,2018,0,1,0,1,0,0,0,0,1,0,0,0,1,7.7
1728,2019,0,1,0,1,0,0,0,0,1,0,0,0,1,7.7
1729,2020,0,1,0,1,0,0,0,0,1,0,0,0,1,16.6
1730,2021,0,1,0,1,0,0,0,0,1,0,0,0,1,18.4
1731,2022,0,1,0,1,0,0,0,0,1,0,0,0,1,159.8
1732,2023,0,1,0,1,0,0,0,0,1,0,0,0,1,159.8
1733,2024,0,1,0,1,0,0,0,0,1,0,0,0,1,23.9
1734,2025,0,1,0,1,0,0,0,0,1,0,0,0,1,23.9
1735,2018,1,0,0,1,0,0,0,0,1,0,0,0,1,9.4
1736,2019,1,0,0,1,0,0,0,0,1,0,0,0,1,9.4
1737,2020,1,0,0,1,0,0,0,0,1,0,0,0,1,22.4
1738,2021,1,0,0,1,0,0,0,0,1,0,0,0,1,26.3
1739,2022,1,0,0,1,0,0,0,0,1,0,0,0,1,40.4
1740,2023,1,0,0,1,0,0,0,0,1,0,0,0,1,40.4
1741,2024,1,0,0,1,0,0,0,0,1,0,0,0,1,29.5
1742,2025,1,0,0,1,0,0,0,0,1,0,0,0,1,29.5
1743,2019,0,0,0,1,1,0,0,0,1,0,0,0,1,5.2
1744,2020,0,0,0,1,1,0,0,0,1,0,0,0,1,3.4
1745,2021,0,0,0,1,1,0,0,0,1,0,0,0,1,3.4
1746,2022,0,0,0,1,1,0,0,0,1,0,0,0,1,4.4
1747,2023,0,0,0,1,1,0,0,0,1,0,0,0,1,4.4
1748,2024,0,0,0,1,1,0,0,0,1,0,0,0,1,7.1
1749,2025,0,0,0,1,1,0,0,0,1,0,0,0,1,7.1
1750,2018,0,1,0,1,1,0,0,0,1,0,0,0,1,74.7
1751,2019,0,1,0,1,1,0,0,0,1,0,0,0,1,75.7
1752,2020,0,1,0,1,1,0,0,0,1,0,0,0,1,49.7
1753,2021,0,1,0,1,1,0,0,0,1,0,0,0,1,50.5
1754,2022,0,1,0,1,1,0,0,0,1,0,0,0,1,49.7
1755,2023,0,1,0,1,1,0,0,0,1,0,0,0,1,46.9
1756,2024,0,1,0,1,1,0,0,0,1,0,0,0,1,48
1757,2025,0,1,0,1,1,0,0,0,1,0,0,0,1,48
1758,2018,1,0,0,1,1,0,0,0,1,0,0,0,1,2.2
1759,2020,1,0,0,1,1,0,0,0,1,0,0,0,1,61
1760,2022,1,0,0,1,1,0,0,0,1,0,0,0,1,3.4
1761,2023,1,0,0,1,1,0,0,0,1,0,0,0,1,3.4
1762,2024,1,0,0,1,1,0,0,0,1,0,0,0,1,10.4
1763,2025,1,0,0,1,1,0,0,0,1,0,0,0,1,10.4
1764,2018,0,0,1,0,0,0,0,0,1,0,0,0,1,1.2
1765,2022,0,0,1,0,0,0,0,0,1,0,0,0,1,4.8
1766,2023,0,0,1,0,0,0,0,0,1,0,0,0,1,4.8
1767,2025,0,0,1,0,0,0,0,0,1,0,0,0,1,17.9
1768,2018,0,1,1,0,0,0,0,0,1,0,0,0,1,26
1769,2019,0,1,1,0,0,0,0,0,1,0,0,0,1,23.3
1770,2020,0,1,1,0,0,0,0,0,1,0,0,0,1,14.2
1771,2021,0,1,1,0,0,0,0,0,1,0,0,0,1,14.2
1772,2022,0,1,1,0,0,0,0,0,1,0,0,0,1,22.9
1773,2023,0,1,1,0,0,0,0,0,1,0,0,0,1,22.9
1774,2024,0,1,1,0,0,0,0,0,1,0,0,0,1,6.2
1775,2025,0,1,1,0,0,0,0,0,1,0,0,0,1,6.2
1776,2019,1,0,1,0,0,0,0,0,1,0,0,0,1,9.1
1777,2020,1,0,1,0,0,0,0,0,1,0,0,0,1,10
1778,2021,1,0,1,0,0,0,0,0,1,0,0,0,1,10
1779,2022,1,0,1,0,0,0,0,0,1,0,0,0,1,13.8
1780,2023,1,0,1,0,0,0,0,0,1,0,0,0,1,16
1781,2024,1,0,1,0,0,0,0,0,1,0,0,0,1,26
1782,2025,1,0,1,0,0,0,0,0,1,0,0,0,1,26
1783,2018,0,0,0,0,0,0,0,0,1,0,0,1,0,10.1
1784,2019,0,0,0,0,0,0,0,0,1,0,0,1,0,10.1
1785,2020,0,0,0,0,0,0,0,0,1,0,0,1,0,9.3
1786,2021,0,0,0,0,0,0,0,0,1,0,0,1,0,9.3
1787,2022,0,0,0,0,0,0,0,0,1,0,0,1,0,32.9
1788,2023,0,0,0,0,0,0,0,0,1,0,0,1,0,32.9
1789,2024,0,0,0,0,0,0,0,0,1,0,0,1,0,64.8
1790,2025,0,0,0,0,0,0,0,0,1,0,0,1,0,64.8
1791,2018,0,1,0,0,0,0,0,0,1,0,0,1,0,104.3
1792,2019,0,1,0,0,0,0,0,0,1,0,0,1,0,100.1
1793,2020,0,1,0,0,0,0,0,0,1,0,0,1,0,88.5
1794,2021,0,1,0,0,0,0,0,0,1,0,0,1,0,85.9
1795,2022,0,1,0,0,0,0,0,0,1,0,0,1,0,94.3
1796,2023,0,1,0,0,0,0,0,0,1,0,0,1,0,94.3
1797,2024,0,1,0,0,0,0,0,0,1,0,0,1,0,72
1798,2025,0,1,0,0,0,0,0,0,1,0,0,1,0,72
1799,2018,1,0,0,0,0,0,0,0,1,0,0,1,0,306.6
1800,2019,1,0,0,0,0,0,0,0,1,0,0,1,0,381
1801,2020,1,0,0,0,0,0,0,0,1,0,0,1,0,528
1802,2021,1,0,0,0,0,0,0,0,1,0,0,1,0,528
1803,2022,1,0,0,0,0,0,0,0,1,0,0,1,0,505.6
1804,2023,1,0,0,0,0,0,0,0,1,0,0,1,0,492.8
1805,2024,1,0,0,0,0,0,0,0,1,0,0,1,0,478.4
1806,2025,1,0,0,0,0,0,0,0,1,0,0,1,0,478.4
1807,2018,0,0,0,0,1,0,0,0,1,0,0,1,0,4
1808,2019,0,0,0,0,1,0,0,0,1,0,0,1,0,3.4
1809,2020,0,0,0,0,1,0,0,0,1,0,0,1,0,9.4
1810,2021,0,0,0,0,1,0,0,0,1,0,0,1,0,9.4
1811,2022,0,0,0,0,1,0,0,0,1,0,0,1,0,7
1812,2023,0,0,0,0,1,0,0,0,1,0,0,1,0,7
1813,2024,0,0,0,0,1,0,0,0,1,0,0,1,0,15
1814,2025,0,0,0,0,1,0,0,0,1,0,0,1,0,15
1815,2018,0,1,0,0,1,0,0,0,1,0,0,1,0,20.6
1816,2019,0,1,0,0,1,0,0,0,1,0,0,1,0,17.6
1817,2020,0,1,0,0,1,0,0,0,1,0,0,1,0,18.4
1818,2021,0,1,0,0,1,0,0,0,1,0,0,1,0,16.9
1819,2022,0,1,0,0,1,0,0,0,1,0,0,1,0,26
1820,2023,0,1,0,0,1,0,0,0,1,0,0,1,0,26
1821,2024,0,1,0,0,1,0,0,0,1,0,0,1,0,22.8
1822,2025,0,1,0,0,1,0,0,0,1,0,0,1,0,22.8
1823,2018,1,0,0,0,1,0,0,0,1,0,0,1,0,24.5
1824,2019,1,0,0,0,1,0,0,0,1,0,0,1,0,33.8
1825,2020,1,0,0,0,1,0,0,0,1,0,0,1,0,56.4
1826,2021,1,0,0,0,1,0,0,0,1,0,0,1,0,65.2
1827,2022,1,0,0,0,1,0,0,0,1,0,0,1,0,109.5
1828,2023,1,0,0,0,1,0,0,0,1,0,0,1,0,109.5
1829,2024,1,0,0,0,1,0,0,0,1,0,0,1,0,110.5
1830,2025,1,0,0,0,1,0,0,0,1,0,0,1,0,110.5
1831,2018,0,0,0,1,0,0,0,0,1,0,0,1,0,2.3
1832,2019,0,0,0,1,0,0,0,0,1,0,0,1,0,2.3
1833,2020,0,0,0,1,0,0,0,0,1,0,0,1,0,2.4
1834,2021,0,0,0,1,0,0,0,0,1,0,0,1,0,2.4
1835,2022,0,0,0,1,0,0,0,0,1,0,0,1,0,5
1836,2023,0,0,0,1,0,0,0,0,1,0,0,1,0,5
1837,2024,0,0,0,1,0,0,0,0,1,0,0,1,0,34
1838,2025,0,0,0,1,0,0,0,0,1,0,0,1,0,34
1839,2018,0,1,0,1,0,0,0,0,1,0,0,1,0,6.5
1840,2019,0,1,0,1,0,0,0,0,1,0,0,1,0,11.6
1841,2020,0,1,0,1,0,0,0,0,1,0,0,1,0,14
1842,2021,0,1,0,1,0,0,0,0,1,0,0,1,0,14
1843,2022,0,1,0,1,0,0,0,0,1,0,0,1,0,12.1
1844,2023,0,1,0,1,0,0,0,0,1,0,0,1,0,12.3
1845,2024,0,1,0,1,0,0,0,0,1,0,0,1,0,17.3
1846,2025,0,1,0,1,0,0,0,0,1,0,0,1,0,17.3
1847,2018,1,0,0,1,0,0,0,0,1,0,0,1,0,50.8
1848,2019,1,0,0,1,0,0,0,0,1,0,0,1,0,49.4
1849,2020,1,0,0,1,0,0,0,0,1,0,0,1,0,41.6
1850,2021,1,0,0,1,0,0,0,0,1,0,0,1,0,45.8
1851,2022,1,0,0,1,0,0,0,0,1,0,0,1,0,76.4
1852,2023,1,0,0,1,0,0,0,0,1,0,0,1,0,77.4
1853,2024,1,0,0,1,0,0,0,0,1,0,0,1,0,61.7
1854,2025,1,0,0,1,0,0,0,0,1,0,0,1,0,61.7
1855,2020,0,0,0,1,1,0,0,0,1,0,0,1,0,6.2
1856,2021,0,0,0,1,1,0,0,0,1,0,0,1,0,6.2
1857,2023,0,0,0,1,1,0,0,0,1,0,0,1,0,4.1
1858,2024,0,0,0,1,1,0,0,0,1,0,0,1,0,6.7
1859,2025,0,0,0,1,1,0,0,0,1,0,0,1,0,6.7
1860,2018,0,1,0,1,1,0,0,0,1,0,0,1,0,15.1
1861,2019,0,1,0,1,1,0,0,0,1,0,0,1,0,19.8
1862,2020,0,1,0,1,1,0,0,0,1,0,0,1,0,35.2
1863,2021,0,1,0,1,1,0,0,0,1,0,0,1,0,35
1864,2022,0,1,0,1,1,0,0,0,1,0,0,1,0,15.2
1865,2023,0,1,0,1,1,0,0,0,1,0,0,1,0,15.2
1866,2024,0,1,0,1,1,0,0,0,1,0,0,1,0,18.8
1867,2025,0,1,0,1,1,0,0,0,1,0,0,1,0,18.8
1868,2019,1,0,0,1,1,0,0,0,1,0,0,1,0,5.2
1869,2021,1,0,0,1,1,0,0,0,1,0,0,1,0,6.1
1870,2023,1,0,0,1,1,0,0,0,1,0,0,1,0,4.7
1871,2024,1,0,0,1,1,0,0,0,1,0,0,1,0,8.1
1872,2025,1,0,0,1,1,0,0,0,1,0,0,1,0,8.1
1873,2022,0,0,1,0,0,0,0,0,1,0,0,1,0,10
1874,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,36
1875,2025,0,0,1,0,0,0,0,0,1,0,0,1,0,36
1876,2018,0,1,1,0,0,0,0,0,1,0,0,1,0,20.2
1877,2019,0,1,1,0,0,0,0,0,1,0,0,1,0,20.2
1878,2020,0,1,1,0,0,0,0,0,1,0,0,1,0,27.7
1879,2022,0,1,1,0,0,0,0,0,1,0,0,1,0,18.6
1880,2023,0,1,1,0,0,0,0,0,1,0,0,1,0,18.6
1881,2024,0,1,1,0,0,0,0,0,1,0,0,1,0,12.6
1882,2025,0,1,1,0,0,0,0,0,1,0,0,1,0,12.6
1883,2018,1,0,1,0,0,0,0,0,1,0,0,1,0,12.7
1884,2019,1,0,1,0,0,0,0,0,1,0,0,1,0,12.7
1885,2020,1,0,1,0,0,0,0,0,1,0,0,1,0,37.9
1886,2021,1,0,1,0,0,0,0,0,1,0,0,1,0,38.4
1887,2022,1,0,1,0,0,0,0,0,1,0,0,1,0,16.2
1888,2023,1,0,1,0,0,0,0,0,1,0,0,1,0,16.5
1889,2024,1,0,1,0,0,0,0,0,1,0,0,1,0,12.7
1890,2025,1,0,1,0,0,0,0,0,1,0,0,1,0,12.7
1891,2018,0,0,0,0,0,0,0,0,1,0,0,1,1,4.5
1892,2018,0,1,0,0,0,0,0,0,1,0,0,1,1,21.5
1893,2020,0,1,0,0,0,0,0,0,1,0,0,1,1,13.6
1894,2022,0,1,0,0,0,0,0,0,1,0,0,1,1,9.6
1895,2023,0,1,0,0,0,0,0,0,1,0,0,1,1,9.6
1896,2018,0,0,0,0,1,0,0,0,1,0,0,1,1,2.9
1897,2019,0,0,0,0,1,0,0,0,1,0,0,1,1,2.7
1898,2020,0,0,0,0,1,0,0,0,1,0,0,1,1,7.8
1899,2021,0,0,0,0,1,0,0,0,1,0,0,1,1,7.8
1900,2022,0,0,0,0,1,0,0,0,1,0,0,1,1,33.2
1901,2023,0,0,0,0,1,0,0,0,1,0,0,1,1,33.2
1902,2024,0,0,0,0,1,0,0,0,1,0,0,1,1,74.1
1903,2025,0,0,0,0,1,0,0,0,1,0,0,1,1,74.1
1904,2018,0,1,0,0,1,0,0,0,1,0,0,1,1,52.2
1905,2019,0,1,0,0,1,0,0,0,1,0,0,1,1,52.2
1906,2020,0,1,0,0,1,0,0,0,1,0,0,1,1,53.6
1907,2021,0,1,0,0,1,0,0,0,1,0,0,1,1,53.1
1908,2022,0,1,0,0,1,0,0,0,1,0,0,1,1,43
1909,2023,0,1,0,0,1,0,0,0,1,0,0,1,1,43
1910,2024,0,1,0,0,1,0,0,0,1,0,0,1,1,44.7
1911,2025,0,1,0,0,1,0,0,0,1,0,0,1,1,44.7
1912,2018,1,0,0,0,1,0,0,0,1,0,0,1,1,12.8
1913,2019,1,0,0,0,1,0,0,0,1,0,0,1,1,14.9
1914,2020,1,0,0,0,1,0,0,0,1,0,0,1,1,56
1915,2021,1,0,0,0,1,0,0,0,1,0,0,1,1,56
1916,2022,1,0,0,0,1,0,0,0,1,0,0,1,1,117.6
1917,2023,1,0,0,0,1,0,0,0,1,0,0,1,1,141.6
1918,2024,1,0,0,0,1,0,0,0,1,0,0,1,1,149.6
1919,2025,1,0,0,0,1,0,0,0,1,0,0,1,1,149.6
1920,2018,0,0,0,1,0,0,0,0,1,0,0,1,1,9.4
1921,2019,0,0,0,1,0,0,0,0,1,0,0,1,1,9.4
1922,2020,0,0,0,1,0,0,0,0,1,0,0,1,1,7.3
1923,2021,0,0,0,1,0,0,0,0,1,0,0,1,1,7.3
1924,2022,0,0,0,1,0,0,0,0,1,0,0,1,1,3.3
1925,2023,0,0,0,1,0,0,0,0,1,0,0,1,1,3.3
1926,2024,0,0,0,1,0,0,0,0,1,0,0,1,1,133.6
1927,2025,0,0,0,1,0,0,0,0,1,0,0,1,1,133.6
1928,2018,0,1,0,1,0,0,0,0,1,0,0,1,1,52.2
1929,2019,0,1,0,1,0,0,0,0,1,0,0,1,1,52.8
1930,2020,0,1,0,1,0,0,0,0,1,0,0,1,1,44.9
1931,2021,0,1,0,1,0,0,0,0,1,0,0,1,1,42.8
1932,2022,0,1,0,1,0,0,0,0,1,0,0,1,1,37.4
1933,2023,0,1,0,1,0,0,0,0,1,0,0,1,1,37.5
1934,2024,0,1,0,1,0,0,0,0,1,0,0,1,1,51
1935,2025,0,1,0,1,0,0,0,0,1,0,0,1,1,51
1936,2018,1,0,0,1,0,0,0,0,1,0,0,1,1,12.5
1937,2019,1,0,0,1,0,0,0,0,1,0,0,1,1,13.8
1938,2020,1,0,0,1,0,0,0,0,1,0,0,1,1,21.6
1939,2021,1,0,0,1,0,0,0,0,1,0,0,1,1,21.6
1940,2022,1,0,0,1,0,0,0,0,1,0,0,1,1,42.6
1941,2023,1,0,0,1,0,0,0,0,1,0,0,1,1,42.6
1942,2024,1,0,0,1,0,0,0,0,1,0,0,1,1,84
1943,2025,1,0,0,1,0,0,0,0,1,0,0,1,1,84
1944,2018,0,0,1,0,0,0,0,0,1,0,0,1,1,2.4
1945,2019,0,0,1,0,0,0,0,0,1,0,0,1,1,2.4
1946,2020,0,0,1,0,0,0,0,0,1,0,0,1,1,1.6
1947,2021,0,0,1,0,0,0,0,0,1,0,0,1,1,1.6
1948,2022,0,0,1,0,0,0,0,0,1,0,0,1,1,7.5
1949,2023,0,0,1,0,0,0,0,0,1,0,0,1,1,7.5
1950,2024,0,0,1,0,0,0,0,0,1,0,0,1,1,30.9
1951,2025,0,0,1,0,0,0,0,0,1,0,0,1,1,30.9
1952,2018,0,1,1,0,0,0,0,0,1,0,0,1,1,262.3
1953,2019,0,1,1,0,0,0,0,0,1,0,0,1,1,244.6
1954,2020,0,1,1,0,0,0,0,0,1,0,0,1,1,187.2
1955,2021,0,1,1,0,0,0,0,0,1,0,0,1,1,187.2
1956,2022,0,1,1,0,0,0,0,0,1,0,0,1,1,163.4
1957,2023,0,1,1,0,0,0,0,0,1,0,0,1,1,142.2
1958,2024,0,1,1,0,0,0,0,0,1,0,0,1,1,80
1959,2025,0,1,1,0,0,0,0,0,1,0,0,1,1,80
1960,2018,1,0,1,0,0,0,0,0,1,0,0,1,1,132
1961,2019,1,0,1,0,0,0,0,0,1,0,0,1,1,132
1962,2020,1,0,1,0,0,0,0,0,1,0,0,1,1,155.1
1963,2021,1,0,1,0,0,0,0,0,1,0,0,1,1,169.8
1964,2022,1,0,1,0,0,0,0,0,1,0,0,1,1,244.4
1965,2023,1,0,1,0,0,0,0,0,1,0,0,1,1,241.6
1966,2024,1,0,1,0,0,0,0,0,1,0,0,1,1,169.8
1967,2025,1,0,1,0,0,0,0,0,1,0,0,1,1,169.8
1968,2018,0,0,0,0,0,0,0,0,1,0,1,0,0,2.2
1969,2019,0,0,0,0,0,0,0,0,1,0,1,0,0,2.2
1970,2020,0,0,0,0,0,0,0,0,1,0,1,0,0,2.2
1971,2022,0,0,0,0,0,0,0,0,1,0,1,0,0,6.3
1972,2023,0,0,0,0,0,0,0,0,1,0,1,0,0,6.3
1973,2024,0,0,0,0,0,0,0,0,1,0,1,0,0,16.5
1974,2025,0,0,0,0,0,0,0,0,1,0,1,0,0,16.5
1975,2018,0,1,0,0,0,0,0,0,1,0,1,0,0,51.7
1976,2019,0,1,0,0,0,0,0,0,1,0,1,0,0,51.7
1977,2020,0,1,0,0,0,0,0,0,1,0,1,0,0,24.5
1978,2021,0,1,0,0,0,0,0,0,1,0,1,0,0,24.5
1979,2022,0,1,0,0,0,0,0,0,1,0,1,0,0,33.4
1980,2023,0,1,0,0,0,0,0,0,1,0,1,0,0,33.4
1981,2024,0,1,0,0,0,0,0,0,1,0,1,0,0,18.6
1982,2025,0,1,0,0,0,0,0,0,1,0,1,0,0,18.6
1983,2018,1,0,0,0,0,0,0,0,1,0,1,0,0,48.8
1984,2019,1,0,0,0,0,0,0,0,1,0,1,0,0,55.5
1985,2020,1,0,0,0,0,0,0,0,1,0,1,0,0,62.7
